gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
UBE2M,8.888e-7,ubiquitin conjugating enzyme E2 M,++,+-++,+-,0.00489316708805633,0.7160001100936099,+,0.00979,0.001004996,2.63,1,-0.0273,0.656
ASXL3,2.0589e-6,ASXL transcriptional regulator 3,--,--+-,+-,0.5997160359855835,0.005026756713154893,-,0.0101,0.002256491,2.7,1,-0.0273,0.656
CKB,1.7557e-8,creatine kinase B,++,+-++,--,0.005885543517149548,0.5016796405436884,+,0.0118,0.004117161,3.17,1,-0.0273,0.656
HLA-DQB1,2.3306e-7,"major histocompatibility complex, class II, DQ beta 1",--,----,NA,0.9989844180075194,0.008662093448477935,-,0.0173,0.04883371533595394,4.66,1,-0.0273,0.656
BEND4,1.2982e-7,BEN domain containing 4,-+,-+--,NA,0.6047201902207919,0.009085824566311799,-,0.0182,0.003839183,4.89,1,-0.0273,0.656
KDM3A,1.7641e-9,lysine demethylase 3A,-+,+---,NA,0.6791988324900043,0.01342533468305567,-,0.0269,0.00748713,7.22,1,-0.0273,0.656
HLA-B,4.3342e-11,"major histocompatibility complex, class I, B",++,++++,++,0.013554166592280467,0.9968732587845853,+,0.0271,0.141990918,7.29,1,-0.0273,0.656
CDH13,1.5938e-11,cadherin 13,-+,-+--,+-,0.8808256989672147,0.013694474745336516,-,0.0274,0.00394136,7.37,1,-0.0273,0.656
MYRF,1.6847e-8,myelin regulatory factor,--,++-+,-+,0.10618890609862087,0.015133485767754869,-,0.0303,0.006945037,8.14,1,-0.0273,0.656
BAG5,9.1836e-7,BAG cochaperone 5,-+,++--,--,0.9063010066939999,0.015231842084776319,-,0.0305,0.018796161,8.19,1,-0.0273,0.656
ARHGEF25,1.902e-6,Rho guanine nucleotide exchange factor 25,++,--++,NA,0.015468464065448337,0.8973730063394132,+,0.0309,0.046225293,8.32,1,-0.0273,0.656
ACVR1B,5.281e-7,activin A receptor type 1B,++,-+-+,++,0.015521198701291726,0.9907153144813179,+,0.031,0.016928378850805628,8.35,1,-0.0273,0.656
ZC3H7B,2.9108e-8,zinc finger CCCH-type containing 7B,++,--++,++,0.015583101163429942,0.9487135824065905,+,0.0312,0.00588712,8.38,1,-0.0273,0.656
ZNF536,1.6243e-6,zinc finger protein 536,--,++-+,-+,0.35544557905482166,0.01589021747360795,-,0.0318,0.012601684717793113,8.55,1,-0.0273,0.656
OR2B2,2.7942e-12,olfactory receptor family 2 subfamily B member 2,++,NA,Filtered_Out,0.016804803053684415,0.9831951969463155,+,0.0336,0.03360960610736883,9.04,1,-0.0273,0.656
OLFM4,1.6990999999999999e-12,olfactomedin 4,++,+++-,Filtered_Out,0.017862465368959864,0.9929537611884317,+,0.0357,0.04493066573233237,9.61,1,-0.0273,0.656
C3orf84,2.5336e-7,chromosome 3 open reading frame 84,++,NA,NA,0.018326179304374246,0.9816738206956257,+,0.0367,0.03665235860874849,9.86,1,-0.0273,0.656
STAU1,1.335e-6,staufen double-stranded RNA binding protein 1,++,-+++,+-,0.018430163394949108,0.7923465274117856,+,0.0369,0.004673783,9.92,1,-0.0273,0.656
PLA2R1,3.9805e-7,phospholipase A2 receptor 1,--,--+-,Filtered_Out,0.9549324561096839,0.01933895119372844,-,0.0387,0.001639741,10.4,1,-0.0273,0.656
ZKSCAN8,2.0086e-13,zinc finger with KRAB and SCAN domains 8,--,+---,Filtered_Out,0.9637961675488014,0.020702098240009632,-,0.0414,0.037615917,11.1,1,-0.0273,0.656
FAM120A,3.6663e-8,family with sequence similarity 120A,--,----,+-,0.6928668443392219,0.021457585167167986,-,0.0429,0.037996298,11.5,1,-0.0273,0.656
HS6ST3,1.6614e-8,heparan sulfate 6-O-sulfotransferase 3,++,+++-,--,0.14549838085302136,0.0233239075316588,-,0.0466,4.72472e-4,12.5,1,-0.0273,0.656
HARS,2.1021e-7,NA,++,--++,+-,0.023477648232727796,0.6427401728804575,+,0.047,0.0069317185113633535,12.6,1,-0.0273,0.656
CTTNBP2,1.261e-7,cortactin binding protein 2,--,----,++,0.48384498937247417,0.02366663524084096,-,0.0473,0.040096248,12.7,1,-0.0273,0.656
PRSS16,6.4148e-9,serine protease 16,++,Missing_P_Values,Filtered_Out,0.024250990784289425,0.9757490092157105,+,0.0485,0.04850198156857885,13,1,-0.0273,0.656
DENND1A,1.5351e-14,DENN domain containing 1A,++,--++,--,0.4018953049672578,0.024512600091067864,-,0.049,0.007451938,13.2,1,-0.0273,0.656
RTN1,1.7109e-8,reticulon 1,++,++++,--,0.03053087699043518,0.4916736724652657,+,0.0611,0.063983887,16.4,1,-0.0273,0.656
EXT1,1.2011e-6,exostosin glycosyltransferase 1,-+,--+-,++,0.16507304974592424,0.03179589533612836,-,0.0636,0.010276231,17.1,1,-0.0273,0.656
MED19,1.7536e-7,mediator complex subunit 19,++,+-++,-+,0.031808366098426036,0.9410148507907119,+,0.0636,0.010293157,17.1,1,-0.0273,0.656
CELF2,7.5152e-8,CUGBP Elav-like family member 2,++,----,+-,0.7278676617768525,0.03242135860995039,-,0.0648,0.035818179,17.4,1,-0.0273,0.656
TCF4,4.5521e-16,transcription factor 4,+-,+---,++,0.2014321563937327,0.03284829235372241,-,0.0657,0.002236053,17.7,1,-0.0273,0.656
SERPING1,2.4511e-6,serpin family G member 1,++,-+++,--,0.03536568483119501,0.4089180710986644,+,0.0707,0.004084704530120423,19,1,-0.0273,0.656
TMX2,1.4874e-7,thioredoxin related transmembrane protein 2,++,++-+,NA,0.03573161257774939,0.9832776643432235,+,0.0715,0.049967831,19.2,1,-0.0273,0.656
ZNF501,5.3546e-7,zinc finger protein 501,--,----,Filtered_Out,0.9979733381919776,0.03616539787740932,-,0.0723,0.07360906815696355,19.5,1,-0.0273,0.656
SGIP1,1.6751e-9,SH3GL interacting endocytic adaptor 1,--,----,--,0.9922124466554378,0.03733090480729555,-,0.0747,0.037415407,20.1,1,-0.0273,0.656
MARK3,2.6768e-7,microtubule affinity regulating kinase 3,++,----,++,0.3893799843125082,0.04020644717358975,-,0.0804,0.034033973,21.6,1,-0.0273,0.656
ADCK3,1.4274e-8,NA,NA,NA,NA,0.04030359311054761,0.9596964068894525,+,0.0806,0.08060718622109522,21.7,1,-0.0273,0.656
RHOA,7.1031e-7,ras homolog family member A,-+,++++,++,0.04154831700057164,0.9399173367522535,+,0.0831,0.027552715,22.4,1,-0.0273,0.656
PCDH9,3.5314e-10,protocadherin 9,--,++--,-+,0.517947910897167,0.04171733956852947,-,0.0834,0.050420538,22.4,1,-0.0273,0.656
TMEM106B,1.2176e-12,transmembrane protein 106B,--,++--,-+,0.0431339667157614,0.13133092578942973,+,0.0863,0.004060218,23.2,1,-0.0273,0.656
TMEM42,4.8697e-7,transmembrane protein 42,++,++++,NA,0.044146050632661984,0.8660949045121609,+,0.0883,0.024523215,23.8,1,-0.0273,0.656
CAMKK2,1.8833e-6,calcium/calmodulin dependent protein kinase kinase 2,++,++++,+-,0.044385169882348065,0.6012314613272447,+,0.0888,0.013698221,23.9,1,-0.0273,0.656
SOX6,4.167e-7,SRY-box transcription factor 6,--,+---,Filtered_Out,0.9861322543017493,0.0444109751954651,-,0.0888,0.068401631,23.9,1,-0.0273,0.656
BAZ2B,1.3215e-7,bromodomain adjacent to zinc finger domain 2B,--,----,-+,0.9831473430389439,0.046015818703194954,-,0.092,0.115833058,24.8,1,-0.0273,0.656
RFTN2,5.4058e-7,raftlin family member 2,--,++--,-+,0.8110883547764881,0.05192743691611686,-,0.104,0.03639445856167979,27.9,1,-0.0273,0.656
PLCL1,7.7924e-7,phospholipase C like 1 (inactive),--,++--,--,0.3216667635114441,0.05242150030769181,-,0.105,0.019769308,28.2,1,-0.0273,0.656
ATP1A3,2.027e-6,ATPase Na+/K+ transporting subunit alpha 3,++,-+++,++,0.05375875591844613,0.9652365540469963,+,0.108,0.054018165,28.9,1,-0.0273,0.656
TRAF3,3.1737e-7,TNF receptor associated factor 3,++,--+-,+-,0.7810565385876833,0.05443087910645369,-,0.109,0.011555865,29.3,1,-0.0273,0.656
HSPA1A,8.134e-8,heat shock protein family A (Hsp70) member 1A,--,----,--,0.976530143329156,0.05982675543318489,-,0.12,0.052021844,32.2,1,-0.0273,0.656
SCYL1,6.1112e-8,SCY1 like pseudokinase 1,++,++++,--,0.0626504656742743,0.7564063894037054,+,0.125,0.0466446950638083,33.7,1,-0.0273,0.656
MGAT4C,1.2237e-6,MGAT4 family member C,-+,+---,--,0.9088599388967517,0.0630907922096006,-,0.126,0.008288091,33.9,1,-0.0273,0.656
ZHX3,2.344e-7,zinc fingers and homeoboxes 3,++,----,-+,0.8531381398055435,0.0660015528230145,-,0.132,0.017922949,35.5,1,-0.0273,0.656
C1QTNF7,2.6076e-6,C1q and TNF related 7,-+,--+-,Filtered_Out,0.8978614586892897,0.06637333868240136,-,0.133,0.035265047,35.7,1,-0.0273,0.656
NOX4,1.1568e-6,NADPH oxidase 4,+-,+++-,Filtered_Out,0.06653940206549935,0.7904235405108203,+,0.133,0.036399682,35.8,1,-0.0273,0.656
BAD,1.3523e-6,BCL2 associated agonist of cell death,-+,++++,--,0.06754555992122362,0.29305192508609146,+,0.135,0.007651586,36.3,1,-0.0273,0.656
SLC30A9,2.6189e-7,solute carrier family 30 member 9,-+,++--,+-,0.06806623746885085,0.833151444152103,+,0.136,0.02130154,36.6,1,-0.0273,0.656
PAX6,1.6677e-9,paired box 6,++,----,--,0.6668293260324213,0.07028359379966086,-,0.141,0.052480524,37.8,1,-0.0273,0.656
BCHE,2.3883e-7,butyrylcholinesterase,--,++--,-+,0.3163169469996216,0.07235593259329393,-,0.145,0.02442773794076012,38.9,1,-0.0273,0.656
RERE,1.4299e-11,arginine-glutamic acid dipeptide repeats,++,--++,+-,0.07404640438452095,0.255683723476138,+,0.148,0.00745309,39.8,1,-0.0273,0.656
KIAA1143,4.9967e-7,KIAA1143,--,+++-,-+,0.07549183879221487,0.12808148383039317,+,0.151,0.007041498,40.6,1,-0.0273,0.656
PMFBP1,3.6451e-7,polyamine modulated factor 1 binding protein 1,+-,---+,Filtered_Out,0.9661503293745748,0.07558462697701268,-,0.151,0.09543819605805057,40.7,1,-0.0273,0.656
ASTN2,2.1867e-11,astrotactin 2,+-,---+,-+,0.7636927158210884,0.07589420674447758,-,0.152,0.021753736,40.8,1,-0.0273,0.656
NRD1,2.6643e-8,NA,NA,NA,NA,0.9712857391174181,0.07635478322870116,-,0.153,0.208049813,41.1,1,-0.0273,0.656
CDK14,2.9335e-7,cyclin dependent kinase 14,++,++++,+-,0.07704222169627722,0.8935618655715271,+,0.154,0.100094103,41.4,1,-0.0273,0.656
FAM120AOS,2.4238e-6,family with sequence similarity 120A opposite strand,++,+++-,NA,0.07862696382414393,0.7567813148465742,+,0.157,0.036167336,42.3,1,-0.0273,0.656
HIST1H3J,1.093e-14,NA,--,NA,Filtered_Out,0.9205823462842238,0.07941765371577626,-,0.159,0.15883530743155252,42.7,1,-0.0273,0.656
PCNP,2.3346e-7,PEST proteolytic signal containing nuclear protein,-+,++++,-+,0.0810122618315506,0.35026941065066713,+,0.162,0.023876479,43.6,1,-0.0273,0.656
PROX2,7.5512e-10,prospero homeobox 2,--,Missing_P_Values,NA,0.9178062429517316,0.08219375704826838,-,0.164,0.16438751409653676,44.2,1,-0.0273,0.656
ASCC3,8.9097e-8,activating signal cointegrator 1 complex subunit 3,+-,+---,-+,0.5884341307258814,0.09024773392146355,-,0.18,0.043448221,48.6,1,-0.0273,0.656
ZFHX4,5.2705e-9,zinc finger homeobox 4,--,----,++,0.8591649193425368,0.09153535931903775,-,0.183,0.15056612339715708,49.2,1,-0.0273,0.656
SLC4A9,2.6577e-6,solute carrier family 4 member 9,--,+--+,Filtered_Out,0.8758197109106252,0.09160499634330198,-,0.183,0.06535725101593545,49.3,1,-0.0273,0.656
ZNF445,3.5346e-10,zinc finger protein 445,+-,----,++,0.6095359532243367,0.09589064589989346,-,0.192,0.057457585,51.6,1,-0.0273,0.656
HIST1H2BN,6.9e-17,NA,--,--++,Filtered_Out,0.29020569402896373,0.09878011329772945,-,0.198,0.006573579,53.1,1,-0.0273,0.656
KMT2A,1.2822e-7,lysine methyltransferase 2A,--,----,+-,0.10135439695174292,0.1932311949059416,+,0.203,0.002699813,54.5,1,-0.0273,0.656
IQCJ-SCHIP1,1.3667e-7,IQCJ-SCHIP1 readthrough,-+,--+-,NA,0.919053077671899,0.10166201286251161,-,0.203,0.134107215,54.7,1,-0.0273,0.656
TRMT10C,1.0772e-7,"tRNA methyltransferase 10C, mitochondrial RNase P subunit",-+,++--,+-,0.10208656632921634,0.8063808029583136,+,0.204,0.017959925,54.9,1,-0.0273,0.656
TAOK3,1.4896e-8,TAO kinase 3,--,--+-,-+,0.9570300875202388,0.10352067598612202,-,0.207,0.027363222,55.7,1,-0.0273,0.656
ZNF197,2.2773e-10,zinc finger protein 197,--,----,Filtered_Out,0.9092866933292315,0.10465492392675264,-,0.209,0.18087823,56.3,1,-0.0273,0.656
ETFDH,1.4397e-6,electron transfer flavoprotein dehydrogenase,+-,+---,+-,0.10691453024374918,0.15094173714419473,+,0.214,0.007798596,57.5,1,-0.0273,0.656
ZNF660,2.4714e-10,zinc finger protein 660,+-,----,Filtered_Out,0.9165103257929739,0.10734549822448912,-,0.215,0.128692417,57.8,1,-0.0273,0.656
PSEN2,2.6771e-6,presenilin 2,++,+-++,+-,0.10756026530502275,0.9008695959404334,+,0.215,0.094128904,57.9,1,-0.0273,0.656
MICB,2.6156e-7,MHC class I polypeptide-related sequence B,--,++++,Filtered_Out,0.10966433731301474,0.9547233412242605,+,0.219,0.082106921,59,1,-0.0273,0.656
LTBP3,8.1362e-7,latent transforming growth factor beta binding protein 3,--,--++,+-,0.3267623584054902,0.11000294968217292,-,0.22,0.027174725,59.2,1,-0.0273,0.656
PRR16,1.185e-6,proline rich 16,++,+---,Filtered_Out,0.11017308709689504,0.8553583522743086,+,0.22,0.05698053103305234,59.3,1,-0.0273,0.656
VRK2,9.9697e-9,VRK serine/threonine kinase 2,--,++-+,-+,0.2584640158099043,0.11319876955227048,-,0.226,0.027645506,60.9,1,-0.0273,0.656
RANGAP1,3.067e-8,Ran GTPase activating protein 1,++,-+-+,+-,0.1132749765979239,0.8568240680674168,+,0.227,0.05282612,60.9,1,-0.0273,0.656
ZCCHC7,4.1883e-12,zinc finger CCHC-type containing 7,+-,--++,++,0.11369575373069225,0.8725636337491065,+,0.227,0.138466948,61.2,1,-0.0273,0.656
ZNF35,4.6635e-7,zinc finger protein 35,--,+---,--,0.939312761824991,0.1138419051282937,-,0.228,0.170828674,61.2,1,-0.0273,0.656
BTN1A1,7.3965e-9,butyrophilin subfamily 1 member A1,+-,NA,Filtered_Out,0.8846776529918681,0.11532234700813195,-,0.231,0.2306446940162639,62,1,-0.0273,0.656
RABEPK,1.5581e-6,Rab9 effector protein with kelch motifs,++,+-++,--,0.12245514570704046,0.3761424439026297,+,0.245,0.0728911488986559,65.9,1,-0.0273,0.656
ZSCAN12,8.579e-11,zinc finger and SCAN domain containing 12,-+,+++-,Filtered_Out,0.1233162678693096,0.8167282041077839,+,0.247,0.01969796,66.3,1,-0.0273,0.656
PCDHA4,3.5744e-7,protocadherin alpha 4,+-,++-+,NA,0.1286800944881011,0.7078051273278781,+,0.257,0.013924381,69.2,1,-0.0273,0.656
OR12D3,1.202e-9,olfactory receptor family 12 subfamily D member 3,-+,NA,Filtered_Out,0.12921023072006715,0.8707897692799329,+,0.258,0.2584204614401343,69.5,1,-0.0273,0.656
FANCL,4.5809e-7,FA complementation group L,--,++--,--,0.8820804804346078,0.12967136721668876,-,0.259,0.101785342,69.8,1,-0.0273,0.656
HIST1H2AL,3.4904e-11,NA,++,NA,NA,0.13425253966300696,0.865747460336993,+,0.269,0.2685050793260139,72.2,1,-0.0273,0.656
PQLC2L,7.0543e-9,NA,++,----,Filtered_Out,0.6881840956351776,0.13452905590757416,-,0.269,0.108975993,72.4,1,-0.0273,0.656
ZMAT2,2.4426e-6,zinc finger matrin-type 2,++,++++,--,0.13672438864149078,0.678115482684072,+,0.273,0.059176167,73.6,1,-0.0273,0.656
MARCH10,2.7587e-7,NA,+-,-+++,NA,0.1380411374801337,0.26996365122673843,+,0.276,0.017448756,74.3,1,-0.0273,0.656
RFWD2,7.0007e-9,NA,NA,NA,NA,0.13881454668739396,0.9597805132390322,+,0.278,0.259254213,74.7,1,-0.0273,0.656
FH,1.4717e-6,fumarate hydratase,++,+++-,-+,0.13987182185679267,0.868610320737115,+,0.28,0.08509982,75.3,1,-0.0273,0.656
BTN3A2,3.9579e-13,butyrophilin subfamily 3 member A2,+-,---+,--,0.9943620912778866,0.14008487269232447,-,0.28,0.31155610351468865,75.4,1,-0.0273,0.656
USP3,2.4852e-6,ubiquitin specific peptidase 3,--,+---,-+,0.596660135045588,0.14190175599284238,-,0.284,0.046964754,76.3,1,-0.0273,0.656
CCS,2.3011e-6,copper chaperone for superoxide dismutase,+-,--++,++,0.14271174262121283,0.7933823332469094,+,0.285,0.070191266,76.8,1,-0.0273,0.656
PTPRS,2.2969e-6,protein tyrosine phosphatase receptor type S,--,-+++,--,0.9038408321399373,0.1431840137340235,-,0.286,0.143634825,77,1,-0.0273,0.656
TRMT61A,3.682e-9,tRNA methyltransferase 61A,++,+-+-,NA,0.1445315807584156,0.8011520156354293,+,0.289,0.022484129,77.8,1,-0.0273,0.656
TENM2,2.767e-14,teneurin transmembrane protein 2,+-,--+-,+-,0.96226984511747915,0.1480772487829197,-,0.296,0.102256648,79.7,1,-0.0273,0.656
TMEM67,3.3829e-7,transmembrane protein 67,+-,+-+-,Filtered_Out,0.7164156586612985,0.1487578196489938,-,0.298,0.075254204,80,1,-0.0273,0.656
SF3B1,1.7831e-8,splicing factor 3b subunit 1,--,+---,++,0.14878340615589825,0.47036282470794066,+,0.298,0.034139419,80,1,-0.0273,0.656
CHMP3,4.004e-7,charged multivesicular body protein 3,++,++++,--,0.15171962819951468,0.5086006404924753,+,0.303,0.077941758,81.6,1,-0.0273,0.656
SGCZ,9.7578e-10,sarcoglycan zeta,-+,--++,Filtered_Out,0.7694027379063106,0.15342891085969404,-,0.307,0.076991652,82.5,1,-0.0273,0.656
ZSCAN9,8.2837e-13,zinc finger and SCAN domain containing 9,-+,+-++,Filtered_Out,0.15523439959354107,0.9188361791180752,+,0.31,0.077200373,83.5,1,-0.0273,0.656
GRIK5,2.0552e-7,glutamate ionotropic receptor kainate type subunit 5,++,--++,++,0.15601307409379023,0.639450070546241,+,0.312,0.079227715,83.9,1,-0.0273,0.656
HSPE1-MOB4,2.2874e-7,HSPE1-MOB4 readthrough,++,NA,NA,0.15857725913752505,0.8414227408624749,+,0.317,0.3171545182750501,85.3,1,-0.0273,0.656
MEF2C,1.5763e-12,myocyte enhancer factor 2C,++,+++-,+-,0.15972969124541872,0.8070918888157407,+,0.319,0.124983684,85.9,1,-0.0273,0.656
DLST,8.8708e-10,dihydrolipoamide S-succinyltransferase,++,----,NA,0.16062816735155894,0.35690743063534064,+,0.321,0.07645849915039334,86.4,1,-0.0273,0.656
PCLO,6.5683e-13,piccolo presynaptic cytomatrix protein,--,--++,NA,0.9060403261618293,0.1609818373013304,-,0.322,0.06406793,86.6,1,-0.0273,0.656
TOPAZ1,3.5999e-7,testis and ovary specific PAZ domain containing 1,-+,++-+,NA,0.1637903773222343,0.9273902477494301,+,0.328,0.150142545,88.1,1,-0.0273,0.656
LST1,5.4242e-9,leukocyte specific transcript 1,--,-+++,--,0.4490607835431931,0.16429300070221514,-,0.329,0.093721537,88.4,1,-0.0273,0.656
SORBS3,4.4593e-8,sorbin and SH3 domain containing 3,+-,--++,+-,0.16540402371137883,0.26187397176807375,+,0.331,0.018096816,89,1,-0.0273,0.656
INPP4B,3.7112e-7,inositol polyphosphate-4-phosphatase type II B,-+,+-+-,-+,0.48776975524948063,0.16542665086009886,-,0.331,0.040038563,89,1,-0.0273,0.656
ZNF184,3.3378e-8,zinc finger protein 184,++,----,+-,0.8640859208101774,0.16553448556142336,-,0.331,0.072911236,89.1,1,-0.0273,0.656
KLC1,2.4595e-10,kinesin light chain 1,++,+---,--,0.16605375197457148,0.38008242129820136,+,0.332,0.053982048,89.3,1,-0.0273,0.656
ZNF165,1.9547e-12,zinc finger protein 165,-+,--++,Filtered_Out,0.16693896964251193,0.6851555137380048,+,0.334,0.166755874,89.8,1,-0.0273,0.656
EPHB2,1.0438e-6,EPH receptor B2,-+,-+--,+-,0.920727351795978,0.16843584052867885,-,0.337,0.039052528,90.6,1,-0.0273,0.656
FNIP2,7.2185e-7,folliculin interacting protein 2,-+,++--,NA,0.17535419624656282,0.8098442342795058,+,0.351,0.076117337,94.3,1,-0.0273,0.656
SEMA6D,4.0971e-9,semaphorin 6D,-+,+---,+-,0.29677070338807054,0.17986890513679488,-,0.36,0.017508427,96.8,1,-0.0273,0.656
RBFOX1,6.0939e-17,RNA binding fox-1 homolog 1,++,-+++,+-,0.18049337998913476,0.4738486802392202,+,0.361,0.04557397,97.1,1,-0.0273,0.656
ZSCAN16,6.6456e-13,zinc finger and SCAN domain containing 16,--,+---,Filtered_Out,0.8886871647771892,0.1833024963154379,-,0.367,0.18027989568409913,98.6,1,-0.0273,0.656
MAP9,7.1456e-7,microtubule associated protein 9,++,++--,-+,0.29104960687272474,0.18681603385299572,-,0.374,0.010768352,101,1,-0.0273,0.656
PCDHA7,2.2519e-6,protocadherin alpha 7,-+,+---,NA,0.6801430106997179,0.18770840690816346,-,0.375,0.045500336,101,1,-0.0273,0.656
GTF2IRD1,2.1525e-8,GTF2I repeat domain containing 1,--,--++,-+,0.8205211221402733,0.19819624512124812,-,0.396,0.107730008,107,1,-0.0273,0.656
DCDC1,7.4612e-9,doublecortin domain containing 1,+-,++--,Filtered_Out,0.20459102932305406,0.8486902805989167,+,0.409,0.026863188,110,1,-0.0273,0.656
DCDC5,2.4868e-9,NA,NA,NA,NA,0.20459102932305406,0.8486902805989167,+,0.409,0.026863188,110,1,-0.0273,0.656
PLCG1,2.9372e-7,phospholipase C gamma 1,-+,--++,-+,0.8736922823766459,0.20768090527678074,-,0.415,0.051410272,112,1,-0.0273,0.656
FADS1,1.2518e-7,fatty acid desaturase 1,+-,+---,-+,0.5623072846260521,0.2109570197704062,-,0.422,0.089751692,113,1,-0.0273,0.656
ZDHHC21,7.4997e-9,zinc finger DHHC-type palmitoyltransferase 21,++,+---,-+,0.4439842178220866,0.21295939896962912,-,0.426,0.016135211,115,1,-0.0273,0.656
CRB1,2.4995e-7,crumbs cell polarity complex component 1,+-,+---,++,0.21455397021374287,0.6153992279151275,+,0.429,0.14114897,115,1,-0.0273,0.656
DRD2,5.3507e-14,dopamine receptor D2,++,-+-+,NA,0.5557651382189036,0.21568973626767257,-,0.431,0.01596144,116,1,-0.0273,0.656
MYBPC3,1.3929e-6,myosin binding protein C3,-+,NA,++,0.2171235588144761,0.8786582354536292,+,0.434,0.247887828,117,1,-0.0273,0.656
OTX2,8.9134e-7,orthodenticle homeobox 2,--,Missing_P_Values,Filtered_Out,0.7774519832458548,0.2225480167541451,-,0.445,0.4450960335082902,120,1,-0.0273,0.656
HIST1H2BL,3.5412e-12,NA,+-,+++-,NA,0.22788262136540213,0.7576988310125267,+,0.456,0.115544029,123,1,-0.0273,0.656
SCAI,1.1937e-7,suppressor of cancer cell invasion,-+,++--,NA,0.6189052718583832,0.2281450281387127,-,0.456,0.043465103,123,1,-0.0273,0.656
APOPT1,9.2647e-9,NA,+-,---+,NA,0.9421423613529385,0.22934626328820887,-,0.459,0.21492512868701327,123,1,-0.0273,0.656
STK19,7.0576e-7,serine/threonine kinase 19,+-,--++,++,0.23130466556138754,0.4049744268359275,+,0.463,0.065077223,124,1,-0.0273,0.656
ZNF322,3.7203e-7,zinc finger protein 322,-+,-+++,++,0.23165444062605775,0.9223574654003284,+,0.463,0.063465169,125,1,-0.0273,0.656
CACNA2D1,2.5214e-6,calcium voltage-gated channel auxiliary subunit alpha2delta 1,-+,++--,--,0.7186340943395246,0.23376893851928593,-,0.468,0.080146995,126,1,-0.0273,0.656
B3GALTL,5.6953e-12,NA,NA,NA,NA,0.23524235198168075,0.7640592316817523,+,0.47,0.225683521,127,1,-0.0273,0.656
HIST1H2BO,9.6505e-8,NA,--,NA,Filtered_Out,0.7621150511666922,0.2378849488333078,-,0.476,0.4757698976666156,128,1,-0.0273,0.656
LPIN3,1.0105e-6,lipin 3,+-,-+++,Filtered_Out,0.240322208994322,0.8452714283463225,+,0.481,0.170282089,129,1,-0.0273,0.656
SLC17A3,1.6689e-7,solute carrier family 17 member 3,--,NA,Filtered_Out,0.759473791351245,0.240526208648755,-,0.481,0.48105241729751,129,1,-0.0273,0.656
LRFN5,2.0372e-12,leucine rich repeat and fibronectin type III domain containing 5,++,----,++,0.24070519814967975,0.28375556649808564,+,0.481,0.070474956,129,1,-0.0273,0.656
METTL9,1.7424e-10,methyltransferase like 9,++,++--,--,0.24253458445756057,0.7559656662643671,+,0.485,0.058011389,130,1,-0.0273,0.656
ABT1,1.1641e-7,activator of basal transcription 1,++,+-++,++,0.24309973693989342,0.9588964560668491,+,0.486,0.243966684,131,1,-0.0273,0.656
HIST1H2BF,3.5839e-8,NA,-+,++++,Filtered_Out,0.2488218656256311,0.5963152324932536,+,0.498,0.096826361,134,1,-0.0273,0.656
