gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
CHMP3,4.004e-7,charged multivesicular body protein 3,++,++++,++,0.04977125693180648,0.995469930251298,+,0.0995,0.077941758,26.8,1,-0.0255,0.677
FAM120AOS,2.4238e-6,family with sequence similarity 120A opposite strand,++,++-+,NA,0.05071091017074833,0.9697068164362361,+,0.101,0.036167336,27.3,1,-0.0255,0.677
LTBP3,8.1362e-7,latent transforming growth factor beta binding protein 3,--,--++,--,0.7916242338071987,0.0508013997246466,-,0.102,0.027174725,27.3,1,-0.0255,0.677
RHOBTB1,1.5668e-6,Rho related BTB domain containing 1,-+,++--,--,0.6842775953991367,0.05667363359071024,-,0.113,0.003864981,30.5,1,-0.0255,0.677
HIST1H2BN,6.9e-17,NA,--,--++,Filtered_Out,0.5792233861294089,0.060768753068558404,-,0.122,0.006573579,32.7,1,-0.0255,0.677
ZKSCAN4,7.5101e-14,zinc finger with KRAB and SCAN domains 4,--,+++-,-+,0.06492294344013727,0.5415516720195965,+,0.13,0.019839794,34.9,1,-0.0255,0.677
ASCC3,8.9097e-8,activating signal cointegrator 1 complex subunit 3,+-,++--,++,0.0657305718818266,0.6392369523842045,+,0.131,0.032353184,35.4,1,-0.0255,0.677
MICB,2.6156e-7,MHC class I polypeptide-related sequence B,--,++++,Filtered_Out,0.06766681346157795,0.9614400197202099,+,0.135,0.082106921,36.4,1,-0.0255,0.677
PLCL1,7.7924e-7,phospholipase C like 1 (inactive),--,++--,--,0.82072501001261855,0.07041381551785515,-,0.141,0.07212139775697905,37.9,1,-0.0255,0.677
TMEM42,4.8697e-7,transmembrane protein 42,++,++-+,NA,0.07133287998997935,0.7869479611031152,+,0.143,0.024523215,38.4,1,-0.0255,0.677
CDH9,9.6964e-7,cadherin 9,-+,+-++,++,0.07277299542855489,0.9315697233011504,+,0.146,0.028128689,39.2,1,-0.0255,0.677
SGIP1,1.6751e-9,SH3GL interacting endocytic adaptor 1,--,----,+-,0.9713507517727592,0.07298047317741456,-,0.146,0.113537608,39.3,1,-0.0255,0.677
TMEM106B,1.2176e-12,transmembrane protein 106B,--,++--,--,0.37111443356118073,0.0777891139090665,-,0.156,0.004060218,41.9,1,-0.0255,0.677
C16orf45,1.8617e-9,NA,++,--++,--,0.07939438458451885,0.31644541294991907,+,0.159,0.010961861,42.7,1,-0.0255,0.677
HIST1H3J,1.093e-14,NA,--,NA,Filtered_Out,0.9205823462842238,0.07941765371577626,-,0.159,0.15883530743155252,42.7,1,-0.0255,0.677
VRK2,9.9697e-9,VRK serine/threonine kinase 2,--,++--,-+,0.6605336139437239,0.08128468195651069,-,0.163,0.034989513,43.7,1,-0.0255,0.677
MR1,6.2536e-8,"major histocompatibility complex, class I-related",++,++--,-+,0.08135565037812612,0.6662503980547966,+,0.163,0.074107196,43.8,1,-0.0255,0.677
PROX2,7.5512e-10,prospero homeobox 2,--,Missing_P_Values,NA,0.9178062429517316,0.08219375704826838,-,0.164,0.16438751409653676,44.2,1,-0.0255,0.677
USP3,2.4852e-6,ubiquitin specific peptidase 3,--,++--,--,0.8914850733045606,0.08373788225609001,-,0.167,0.020889981,45.1,1,-0.0255,0.677
HLA-B,4.3342e-11,"major histocompatibility complex, class I, B",++,++++,--,0.08560775519643597,0.1302129298423654,+,0.171,0.005617603,46.1,1,-0.0255,0.677
ZNF501,5.3546e-7,zinc finger protein 501,--,--+-,Filtered_Out,0.9783199039922874,0.09094516608408382,-,0.182,0.07360906815696355,48.9,1,-0.0255,0.677
FAM120A,3.6663e-8,family with sequence similarity 120A,--,--+-,++,0.09171708975272157,0.26936633291164896,+,0.183,0.049594007,49.3,1,-0.0255,0.677
PCDHA4,3.5744e-7,protocadherin alpha 4,+-,+++-,NA,0.09350232021884546,0.7131131972420389,+,0.187,0.013924381,50.3,1,-0.0255,0.677
EMILIN3,3.3685e-9,elastin microfibril interfacer 3,++,--++,+-,0.09411799873020062,0.8727811140707564,+,0.188,0.045639419,50.6,1,-0.0255,0.677
NEGR1,3.5506e-15,neuronal growth regulator 1,++,-+--,++,0.09463792887162438,0.6828557748515849,+,0.189,0.101887054,50.9,1,-0.0255,0.677
ZKSCAN8,2.0086e-13,zinc finger with KRAB and SCAN domains 8,--,++--,Filtered_Out,0.8931376559014674,0.09531930548092474,-,0.191,0.054975062,51.3,1,-0.0255,0.677
TCAIM,1.3974e-7,"T cell activation inhibitor, mitochondrial",-+,-+++,++,0.09685806919623903,0.9550393314053105,+,0.194,0.081741808,52.1,1,-0.0255,0.677
ETFDH,1.4397e-6,electron transfer flavoprotein dehydrogenase,+-,+++-,-+,0.09908812928209626,0.9586151199879805,+,0.198,0.043701404,53.3,1,-0.0255,0.677
ZSCAN12,8.579e-11,zinc finger and SCAN domain containing 12,-+,-+++,Filtered_Out,0.09944976852448313,0.872670367677638,+,0.199,0.01969796,53.5,1,-0.0255,0.677
ZDHHC5,3.4657e-8,zinc finger DHHC-type palmitoyltransferase 5,++,----,+-,0.7108451766724553,0.10024774191524959,-,0.2,0.141815918,53.9,1,-0.0255,0.677
ASXL3,2.0589e-6,ASXL transcriptional regulator 3,--,--++,+-,0.21473051013250719,0.10800394359235269,-,0.216,0.008215908,58.1,1,-0.0255,0.677
TRAF3,3.1737e-7,TNF receptor associated factor 3,++,---+,--,0.9742388777798244,0.10835463102465062,-,0.217,0.121115219,58.3,1,-0.0255,0.677
PSEN2,2.6771e-6,presenilin 2,++,++++,+-,0.10844696960551355,0.835996134125707,+,0.217,0.094128904,58.3,1,-0.0255,0.677
PRR16,1.185e-6,proline rich 16,++,-+--,Filtered_Out,0.10930983012485315,0.860812089416354,+,0.219,0.05698053103305234,58.8,1,-0.0255,0.677
PCLO,6.5683e-13,piccolo presynaptic cytomatrix protein,--,---+,NA,0.9601013998901018,0.10940597024761041,-,0.219,0.06406793,58.9,1,-0.0255,0.677
EYS,1.3196e-6,eyes shut homolog,+-,+-++,NA,0.10976814587885539,0.7031142937476654,+,0.22,0.063425252,59.1,1,-0.0255,0.677
TRMT61A,3.682e-9,tRNA methyltransferase 61A,++,++-+,NA,0.11061144439604496,0.8000703804233015,+,0.221,0.022484129,59.5,1,-0.0255,0.677
PCDHA1,5.4415e-8,protocadherin alpha 1,+-,----,NA,0.9330128837661028,0.11246813931330236,-,0.225,0.09718751,60.5,1,-0.0255,0.677
MGAT4C,1.2237e-6,MGAT4 family member C,-+,++--,--,0.8621621798494091,0.11336251129972177,-,0.227,0.041317322,61,1,-0.0255,0.677
CAMKK2,1.8833e-6,calcium/calmodulin dependent protein kinase kinase 2,++,-+++,+-,0.11520077243088817,0.6624438254844948,+,0.23,0.060880993,62,1,-0.0255,0.677
BTN1A1,7.3965e-9,butyrophilin subfamily 1 member A1,+-,NA,Filtered_Out,0.8846776529918681,0.11532234700813195,-,0.231,0.2306446940162639,62,1,-0.0255,0.677
BTN3A3,6.5955e-8,butyrophilin subfamily 3 member A3,++,++++,-+,0.12055108988817445,0.9492127527109175,+,0.241,0.053471551,64.9,1,-0.0255,0.677
ZMAT2,2.4426e-6,zinc finger matrin-type 2,++,++++,+-,0.12195245164443225,0.8383637465286757,+,0.244,0.048300204,65.6,1,-0.0255,0.677
SGCZ,9.7578e-10,sarcoglycan zeta,-+,--++,Filtered_Out,0.12235079062470967,0.44244116745933243,+,0.245,0.003670155,65.8,1,-0.0255,0.677
B3GALTL,5.6953e-12,NA,NA,NA,NA,0.9426950018760105,0.12255474686188218,-,0.245,0.229519101,65.9,1,-0.0255,0.677
BCHE,2.3883e-7,butyrylcholinesterase,--,++--,++,0.4849529327602581,0.12345752187274395,-,0.247,0.02442773794076012,66.4,1,-0.0255,0.677
DLST,8.8708e-10,dihydrolipoamide S-succinyltransferase,++,--+-,NA,0.12351204329119007,0.6688822495738169,+,0.247,0.07645849915039334,66.4,1,-0.0255,0.677
TMX2,1.4874e-7,thioredoxin related transmembrane protein 2,++,++--,NA,0.12550194581651428,0.905853456657454,+,0.251,0.049967831,67.5,1,-0.0255,0.677
KIAA1143,4.9967e-7,KIAA1143,--,++-+,-+,0.12749010828380888,0.32014686328043707,+,0.255,0.007041498,68.6,1,-0.0255,0.677
PMFBP1,3.6451e-7,polyamine modulated factor 1 binding protein 1,+-,+-+-,Filtered_Out,0.7591230561913465,0.1276416491826804,-,0.255,0.09543819605805057,68.7,1,-0.0255,0.677
OR12D3,1.202e-9,olfactory receptor family 12 subfamily D member 3,-+,NA,Filtered_Out,0.12921023072006715,0.8707897692799329,+,0.258,0.2584204614401343,69.5,1,-0.0255,0.677
RAB3B,1.6111e-6,"RAB3B, member RAS oncogene family",--,+---,+-,0.9456021806330799,0.13134241395428786,-,0.263,0.142566721,70.7,1,-0.0255,0.677
PCDHA3,1.056e-7,protocadherin alpha 3,--,+++-,Filtered_Out,0.13386864330058407,0.5756153322541595,+,0.268,0.067578583,72,1,-0.0255,0.677
HIST1H2AL,3.4904e-11,NA,++,NA,NA,0.13425253966300696,0.865747460336993,+,0.269,0.2685050793260139,72.2,1,-0.0255,0.677
SLC30A9,2.6189e-7,solute carrier family 30 member 9,-+,++--,+-,0.13472562425519571,0.9248726916191377,+,0.269,0.02130154,72.5,1,-0.0255,0.677
FADS2,1.9429e-8,fatty acid desaturase 2,+-,+---,--,0.9183294020880883,0.13623391811121363,-,0.272,0.098074813,73.3,1,-0.0255,0.677
ZNF197,2.2773e-10,zinc finger protein 197,--,----,Filtered_Out,0.906823557486376,0.13745574019793907,-,0.275,0.18087823,74,1,-0.0255,0.677
CTNNA3,1.6889e-10,catenin alpha 3,--,-+--,Filtered_Out,0.8897404079943414,0.1406251356543745,-,0.281,0.086233022,75.7,1,-0.0255,0.677
GPC5,1.3483e-7,glypican 5,+-,++--,+-,0.6635498908507864,0.1419360826970931,-,0.284,0.033897566,76.4,1,-0.0255,0.677
TCF4,4.5521e-16,transcription factor 4,+-,-+--,--,0.968211481153287,0.1419376847078905,-,0.284,0.10430227,76.4,1,-0.0255,0.677
SEMA6D,4.0971e-9,semaphorin 6D,-+,-+--,-+,0.18206727255193428,0.14280513378404044,-,0.286,0.006282678,76.8,1,-0.0255,0.677
ZNF660,2.4714e-10,zinc finger protein 660,+-,----,Filtered_Out,0.9162715714102335,0.147587226548718,-,0.295,0.15839999,79.4,1,-0.0255,0.677
RBMS3,7.3116e-7,RNA binding motif single stranded interacting protein 3,--,++++,Filtered_Out,0.15334501607614112,0.5975145662445509,+,0.307,0.184531274,82.5,1,-0.0255,0.677
CNTNAP5,3.889e-9,contactin associated protein family member 5,--,-+++,Filtered_Out,0.15488940081283548,0.7050974285018441,+,0.31,0.046032215,83.3,1,-0.0255,0.677
HSPE1-MOB4,2.2874e-7,HSPE1-MOB4 readthrough,++,NA,NA,0.15857725913752505,0.8414227408624749,+,0.317,0.3171545182750501,85.3,1,-0.0255,0.677
PCNP,2.3346e-7,PEST proteolytic signal containing nuclear protein,-+,++-+,--,0.15897229417732872,0.1974995790949679,+,0.318,0.023876479,85.5,1,-0.0255,0.677
EP300,2.3037e-7,E1A binding protein p300,--,--++,+-,0.9181180273791539,0.1598600084217086,-,0.32,0.09219387,86,1,-0.0255,0.677
ZNF165,1.9547e-12,zinc finger protein 165,-+,--++,Filtered_Out,0.1599789990943792,0.6270874073248455,+,0.32,0.118807042,86.1,1,-0.0255,0.677
RABEPK,1.5581e-6,Rab9 effector protein with kelch motifs,++,-+++,--,0.1605557386345102,0.4312506878334381,+,0.321,0.0728911488986559,86.4,1,-0.0255,0.677
MARCH10,2.7587e-7,NA,+-,+-++,NA,0.16645921830808297,0.2727400933238888,+,0.333,0.017448756,89.6,1,-0.0255,0.677
FH,1.4717e-6,fumarate hydratase,++,++++,+-,0.16731063597940982,0.8768334937475182,+,0.335,0.08509982,90,1,-0.0255,0.677
AP3B1,3.1457e-7,adaptor related protein complex 3 subunit beta 1,--,++--,-+,0.3233908667801856,0.16943894437467946,-,0.339,0.028254588,91.2,1,-0.0255,0.677
RBFOX1,6.0939e-17,RNA binding fox-1 homolog 1,++,--++,+-,0.17114069673813836,0.6981830548959385,+,0.342,0.039337266,92.1,1,-0.0255,0.677
CSMD1,3.3077e-7,CUB and Sushi multiple domains 1,-+,-+++,--,0.6575914500328044,0.17261702249749175,-,0.345,0.048293727,92.9,1,-0.0255,0.677
MAP9,7.1456e-7,microtubule associated protein 9,++,++--,++,0.1726970532167425,0.9020144858022277,+,0.345,0.138382138,92.9,1,-0.0255,0.677
ASTN2,2.1867e-11,astrotactin 2,+-,----,++,0.3717943995540057,0.1739588368770777,-,0.348,0.021753736,93.6,1,-0.0255,0.677
RERE,1.4299e-11,arginine-glutamic acid dipeptide repeats,++,--++,++,0.17460179077014334,0.3133017975809664,+,0.349,0.018068631,93.9,1,-0.0255,0.677
RPS6KL1,1.0121e-7,ribosomal protein S6 kinase like 1,++,--++,--,0.5827840380711825,0.1748453118039625,-,0.35,0.035472472,94.1,1,-0.0255,0.677
DRD2,5.3507e-14,dopamine receptor D2,++,--+-,NA,0.5525837384740953,0.17649895159365456,-,0.353,0.01596144,95,1,-0.0255,0.677
KMT2A,1.2822e-7,lysine methyltransferase 2A,--,--+-,+-,0.8602486623161878,0.1782907937846823,-,0.357,0.07725664,95.9,1,-0.0255,0.677
HARS2,1.3511e-6,"histidyl-tRNA synthetase 2, mitochondrial",++,++-+,+-,0.18016195406297508,0.9295715015093609,+,0.36,0.088221866,96.9,1,-0.0255,0.677
ZSCAN9,8.2837e-13,zinc finger and SCAN domain containing 9,-+,-+++,Filtered_Out,0.189579137505101,0.9475951379604959,+,0.379,0.16857646,102,1,-0.0255,0.677
STAU1,1.335e-6,staufen double-stranded RNA binding protein 1,++,+-++,++,0.1896487974067521,0.9616585427314632,+,0.379,0.128548783,102,1,-0.0255,0.677
MEF2C,1.5763e-12,myocyte enhancer factor 2C,++,++++,+-,0.19143502848552277,0.9349746679604813,+,0.383,0.202914777,103,1,-0.0255,0.677
NOX4,1.1568e-6,NADPH oxidase 4,+-,++++,Filtered_Out,0.191672464590767,0.7999798619698444,+,0.383,0.058301884,103,1,-0.0255,0.677
BAG5,9.1836e-7,BAG cochaperone 5,-+,-+--,-+,0.7817830799242373,0.19590709305582238,-,0.392,0.041416122,105,1,-0.0255,0.677
BAD,1.3523e-6,BCL2 associated agonist of cell death,-+,++-+,--,0.1959816604739919,0.2792245055694786,+,0.392,0.007651586,105,1,-0.0255,0.677
MYBPC3,1.3929e-6,myosin binding protein C3,-+,NA,++,0.19828822079083433,0.8658540340710942,+,0.397,0.140194476,107,1,-0.0255,0.677
FAM172A,7.7452e-10,family with sequence similarity 172 member A,--,+++-,NA,0.2013797775054115,0.3519371488127913,+,0.403,0.094309045,108,1,-0.0255,0.677
PCDHA2,4.5699e-8,protocadherin alpha 2,--,-+--,Filtered_Out,0.7744752030919102,0.20411273254304876,-,0.408,0.063020627,110,1,-0.0255,0.677
CDH22,1.8821e-7,cadherin 22,++,+-++,+-,0.20450947544306056,0.3352448861316021,+,0.409,0.046733801,110,1,-0.0255,0.677
DENND1A,1.5351e-14,DENN domain containing 1A,++,--++,+-,0.20512336852400778,0.6336051034750093,+,0.41,0.123742648,110,1,-0.0255,0.677
SF3B1,1.7831e-8,splicing factor 3b subunit 1,--,+++-,-+,0.20524917893079242,0.5122686292752299,+,0.41,0.093465901,110,1,-0.0255,0.677
MEGF11,1.7823e-10,multiple EGF like domains 11,+-,++++,Filtered_Out,0.2078674338738051,0.87682422737393,+,0.416,0.281680907,112,1,-0.0255,0.677
INPP4B,3.7112e-7,inositol polyphosphate-4-phosphatase type II B,-+,-+++,+-,0.36436627976760944,0.20894739662045406,-,0.418,0.030551685,112,1,-0.0255,0.677
PGBD1,5.9534e-14,piggyBac transposable element derived 1,+-,+++-,-+,0.21412310336311355,0.5899644903260574,+,0.428,0.026048315,115,1,-0.0255,0.677
CCS,2.3011e-6,copper chaperone for superoxide dismutase,+-,--++,++,0.222509504705579,0.9037978810730499,+,0.445,0.014563279,120,1,-0.0255,0.677
OTX2,8.9134e-7,orthodenticle homeobox 2,--,Missing_P_Values,Filtered_Out,0.7774519832458548,0.2225480167541451,-,0.445,0.4450960335082902,120,1,-0.0255,0.677
TOPAZ1,3.5999e-7,testis and ovary specific PAZ domain containing 1,-+,++--,NA,0.22262626559295548,0.8924912840798356,+,0.445,0.172927235,120,1,-0.0255,0.677
BSN,1.6089e-6,bassoon presynaptic cytomatrix protein,++,--++,+-,0.7003603381607896,0.2228956326840023,-,0.446,0.083761104,120,1,-0.0255,0.677
PHF2,2.3153e-6,PHD finger protein 2,--,--++,+-,0.22322858680511987,0.29903881226121387,+,0.446,0.014930993,120,1,-0.0255,0.677
RHOA,7.1031e-7,ras homolog family member A,-+,-+++,-+,0.2302621032967493,0.8036391877136965,+,0.461,0.109186645,124,1,-0.0255,0.677
PPID,2.4066e-6,peptidylprolyl isomerase D,-+,+++-,--,0.380531160028335,0.2315831297329772,-,0.463,0.022821348,125,1,-0.0255,0.677
HIST1H2BO,9.6505e-8,NA,--,NA,Filtered_Out,0.7621150511666922,0.2378849488333078,-,0.476,0.4757698976666156,128,1,-0.0255,0.677
KDM3A,1.7641e-9,lysine demethylase 3A,-+,++--,NA,0.546232899354771,0.2379427597355641,-,0.476,0.040987472,128,1,-0.0255,0.677
SLC17A3,1.6689e-7,solute carrier family 17 member 3,--,NA,Filtered_Out,0.759473791351245,0.240526208648755,-,0.481,0.48105241729751,129,1,-0.0255,0.677
APOPT1,9.2647e-9,NA,+-,+-+-,NA,0.9328092206573727,0.24444188976692244,-,0.489,0.21492512868701327,132,1,-0.0255,0.677
GINM1,2.537e-6,glycoprotein integral membrane 1,--,+++-,-+,0.24579837883253333,0.41364937420101644,+,0.492,0.048364513,132,1,-0.0255,0.677
STK19,7.0576e-7,serine/threonine kinase 19,+-,---+,--,0.9040600335106652,0.24951761277388956,-,0.499,0.128438457,134,1,-0.0255,0.677
SHISA9,8.9846e-17,shisa family member 9,++,--+-,NA,0.7630808465927204,0.2499169536892509,-,0.5,0.083300143,134,1,-0.0255,0.677
