gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
TMX2,1.4874e-7,thioredoxin related transmembrane protein 2,++,++--,NA,0.027003096011224977,0.9275844740153817,+,0.054,0.035077353,14.5,1,-0.025,0.683
ACVR1B,5.281e-7,activin A receptor type 1B,++,---+,++,0.030917162377914316,0.9531950743421318,+,0.0618,0.016928378850805628,16.6,1,-0.025,0.683
BCHE,2.3883e-7,butyrylcholinesterase,--,++--,-+,0.2870273020327594,0.031427685472751515,-,0.0629,0.02442773794076012,16.9,1,-0.025,0.683
ZNF501,5.3546e-7,zinc finger protein 501,--,-+--,Filtered_Out,0.9841878835587373,0.03255884654083441,-,0.0651,0.064347101,17.5,1,-0.025,0.683
KDM3A,1.7641e-9,lysine demethylase 3A,-+,++--,NA,0.49117064712439984,0.03325193410085443,-,0.0665,0.005746965,17.9,1,-0.025,0.683
BAZ2B,1.3215e-7,bromodomain adjacent to zinc finger domain 2B,--,-+--,-+,0.9749362934467076,0.03461172268423957,-,0.0692,0.09888873,18.6,1,-0.025,0.683
SERPING1,2.4511e-6,serpin family G member 1,++,--++,--,0.03660019614837178,0.3950138235820928,+,0.0732,0.004084704530120423,19.7,1,-0.025,0.683
BAG5,9.1836e-7,BAG cochaperone 5,-+,++--,--,0.9153972137146726,0.03713271309768173,-,0.0743,0.018796161,20,1,-0.025,0.683
EXT1,1.2011e-6,exostosin glycosyltransferase 1,-+,--++,++,0.03749373304473189,0.16464744007032955,+,0.075,0.010276231,20.2,1,-0.025,0.683
PLCL1,7.7924e-7,phospholipase C like 1 (inactive),--,++--,--,0.7381846138771346,0.03766303893513187,-,0.0753,0.07212139775697905,20.3,1,-0.025,0.683
ZNF165,1.9547e-12,zinc finger protein 165,-+,-+++,Filtered_Out,0.038337714289044325,0.9738693384774052,+,0.0767,0.058737725,20.6,1,-0.025,0.683
ZSCAN12,8.579e-11,zinc finger and SCAN domain containing 12,-+,++++,Filtered_Out,0.038752710401631335,0.8942915745505451,+,0.0775,0.01969796,20.8,1,-0.025,0.683
ADCK3,1.4274e-8,NA,NA,NA,NA,0.04030359311054761,0.9596964068894525,+,0.0806,0.08060718622109522,21.7,1,-0.025,0.683
STAU1,1.335e-6,staufen double-stranded RNA binding protein 1,++,-+++,+-,0.04322725364672612,0.7767702858333057,+,0.0865,0.004673783,23.3,1,-0.025,0.683
RHOA,7.1031e-7,ras homolog family member A,-+,+++-,++,0.0461257618145943,0.9336108664642822,+,0.0923,0.027552715,24.8,1,-0.025,0.683
DRD2,5.3507e-14,dopamine receptor D2,++,-+--,NA,0.5767497442956374,0.04790762270663475,-,0.0958,0.01596144,25.8,1,-0.025,0.683
HIST1H2BN,6.9e-17,NA,--,--++,Filtered_Out,0.04811144307022571,0.08264902724722721,+,0.0962,0.005129735,25.9,1,-0.025,0.683
MGAT4C,1.2237e-6,MGAT4 family member C,-+,+---,--,0.8979190493282722,0.0504708057340038,-,0.101,0.002131326,27.2,1,-0.025,0.683
KIAA1143,4.9967e-7,KIAA1143,--,++++,-+,0.05104355210888113,0.1292395957160784,+,0.102,0.007041498,27.5,1,-0.025,0.683
LST1,5.4242e-9,leukocyte specific transcript 1,--,-+++,--,0.051152828407363425,0.16848856277278337,+,0.102,0.012599797,27.5,1,-0.025,0.683
NOX4,1.1568e-6,NADPH oxidase 4,+-,++++,Filtered_Out,0.056147537576659363,0.8128577774308309,+,0.112,0.058301884,30.2,1,-0.025,0.683
HIST1H2BF,3.5839e-8,NA,-+,++++,Filtered_Out,0.05867269567795482,0.6038924518753451,+,0.117,0.01036763,31.6,1,-0.025,0.683
PMFBP1,3.6451e-7,polyamine modulated factor 1 binding protein 1,+-,-+--,Filtered_Out,0.9889671011618991,0.05868602966797142,-,0.117,0.09543819605805057,31.6,1,-0.025,0.683
MED19,1.7536e-7,mediator complex subunit 19,++,+-++,-+,0.05923001620429276,0.8303614584129293,+,0.118,0.010293157,31.9,1,-0.025,0.683
SF3B1,1.7831e-8,splicing factor 3b subunit 1,--,++--,++,0.059794281749831625,0.6966489025015057,+,0.12,0.034139419,32.2,1,-0.025,0.683
ASXL3,2.0589e-6,ASXL transcriptional regulator 3,--,--++,+-,0.3902635228281783,0.06094770034563183,-,0.122,0.008215908,32.8,1,-0.025,0.683
KLC1,2.4595e-10,kinesin light chain 1,++,++-+,--,0.0618754503290197,0.4945263922852742,+,0.124,0.053982048,33.3,1,-0.025,0.683
RTN1,1.7109e-8,reticulon 1,++,+-++,--,0.06333320196558945,0.48430527981171617,+,0.127,0.063983887,34.1,1,-0.025,0.683
ZNF322,3.7203e-7,zinc finger protein 322,-+,-+++,++,0.06768829545663854,0.9430648284331684,+,0.135,0.051821349,36.4,1,-0.025,0.683
KYNU,2.379e-6,kynureninase,+-,++-+,Filtered_Out,0.06985425849055792,0.6646911809238074,+,0.14,0.067972359,37.6,1,-0.025,0.683
CDK14,2.9335e-7,cyclin dependent kinase 14,++,+-++,+-,0.0711711160330646,0.8888302110040635,+,0.142,0.100094103,38.3,1,-0.025,0.683
CHMP3,4.004e-7,charged multivesicular body protein 3,++,++++,--,0.07266482927314365,0.5084221630402255,+,0.145,0.059323219,39.1,1,-0.025,0.683
TOP1,1.6562e-6,DNA topoisomerase I,--,----,++,0.4559625120613257,0.07383803959579856,-,0.148,0.047453352,39.7,1,-0.025,0.683
MIER1,2.6167e-6,MIER1 transcriptional regulator,--,++--,Filtered_Out,0.7523725153559064,0.0741042133577244,-,0.148,0.024035521,39.9,1,-0.025,0.683
PCDH9,3.5314e-10,protocadherin 9,--,++--,-+,0.5409282105404237,0.0749887572337133,-,0.15,0.050420538,40.3,1,-0.025,0.683
VRK2,9.9697e-9,VRK serine/threonine kinase 2,--,++--,-+,0.267438001985679,0.07510849197220329,-,0.15,0.027645506,40.4,1,-0.025,0.683
ETFDH,1.4397e-6,electron transfer flavoprotein dehydrogenase,+-,++--,+-,0.07566589668941325,0.35355728369764733,+,0.151,0.007798596,40.7,1,-0.025,0.683
NRD1,2.6643e-8,NA,NA,NA,NA,0.9712857391174181,0.07635478322870116,-,0.153,0.208049813,41.1,1,-0.025,0.683
ZKSCAN8,2.0086e-13,zinc finger with KRAB and SCAN domains 8,--,++--,Filtered_Out,0.7487765154261204,0.07663031243302648,-,0.153,0.054975062,41.2,1,-0.025,0.683
PSEN2,2.6771e-6,presenilin 2,++,++++,+-,0.07720412821829875,0.9218223233728569,+,0.154,0.094128904,41.5,1,-0.025,0.683
ATP1A3,2.027e-6,ATPase Na+/K+ transporting subunit alpha 3,++,--++,++,0.07873916370608737,0.9034646283907645,+,0.157,0.054018165,42.4,1,-0.025,0.683
HIST1H3J,1.093e-14,NA,--,NA,Filtered_Out,0.9205823462842238,0.07941765371577626,-,0.159,0.15883530743155252,42.7,1,-0.025,0.683
DENND1A,1.5351e-14,DENN domain containing 1A,++,--++,--,0.4818165158835033,0.07984684361057373,-,0.16,0.023716386,43,1,-0.025,0.683
PROX2,7.5512e-10,prospero homeobox 2,--,Missing_P_Values,NA,0.9178062429517316,0.08219375704826838,-,0.164,0.16438751409653676,44.2,1,-0.025,0.683
ZMAT2,2.4426e-6,zinc finger matrin-type 2,++,++++,--,0.08823654660217126,0.6787418312343498,+,0.176,0.024694837,47.5,1,-0.025,0.683
HARS2,1.3511e-6,"histidyl-tRNA synthetase 2, mitochondrial",++,++++,+-,0.0888087861228469,0.7872474526936173,+,0.178,0.052556152,47.8,1,-0.025,0.683
RERE,1.4299e-11,arginine-glutamic acid dipeptide repeats,++,--++,+-,0.0895991387070057,0.13097334616945858,+,0.179,0.00745309,48.2,1,-0.025,0.683
HSPA1A,8.134e-8,heat shock protein family A (Hsp70) member 1A,--,-+--,--,0.9749986156369423,0.09014666239738103,-,0.18,0.052021844,48.5,1,-0.025,0.683
SEMA6D,4.0971e-9,semaphorin 6D,-+,++--,+-,0.27916528897992804,0.0930361703450383,-,0.186,0.00427009,50.1,1,-0.025,0.683
ZNF445,3.5346e-10,zinc finger protein 445,+-,-+--,++,0.5900337509858424,0.09325177810824353,-,0.187,0.031563494,50.2,1,-0.025,0.683
SLC30A9,2.6189e-7,solute carrier family 30 member 9,-+,++-+,+-,0.09473732298741558,0.8537912260818584,+,0.189,0.02130154,51,1,-0.025,0.683
HIST1H2BL,3.5412e-12,NA,+-,++++,NA,0.09724810723273757,0.9106835304138925,+,0.194,0.05860949,52.3,1,-0.025,0.683
TRMT10C,1.0772e-7,"tRNA methyltransferase 10C, mitochondrial RNase P subunit",-+,++-+,+-,0.09730308512637921,0.8805613390203397,+,0.195,0.017959925,52.3,1,-0.025,0.683
IGSF6,1.5616e-9,immunoglobulin superfamily member 6,--,++++,Filtered_Out,0.09790707922632305,0.753775588692847,+,0.196,0.044139254,52.7,1,-0.025,0.683
SLC4A9,2.6577e-6,solute carrier family 4 member 9,--,++--,Filtered_Out,0.5112324191703735,0.0989815241625305,-,0.198,0.06535725101593545,53.3,1,-0.025,0.683
KMT2A,1.2822e-7,lysine methyltransferase 2A,--,----,+-,0.10299832490524086,0.12379264192290967,+,0.206,0.002699813,55.4,1,-0.025,0.683
ASCC3,8.9097e-8,activating signal cointegrator 1 complex subunit 3,+-,++--,-+,0.5432719671363977,0.10326492218031148,-,0.207,0.043448221,55.6,1,-0.025,0.683
CELF2,7.5152e-8,CUGBP Elav-like family member 2,++,----,+-,0.7240453465322918,0.10389389624179533,-,0.208,0.035818179,55.9,1,-0.025,0.683
SGIP1,1.6751e-9,SH3GL interacting endocytic adaptor 1,--,----,--,0.9920083259278275,0.10424887587748755,-,0.208,0.203023294,56.1,1,-0.025,0.683
PRR16,1.185e-6,proline rich 16,++,++--,Filtered_Out,0.10719304945145201,0.6807740401155379,+,0.214,0.05698053103305234,57.7,1,-0.025,0.683
ZNF184,3.3378e-8,zinc finger protein 184,++,---+,+-,0.7841310109056213,0.10815153643987127,-,0.216,0.016954203,58.2,1,-0.025,0.683
SOX6,4.167e-7,SRY-box transcription factor 6,--,++--,Filtered_Out,0.9315867370993873,0.10951771397603757,-,0.219,0.068488391,58.9,1,-0.025,0.683
RPS6KL1,1.0121e-7,ribosomal protein S6 kinase like 1,++,--++,-+,0.11012787838689374,0.635288826983544,+,0.22,0.008210583,59.2,1,-0.025,0.683
ZFHX4,5.2705e-9,zinc finger homeobox 4,--,-+--,++,0.8339111236926281,0.11170671072808486,-,0.223,0.107804599,60.1,1,-0.025,0.683
BTN2A1,6.6923e-12,butyrophilin subfamily 2 member A1,-+,-+--,-+,0.8823620309725753,0.11225289397815669,-,0.225,0.008905346,60.4,1,-0.025,0.683
DLST,8.8708e-10,dihydrolipoamide S-succinyltransferase,++,-+--,NA,0.11381510143363319,0.6814732293869524,+,0.228,0.07645849915039334,61.2,1,-0.025,0.683
RANGAP1,3.067e-8,Ran GTPase activating protein 1,++,-+-+,+-,0.11384516310462767,0.837759380551153,+,0.228,0.026652004,61.2,1,-0.025,0.683
BTN1A1,7.3965e-9,butyrophilin subfamily 1 member A1,+-,NA,Filtered_Out,0.8846776529918681,0.11532234700813195,-,0.231,0.2306446940162639,62,1,-0.025,0.683
PTPRS,2.2969e-6,protein tyrosine phosphatase receptor type S,--,--++,--,0.9603735502706987,0.1173452301918991,-,0.235,0.143634825,63.1,1,-0.025,0.683
FANCL,4.5809e-7,FA complementation group L,--,++--,--,0.6930444305409538,0.12423675123009684,-,0.248,0.101785342,66.8,1,-0.025,0.683
PCDHA3,1.056e-7,protocadherin alpha 3,--,++-+,Filtered_Out,0.1251974337783388,0.5844875388053545,+,0.25,0.067578583,67.4,1,-0.025,0.683
CCS,2.3011e-6,copper chaperone for superoxide dismutase,+-,-+++,++,0.12596138934233855,0.9641646127386219,+,0.252,0.090743633,67.8,1,-0.025,0.683
PCLO,6.5683e-13,piccolo presynaptic cytomatrix protein,--,--++,NA,0.8782929295732946,0.12599747180994747,-,0.252,0.06406793,67.8,1,-0.025,0.683
BEND4,1.2982e-7,BEN domain containing 4,-+,----,NA,0.6101059501831289,0.12621952648384863,-,0.252,0.04380202,67.9,1,-0.025,0.683
FAM120A,3.6663e-8,family with sequence similarity 120A,--,---+,+-,0.6635893710156056,0.12867622235569104,-,0.257,0.080966386,69.2,1,-0.025,0.683
OR12D3,1.202e-9,olfactory receptor family 12 subfamily D member 3,-+,NA,Filtered_Out,0.12921023072006715,0.8707897692799329,+,0.258,0.2584204614401343,69.5,1,-0.025,0.683
FH,1.4717e-6,fumarate hydratase,++,++++,-+,0.131599165428809,0.8751485343526378,+,0.263,0.08509982,70.8,1,-0.025,0.683
HIST1H2AL,3.4904e-11,NA,++,NA,NA,0.13425253966300696,0.865747460336993,+,0.269,0.2685050793260139,72.2,1,-0.025,0.683
RBFOX1,6.0939e-17,RNA binding fox-1 homolog 1,++,--++,+-,0.13562420570060818,0.4298787706429974,+,0.271,0.04557397,73,1,-0.025,0.683
RFWD2,7.0007e-9,NA,NA,NA,NA,0.13881454668739396,0.9597805132390322,+,0.278,0.259254213,74.7,1,-0.025,0.683
ZSCAN9,8.2837e-13,zinc finger and SCAN domain containing 9,-+,++++,Filtered_Out,0.1394000642996962,0.9612251050166689,+,0.279,0.20438227,75,1,-0.025,0.683
MAP9,7.1456e-7,microtubule associated protein 9,++,+---,-+,0.5371819338218626,0.1428274359639692,-,0.286,0.010768352,76.8,1,-0.025,0.683
ZCCHC7,4.1883e-12,zinc finger CCHC-type containing 7,+-,--++,++,0.14429130619930655,0.9263146034748545,+,0.289,0.138466948,77.6,1,-0.025,0.683
ZKSCAN4,7.5101e-14,zinc finger with KRAB and SCAN domains 4,--,++-+,++,0.14713590462179035,0.6092241562625347,+,0.294,0.054440379,79.2,1,-0.025,0.683
EP300,2.3037e-7,E1A binding protein p300,--,--+-,-+,0.6704193383106197,0.15009831983658628,-,0.3,0.09219387,80.8,1,-0.025,0.683
MEF2C,1.5763e-12,myocyte enhancer factor 2C,++,+-++,+-,0.15039305848459356,0.7846220600779454,+,0.301,0.082265069,80.9,1,-0.025,0.683
CRB1,2.4995e-7,crumbs cell polarity complex component 1,+-,++--,++,0.15100429637915605,0.6853700351309534,+,0.302,0.14114897,81.2,1,-0.025,0.683
CABP1,1.014e-8,calcium binding protein 1,++,+-++,+-,0.15263574161811277,0.9311922631789766,+,0.305,0.031571787,82.1,1,-0.025,0.683
PAX6,1.6677e-9,paired box 6,++,-+--,--,0.6448931781815613,0.15599968143315998,-,0.312,0.052480524,83.9,1,-0.025,0.683
HSPE1-MOB4,2.2874e-7,HSPE1-MOB4 readthrough,++,NA,NA,0.15857725913752505,0.8414227408624749,+,0.317,0.3171545182750501,85.3,1,-0.025,0.683
EPHB2,1.0438e-6,EPH receptor B2,-+,---+,+-,0.9214517804931402,0.16232680623419365,-,0.325,0.039052528,87.3,1,-0.025,0.683
GRIK5,2.0552e-7,glutamate ionotropic receptor kainate type subunit 5,++,--++,++,0.16765603247377175,0.5772866472724847,+,0.335,0.076827027,90.2,1,-0.025,0.683
EYS,1.3196e-6,eyes shut homolog,+-,--++,NA,0.17121084959087032,0.2803557321330658,+,0.342,0.063425252,92.1,1,-0.025,0.683
ZNF197,2.2773e-10,zinc finger protein 197,--,-+--,Filtered_Out,0.8490220890909022,0.17197568709049843,-,0.344,0.18087823,92.5,1,-0.025,0.683
TENM2,2.767e-14,teneurin transmembrane protein 2,+-,--++,+-,0.9272216568569837,0.17349235913902683,-,0.347,0.102256648,93.3,1,-0.025,0.683
MARCH10,2.7587e-7,NA,+-,-++-,NA,0.3781786887001894,0.17746828231907857,-,0.355,0.017448756,95.5,1,-0.025,0.683
BTN3A2,3.9579e-13,butyrophilin subfamily 3 member A2,+-,-+--,--,0.9479468858559362,0.1810642872875215,-,0.362,0.20871422,97.4,1,-0.025,0.683
SORBS3,4.4593e-8,sorbin and SH3 domain containing 3,+-,--++,+-,0.18150528225491747,0.5159932591590579,+,0.363,0.018096816,97.6,1,-0.025,0.683
PCDHA4,3.5744e-7,protocadherin alpha 4,+-,++--,NA,0.1826620566640953,0.667995484298393,+,0.365,0.013924381,98.3,1,-0.025,0.683
ZSCAN31,1.8159e-10,zinc finger and SCAN domain containing 31,--,+--+,++,0.18347203774054538,0.4914983541697829,+,0.367,0.077669288,98.7,1,-0.025,0.683
ZNF660,2.4714e-10,zinc finger protein 660,+-,----,Filtered_Out,0.9105457095616549,0.1838094853554392,-,0.368,0.15839999,98.9,1,-0.025,0.683
METTL9,1.7424e-10,methyltransferase like 9,++,++-+,--,0.1849250096850474,0.7983407461351795,+,0.37,0.058011389,99.5,1,-0.025,0.683
MARK3,2.6768e-7,microtubule affinity regulating kinase 3,++,-+--,++,0.382736236291938,0.18775258579244866,-,0.376,0.034033973,101,1,-0.025,0.683
ABT1,1.1641e-7,activator of basal transcription 1,++,++++,++,0.18830464262009228,0.9814486946000635,+,0.377,0.185794692,101,1,-0.025,0.683
MICB,2.6156e-7,MHC class I polypeptide-related sequence B,--,+-+-,Filtered_Out,0.18841176436853507,0.9036931045680516,+,0.377,0.082106921,101,1,-0.025,0.683
TMEM258,5.5471e-7,transmembrane protein 258,--,++++,-+,0.1896296898994003,0.39747964585758344,+,0.379,0.116142603,102,1,-0.025,0.683
TOPAZ1,3.5999e-7,testis and ovary specific PAZ domain containing 1,-+,++--,NA,0.19152689960763902,0.8632435684426085,+,0.383,0.101384327,103,1,-0.025,0.683
TCF4,4.5521e-16,transcription factor 4,+-,+--+,++,0.19225568675849702,0.3233313229800081,+,0.385,0.039427715,103,1,-0.025,0.683
ZHX3,2.344e-7,zinc fingers and homeoboxes 3,++,----,-+,0.8520028755737332,0.19405136153641236,-,0.388,0.11256056,104,1,-0.025,0.683
PQLC2L,7.0543e-9,NA,++,-+--,Filtered_Out,0.6262916958928192,0.19780320129823079,-,0.396,0.108975993,106,1,-0.025,0.683
TRAF3,3.1737e-7,TNF receptor associated factor 3,++,--++,+-,0.7334803494471169,0.2024287277998875,-,0.405,0.070537547,109,1,-0.025,0.683
GINM1,2.537e-6,glycoprotein integral membrane 1,--,++--,++,0.3301966729018122,0.20621577130374422,-,0.412,0.050885112,111,1,-0.025,0.683
LTBP3,8.1362e-7,latent transforming growth factor beta binding protein 3,--,--+-,+-,0.4926204463311705,0.2119351120165538,-,0.424,0.027174725,114,1,-0.025,0.683
CACNA1E,2.8558e-11,calcium voltage-gated channel subunit alpha1 E,--,----,+-,0.9348937062370619,0.21278845085744358,-,0.426,0.166588483,114,1,-0.025,0.683
ASTN2,2.1867e-11,astrotactin 2,+-,-+-+,-+,0.6558105041041662,0.21668697507067275,-,0.433,0.021753736,117,1,-0.025,0.683
MYBPC3,1.3929e-6,myosin binding protein C3,-+,NA,++,0.2171235588144761,0.8786582354536292,+,0.434,0.247887828,117,1,-0.025,0.683
OTX2,8.9134e-7,orthodenticle homeobox 2,--,Missing_P_Values,Filtered_Out,0.7774519832458548,0.2225480167541451,-,0.445,0.4450960335082902,120,1,-0.025,0.683
TAOK3,1.4896e-8,TAO kinase 3,--,--+-,-+,0.9544760877846655,0.2279171001054835,-,0.456,0.242065464,123,1,-0.025,0.683
CDH22,1.8821e-7,cadherin 22,++,--++,+-,0.23009905877772935,0.275660931009704,+,0.46,0.012128409,124,1,-0.025,0.683
DCDC1,7.4612e-9,doublecortin domain containing 1,+-,++--,Filtered_Out,0.2334174713122205,0.7121690987719725,+,0.467,0.026863188,126,1,-0.025,0.683
DCDC5,2.4868e-9,NA,NA,NA,NA,0.2334174713122205,0.7121690987719725,+,0.467,0.026863188,126,1,-0.025,0.683
B3GALTL,5.6953e-12,NA,NA,NA,NA,0.23524235198168075,0.7640592316817523,+,0.47,0.225683521,127,1,-0.025,0.683
SHISA9,8.9846e-17,shisa family member 9,++,---+,NA,0.756014353817275,0.23579893718583342,-,0.472,0.083300143,127,1,-0.025,0.683
LRFN5,2.0372e-12,leucine rich repeat and fibronectin type III domain containing 5,++,----,++,0.23678518006709043,0.5674980118219933,+,0.474,0.101891042,127,1,-0.025,0.683
HIST1H2BO,9.6505e-8,NA,--,NA,Filtered_Out,0.7621150511666922,0.2378849488333078,-,0.476,0.4757698976666156,128,1,-0.025,0.683
SLC17A3,1.6689e-7,solute carrier family 17 member 3,--,NA,Filtered_Out,0.759473791351245,0.240526208648755,-,0.481,0.48105241729751,129,1,-0.025,0.683
SORCS3,2.2733e-19,sortilin related VPS10 domain containing receptor 3,-+,-+--,+-,0.637073346325646,0.2418844331776238,-,0.484,0.060374167,130,1,-0.025,0.683
PCDHA1,5.4415e-8,protocadherin alpha 1,+-,----,NA,0.9057671714599269,0.24668082956432727,-,0.493,0.09718751,133,1,-0.025,0.683
CTNNA3,1.6889e-10,catenin alpha 3,--,++--,Filtered_Out,0.4537034954410044,0.24786690031274955,-,0.496,0.064947203,133,1,-0.025,0.683
FADS1,1.2518e-7,fatty acid desaturase 1,+-,++--,-+,0.5009386913845439,0.25104399923352566,-,0.502,0.08903169,135,1,-0.025,0.683
HIST1H4L,6.1718e-11,NA,-+,NA,Filtered_Out,0.2511237809368194,0.7488762190631806,+,0.502,0.5022475618736388,135,1,-0.025,0.683
AP3B1,3.1457e-7,adaptor related protein complex 3 subunit beta 1,--,++--,--,0.7749980874996661,0.2536458126794016,-,0.507,0.17873515,136,1,-0.025,0.683
