gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
YLPM1,3.52e-10,YLP motif containing 1,+-,--+-,NA,0.8859147079892773,0.01396119643046812,-,0.0279,0.001039362,7.51,1,-0.00553,0.928
VRK2,9.9697e-9,VRK serine/threonine kinase 2,--,++--,-+,0.6939024593346346,0.014859255261630575,-,0.0297,0.026045818596663467,7.99,1,-0.00553,0.928
PAX6,1.6677e-9,paired box 6,++,+---,--,0.8870086647618554,0.01521611613145322,-,0.0304,0.002175936,8.19,1,-0.00553,0.928
C11orf31,5.1084e-7,NA,NA,NA,NA,0.8602291464288229,0.01578266499095689,-,0.0316,0.023441292,8.49,1,-0.00553,0.928
CDH9,9.6964e-7,cadherin 9,++,+-++,++,0.01582753569270817,0.998254688827528,+,0.0317,0.028128689,8.52,1,-0.00553,0.928
VPS41,1.9375e-6,VPS41 subunit of HOPS complex,++,++--,++,0.01627260696925452,0.8454136334134635,+,0.0325,0.009832116,8.75,1,-0.00553,0.928
BAZ2B,1.3215e-7,bromodomain adjacent to zinc finger domain 2B,--,+-+-,--,0.9561422941831311,0.017135574034713264,-,0.0343,0.013601592,9.22,1,-0.00553,0.928
TOP1,1.6562e-6,DNA topoisomerase I,--,--+-,--,0.9000804449793387,0.017239743774109632,-,0.0345,0.047453352,9.27,1,-0.00553,0.928
HSPA1A,8.134e-8,heat shock protein family A (Hsp70) member 1A,--,----,-+,0.9912755739100874,0.022093503235902024,-,0.0442,0.052021844,11.9,1,-0.00553,0.928
MED19,1.7536e-7,mediator complex subunit 19,--,++++,+-,0.022845833617123175,0.6289780684562761,+,0.0457,0.010293157,12.3,1,-0.00553,0.928
ASCC3,8.9097e-8,activating signal cointegrator 1 complex subunit 3,++,++--,++,0.02368482784025908,0.9915300464511482,+,0.0474,0.032353184,12.7,1,-0.00553,0.928
RTN1,1.7109e-8,reticulon 1,++,++-+,++,0.026301315578421445,0.9974846509389987,+,0.0526,0.063983887,14.2,1,-0.00553,0.928
PTPRS,2.2969e-6,protein tyrosine phosphatase receptor type S,+-,--++,--,0.9852968325748949,0.02659699600587026,-,0.0532,0.066284551,14.3,1,-0.00553,0.928
AREL1,3.0386e-8,apoptosis resistant E3 ubiquitin protein ligase 1,++,----,+-,0.8911748508199798,0.026598600346591242,-,0.0532,0.072541244,14.3,1,-0.00553,0.928
PQLC2L,7.0543e-9,NA,+-,----,Filtered_Out,0.851403758803066,0.027671049981217187,-,0.0553,0.016788057,14.9,1,-0.00553,0.928
CHD6,1.3778e-10,chromodomain helicase DNA binding protein 6,++,++++,+-,0.028550850442732718,0.8844437496246028,+,0.0571,0.01774485,15.4,1,-0.00553,0.928
HIST1H1B,9.9717e-14,NA,+-,NA,Filtered_Out,0.9692760398083585,0.030723960191641534,-,0.0614,0.06144792038328307,16.5,1,-0.00553,0.928
MANEA,1.8836e-6,mannosidase endo-alpha,++,++--,--,0.10802695536278925,0.03144502111069429,-,0.0629,0.001451269,16.9,1,-0.00553,0.928
ZDHHC5,3.4657e-8,zinc finger DHHC-type palmitoyltransferase 5,+-,----,+-,0.9848611053469312,0.031755039169032266,-,0.0635,0.141815918,17.1,1,-0.00553,0.928
SOX5,3.7918e-9,SRY-box transcription factor 5,++,----,Filtered_Out,0.8691669568683889,0.03241032942763394,-,0.0648,0.077126588,17.4,1,-0.00553,0.928
LTBP3,8.1362e-7,latent transforming growth factor beta binding protein 3,--,--++,--,0.8505292375115436,0.03293478571345259,-,0.0659,0.027174725,17.7,1,-0.00553,0.928
PCNP,2.3346e-7,PEST proteolytic signal containing nuclear protein,++,++-+,--,0.03439882286194025,0.3041626999921553,+,0.0688,0.023876479,18.5,1,-0.00553,0.928
LST1,5.4242e-9,leukocyte specific transcript 1,--,+-++,-+,0.14883821009940632,0.03494063423744331,-,0.0699,0.003058614,18.8,1,-0.00553,0.928
PCDH9,3.5314e-10,protocadherin 9,++,-+--,++,0.03635341283445031,0.25145807789326735,+,0.0727,0.03246236,19.6,1,-0.00553,0.928
RBMS3,7.3116e-7,RNA binding motif single stranded interacting protein 3,++,++++,Filtered_Out,0.037470979381993313,0.990599658502903,+,0.0749,0.184531274,20.2,1,-0.00553,0.928
ZHX3,2.344e-7,zinc fingers and homeoboxes 3,++,----,--,0.9597088560615813,0.03802136626595754,-,0.076,0.11068477,20.5,1,-0.00553,0.928
ZKSCAN4,7.5101e-14,zinc finger with KRAB and SCAN domains 4,++,+++-,-+,0.03837299782947381,0.8250646226029039,+,0.0767,0.019839794,20.6,1,-0.00553,0.928
CRB1,2.4995e-7,crumbs cell polarity complex component 1,++,++--,+-,0.4395663581609788,0.03895065600075236,-,0.0779,9.89607e-4,21,1,-0.00553,0.928
PPP6C,1.0969e-6,protein phosphatase 6 catalytic subunit,++,++--,--,0.62048099841000115,0.040118008591722654,-,0.0802,0.005052903,21.6,1,-0.00553,0.928
BTN1A1,7.3965e-9,butyrophilin subfamily 1 member A1,++,NA,Filtered_Out,0.04151480470214189,0.9584851952978581,+,0.083,0.08302960940428378,22.3,1,-0.00553,0.928
FADS1,1.2518e-7,fatty acid desaturase 1,+-,++--,--,0.9643120878882787,0.0420437477820383,-,0.0841,0.071401741,22.6,1,-0.00553,0.928
FAM172A,7.7452e-10,family with sequence similarity 172 member A,++,+++-,NA,0.04206637610611561,0.9877180161550877,+,0.0841,0.094309045,22.6,1,-0.00553,0.928
BEND4,1.2982e-7,BEN domain containing 4,++,----,NA,0.7610200934988389,0.04226815778879848,-,0.0845,0.04380202,22.7,1,-0.00553,0.928
EXT1,1.2011e-6,exostosin glycosyltransferase 1,++,--++,+-,0.49670456050616413,0.043689373715139514,-,0.0874,0.010276231,23.5,1,-0.00553,0.928
ZFHX4,5.2705e-9,zinc finger homeobox 4,--,----,-+,0.62869883976795,0.04378698827216109,-,0.0876,0.025295412,23.6,1,-0.00553,0.928
CKB,1.7557e-8,creatine kinase B,--,++++,++,0.045314167192093656,0.8537410890686978,+,0.0906,0.004117161,24.4,1,-0.00553,0.928
CTNNA3,1.6889e-10,catenin alpha 3,--,-+--,Filtered_Out,0.9603956248054109,0.04605227944685541,-,0.0921,0.086233022,24.8,1,-0.00553,0.928
HIST1H3I,6.378e-10,NA,++,NA,Filtered_Out,0.04609924190470913,0.9539007580952908,+,0.0922,0.09219848380941827,24.8,1,-0.00553,0.928
TCAIM,1.3974e-7,"T cell activation inhibitor, mitochondrial",++,-+++,++,0.05114859289930121,0.993099823365241,+,0.102,0.081741808,27.5,1,-0.00553,0.928
RHOBTB1,1.5668e-6,Rho related BTB domain containing 1,-+,++--,--,0.721772912755624,0.051683781359964605,-,0.103,0.003864981,27.8,1,-0.00553,0.928
C7orf72,8.2601e-7,NA,NA,NA,NA,0.9481396549203759,0.051860345079624115,-,0.104,0.10372069015924823,27.9,1,-0.00553,0.928
C1QTNF7,2.6076e-6,C1q and TNF related 7,--,--++,Filtered_Out,0.8178084756339066,0.054268243607376386,-,0.109,0.049122759809276224,29.2,1,-0.00553,0.928
POGZ,3.1579e-7,pogo transposable element derived with ZNF domain,++,--+-,-+,0.8217883797816696,0.05515963420593449,-,0.11,0.023772846,29.7,1,-0.00553,0.928
PCDHA4,3.5744e-7,protocadherin alpha 4,++,+++-,NA,0.061816191413861875,0.8966549437784526,+,0.124,0.013924381,33.3,1,-0.00553,0.928
MR1,6.2536e-8,"major histocompatibility complex, class I-related",++,++--,-+,0.06301892539112047,0.6767733455467331,+,0.126,0.074107196,33.9,1,-0.00553,0.928
TRAF3,3.1737e-7,TNF receptor associated factor 3,-+,---+,--,0.9952133595751549,0.06383473068714922,-,0.128,0.121115219,34.3,1,-0.00553,0.928
TMEM42,4.8697e-7,transmembrane protein 42,--,++-+,NA,0.06501689409703801,0.818348900587735,+,0.13,0.024523215,35,1,-0.00553,0.928
NEGR1,3.5506e-15,neuronal growth regulator 1,++,-+--,++,0.065067605213134,0.7104525104236786,+,0.13,0.101887054,35,1,-0.00553,0.928
SLC30A9,2.6189e-7,solute carrier family 30 member 9,++,++--,+-,0.06638214019048581,0.9769598569446263,+,0.133,0.02130154,35.7,1,-0.00553,0.928
ACTL8,6.0564e-7,actin like 8,--,NA,Filtered_Out,0.9334720453419412,0.06652795465805884,-,0.133,0.1330559093161177,35.8,1,-0.00553,0.928
ETFDH,1.4397e-6,electron transfer flavoprotein dehydrogenase,++,+++-,-+,0.06804593385977611,0.9795561634597887,+,0.136,0.043701404,36.6,1,-0.00553,0.928
ASXL3,2.0589e-6,ASXL transcriptional regulator 3,++,--++,+-,0.06919337669107137,0.3046155256423033,+,0.138,0.008215908,37.2,1,-0.00553,0.928
CNTNAP5,3.889e-9,contactin associated protein family member 5,++,-+++,Filtered_Out,0.06927438126763327,0.9418732188259208,+,0.139,0.046032215,37.3,1,-0.00553,0.928
MARCH10,2.7587e-7,NA,+-,+-++,NA,0.18368193534838187,0.07105804223125521,-,0.142,0.017448756,38.2,1,-0.00553,0.928
HLA-B,4.3342e-11,"major histocompatibility complex, class I, B",--,++++,--,0.22465301977033705,0.07107873903367351,-,0.142,0.005617603,38.2,1,-0.00553,0.928
SGCZ,9.7578e-10,sarcoglycan zeta,++,--++,Filtered_Out,0.07406017790673278,0.5663245434788002,+,0.148,0.003670155,39.8,1,-0.00553,0.928
FAM120A,3.6663e-8,family with sequence similarity 120A,-+,--+-,++,0.07629203312077318,0.47362454981293733,+,0.153,0.049594007,41,1,-0.00553,0.928
PCDHA1,5.4415e-8,protocadherin alpha 1,--,----,NA,0.9720028384432496,0.07893437702466738,-,0.158,0.09718751,42.5,1,-0.00553,0.928
ZSCAN12,8.579e-11,zinc finger and SCAN domain containing 12,+-,-+++,Filtered_Out,0.0798958162544957,0.922471795770575,+,0.16,0.01969796,43,1,-0.00553,0.928
NICN1,5.9884e-7,nicolin 1,--,+-++,+-,0.8289525296838128,0.08427290387696314,-,0.169,0.06256078913085429,45.3,1,-0.00553,0.928
ERBB4,1.2937e-13,erb-b2 receptor tyrosine kinase 4,++,++++,-+,0.08444179196480486,0.7263414517402794,+,0.169,0.119499251,45.4,1,-0.00553,0.928
FADS2,1.9429e-8,fatty acid desaturase 2,+-,+---,--,0.9801375366743931,0.08538450969845211,-,0.171,0.098074813,45.9,1,-0.00553,0.928
RAB27B,1.3862e-9,"RAB27B, member RAS oncogene family",++,++++,Filtered_Out,0.08557656294634959,0.9850631732259949,+,0.171,0.194865137,46,1,-0.00553,0.928
PRR34,5.588e-8,PRR34 long non-coding RNA,--,+-+-,Filtered_Out,0.8898189987276995,0.08965715553230061,-,0.179,0.0553089745945413,48.2,1,-0.00553,0.928
DRD2,5.3507e-14,dopamine receptor D2,-+,--+-,NA,0.8850045708623404,0.09022071466288961,-,0.18,0.01596144,48.5,1,-0.00553,0.928
RABEPK,1.5581e-6,Rab9 effector protein with kelch motifs,--,-+++,--,0.8358461037650281,0.09068993046675478,-,0.181,0.08885515,48.8,1,-0.00553,0.928
OLFM4,1.6990999999999999e-12,olfactomedin 4,++,++++,Filtered_Out,0.09140338843147565,0.9591427596751452,+,0.183,0.068422169,49.2,1,-0.00553,0.928
ANKS1B,1.5029e-6,ankyrin repeat and sterile alpha motif domain containing 1B,++,--++,-+,0.09255962883837071,0.4433516745477732,+,0.185,0.03551685141941831,49.8,1,-0.00553,0.928
TYR,6.9688e-9,tyrosinase,-+,NA,Filtered_Out,0.09311391517678157,0.9068860848232184,+,0.186,0.18622783035356313,50.1,1,-0.00553,0.928
EYS,1.3196e-6,eyes shut homolog,++,+-++,NA,0.09410102145315337,0.7417082065282097,+,0.188,0.063425252,50.6,1,-0.00553,0.928
MICB,2.6156e-7,MHC class I polypeptide-related sequence B,--,++++,Filtered_Out,0.09555048031378603,0.9058255263882724,+,0.191,0.082106921,51.4,1,-0.00553,0.928
CHMP3,4.004e-7,charged multivesicular body protein 3,++,++++,++,0.09635287923200807,0.9832504455179429,+,0.193,0.077941758,51.8,1,-0.00553,0.928
CTTNBP2,1.261e-7,cortactin binding protein 2,++,+---,-+,0.62745318736802,0.09659839455084965,-,0.193,0.040096248,52,1,-0.00553,0.928
MEGF11,1.7823e-10,multiple EGF like domains 11,++,++++,Filtered_Out,0.09769911541479936,0.9805270926240257,+,0.195,0.281680907,52.6,1,-0.00553,0.928
RPS6KL1,1.0121e-7,ribosomal protein S6 kinase like 1,--,--++,--,0.7490411002963517,0.10216544537711124,-,0.204,0.035472472,55,1,-0.00553,0.928
PCDHA7,2.2519e-6,protocadherin alpha 7,++,-+--,NA,0.10313091463873626,0.4173007531307688,+,0.206,0.045500336,55.5,1,-0.00553,0.928
KIAA1143,4.9967e-7,KIAA1143,+-,++-+,-+,0.10482954005302206,0.5142018213464677,+,0.21,0.007041498,56.4,1,-0.00553,0.928
HIST1H2BN,6.9e-17,NA,--,--++,Filtered_Out,0.48253366131582354,0.10790019089673822,-,0.216,0.006573579,58.1,1,-0.00553,0.928
OR12D3,1.202e-9,olfactory receptor family 12 subfamily D member 3,++,NA,Filtered_Out,0.10924114091868715,0.8907588590813129,+,0.218,0.2184822818373743,58.8,1,-0.00553,0.928
RFTN2,5.4058e-7,raftlin family member 2,--,++--,-+,0.5096143034798539,0.11238817345516346,-,0.225,0.074074625,60.5,1,-0.00553,0.928
PCDHA3,1.056e-7,protocadherin alpha 3,++,+++-,Filtered_Out,0.11618923990335972,0.7016402686693222,+,0.232,0.067578583,62.5,1,-0.00553,0.928
KDM3A,1.7641e-9,lysine demethylase 3A,+-,++--,NA,0.7357102324487457,0.11667920235839659,-,0.233,0.040987472,62.8,1,-0.00553,0.928
EPHB2,1.0438e-6,EPH receptor B2,--,----,+-,0.632199575065859,0.12156194566879419,-,0.243,0.064315918,65.4,1,-0.00553,0.928
BAG5,9.1836e-7,BAG cochaperone 5,+-,-+--,-+,0.9046175148733037,0.1220835613705486,-,0.244,0.041416122,65.7,1,-0.00553,0.928
B3GALTL,5.6953e-12,NA,NA,NA,NA,0.9426950018760105,0.12255474686188218,-,0.245,0.229519101,65.9,1,-0.00553,0.928
AP3B1,3.1457e-7,adaptor related protein complex 3 subunit beta 1,+-,++--,-+,0.3418354609290628,0.1241909910093277,-,0.248,0.028254588,66.8,1,-0.00553,0.928
MAP9,7.1456e-7,microtubule associated protein 9,++,++--,++,0.1251014182540123,0.9351823525060556,+,0.25,0.138382138,67.3,1,-0.00553,0.928
CDH22,1.8821e-7,cadherin 22,--,+-++,+-,0.33798890785537605,0.1278652947172494,-,0.256,0.046733801,68.8,1,-0.00553,0.928
RBFOX1,6.0939e-17,RNA binding fox-1 homolog 1,++,--++,+-,0.13199411301311958,0.7155894236337423,+,0.264,0.039337266,71,1,-0.00553,0.928
PGBD1,5.9534e-14,piggyBac transposable element derived 1,+-,+++-,-+,0.13281111264553574,0.8159558296310492,+,0.266,0.026048315,71.5,1,-0.00553,0.928
ZNF638,1.8282e-7,zinc finger protein 638,+-,+++-,NA,0.6967963361957873,0.13387350277417026,-,0.268,0.011210283,72,1,-0.00553,0.928
USP3,2.4852e-6,ubiquitin specific peptidase 3,+-,++--,--,0.7191895214216689,0.13517996190474393,-,0.27,0.020889981,72.7,1,-0.00553,0.928
SF3B1,1.7831e-8,splicing factor 3b subunit 1,++,+++-,-+,0.13639446348118783,0.6857250536371036,+,0.273,0.093465901,73.4,1,-0.00553,0.928
SORBS3,4.4593e-8,sorbin and SH3 domain containing 3,--,--++,-+,0.6339781105729998,0.13799139633343907,-,0.276,0.043405061,74.2,1,-0.00553,0.928
ARHGEF25,1.902e-6,Rho guanine nucleotide exchange factor 25,-+,+-++,NA,0.14069703813700393,0.7558620570328681,+,0.281,0.07013719,75.7,1,-0.00553,0.928
MEF2C,1.5763e-12,myocyte enhancer factor 2C,++,++++,+-,0.1441829174040195,0.9494776936454328,+,0.288,0.202914777,77.6,1,-0.00553,0.928
ASTN2,2.1867e-11,astrotactin 2,+-,----,++,0.39430816253330236,0.1515736328566743,-,0.303,0.021753736,81.5,1,-0.00553,0.928
TMEM67,3.3829e-7,transmembrane protein 67,-+,++++,Filtered_Out,0.15546433742259658,0.9600431983625496,+,0.311,0.273909536,83.6,1,-0.00553,0.928
C16orf45,1.8617e-9,NA,--,--++,--,0.4315717060739069,0.15905274859768262,-,0.318,0.010961861,85.6,1,-0.00553,0.928
MARK3,2.6768e-7,microtubule affinity regulating kinase 3,+-,+-+-,--,0.956601305068874,0.15962092599087557,-,0.319,0.034033973,85.9,1,-0.00553,0.928
TMEM106B,1.2176e-12,transmembrane protein 106B,++,++--,--,0.1611424193896762,0.21471666149415608,+,0.322,0.004060218,86.7,1,-0.00553,0.928
RANGAP1,3.067e-8,Ran GTPase activating protein 1,--,+-+-,+-,0.8542977227633535,0.16149348579208017,-,0.323,0.062899345,86.9,1,-0.00553,0.928
GINM1,2.537e-6,glycoprotein integral membrane 1,+-,+++-,-+,0.1629654094018167,0.8972090547071216,+,0.326,0.048364513,87.7,1,-0.00553,0.928
MGAT4C,1.2237e-6,MGAT4 family member C,++,++--,--,0.5152932485764803,0.16350152613304272,-,0.327,0.041317322,88,1,-0.00553,0.928
FNIP2,7.2185e-7,folliculin interacting protein 2,++,-+--,NA,0.16440589921634052,0.8045503552611712,+,0.329,0.14901850256176566,88.5,1,-0.00553,0.928
SEMA6D,4.0971e-9,semaphorin 6D,+-,-+--,-+,0.16775624089125324,0.1646033044653464,-,0.329,0.006282678,88.6,1,-0.00553,0.928
SCYL1,6.1112e-8,SCY1 like pseudokinase 1,+-,++++,+-,0.16536166075738556,0.7696365526260291,+,0.331,0.025889139,89,1,-0.00553,0.928
SGIP1,1.6751e-9,SH3GL interacting endocytic adaptor 1,++,----,+-,0.7519321963434715,0.16560641125116826,-,0.331,0.113537608,89.1,1,-0.00553,0.928
ZSCAN9,8.2837e-13,zinc finger and SCAN domain containing 9,++,-+++,Filtered_Out,0.16573252896485666,0.9599458098665806,+,0.331,0.16857646,89.2,1,-0.00553,0.928
ZDHHC21,7.4997e-9,zinc finger DHHC-type palmitoyltransferase 21,++,-+--,-+,0.16733048687349922,0.3140716231356141,+,0.335,0.039439474,90,1,-0.00553,0.928
TOPAZ1,3.5999e-7,testis and ovary specific PAZ domain containing 1,++,++--,NA,0.16739135845012887,0.9264058202734308,+,0.335,0.172927235,90.1,1,-0.00553,0.928
BAD,1.3523e-6,BCL2 associated agonist of cell death,--,++-+,--,0.227776568928737,0.17187823966621532,-,0.344,0.007651586,92.5,1,-0.00553,0.928
ESR2,2.6731e-9,estrogen receptor 2,++,+-+-,Filtered_Out,0.17231688097129408,0.8554829637714366,+,0.345,0.058910126,92.7,1,-0.00553,0.928
BTN2A1,6.6923e-12,butyrophilin subfamily 2 member A1,--,----,+-,0.9780153164780447,0.17236175238692672,-,0.345,0.247218165,92.7,1,-0.00553,0.928
TRMT61A,3.682e-9,tRNA methyltransferase 61A,--,++-+,NA,0.1749480125518666,0.2699325445837723,+,0.35,0.022484129,94.1,1,-0.00553,0.928
HARS,2.1021e-7,NA,--,+-++,++,0.17989668882512488,0.7836781664208937,+,0.36,0.076324813,96.8,1,-0.00553,0.928
ZNF536,1.6243e-6,zinc finger protein 536,--,-+--,-+,0.5716266393917949,0.18069687924557284,-,0.361,0.103984997,97.2,1,-0.00553,0.928
FH,1.4717e-6,fumarate hydratase,+-,++++,+-,0.18293251624172885,0.863768926019743,+,0.366,0.08509982,98.4,1,-0.00553,0.928
STK19,7.0576e-7,serine/threonine kinase 19,--,---+,--,0.9481236616391913,0.1874552944216733,-,0.375,0.128438457,101,1,-0.00553,0.928
CACNA1E,2.8558e-11,calcium voltage-gated channel subunit alpha1 E,++,----,-+,0.18823194228233392,0.6853128302651412,+,0.376,0.022634176,101,1,-0.00553,0.928
ZKSCAN8,2.0086e-13,zinc finger with KRAB and SCAN domains 8,++,++--,Filtered_Out,0.7672935270640475,0.19077009929926708,-,0.382,0.054975062,103,1,-0.00553,0.928
FAM120AOS,2.4238e-6,family with sequence similarity 120A opposite strand,+-,++-+,NA,0.19386786986662397,0.6190294052728528,+,0.388,0.036167336,104,1,-0.00553,0.928
RERE,1.4299e-11,arginine-glutamic acid dipeptide repeats,++,--++,++,0.31450457396473097,0.195557255374957,-,0.391,0.018068631,105,1,-0.00553,0.928
SERPING1,2.4511e-6,serpin family G member 1,++,--++,++,0.19715673724325952,0.8510508392251244,+,0.394,0.135544999,106,1,-0.00553,0.928
PHF2,2.3153e-6,PHD finger protein 2,+-,--++,+-,0.1992218231099995,0.3629344303627173,+,0.398,0.014930993,107,1,-0.00553,0.928
HARS2,1.3511e-6,"histidyl-tRNA synthetase 2, mitochondrial",++,++-+,+-,0.19977344355607693,0.922636540631143,+,0.4,0.088221866,107,1,-0.00553,0.928
PROX2,7.5512e-10,prospero homeobox 2,-+,Missing_P_Values,NA,0.2000483808313276,0.7999516191686724,+,0.4,0.4000967616626552,108,1,-0.00553,0.928
HIST1H4L,6.1718e-11,NA,--,NA,Filtered_Out,0.7998988883354186,0.2001011116645814,-,0.4,0.4002022233291628,108,1,-0.00553,0.928
TMEM161B,4.7697e-14,transmembrane protein 161B,++,++--,-+,0.20143428190345908,0.3792544961704077,+,0.403,0.032318539,108,1,-0.00553,0.928
MIER1,2.6167e-6,MIER1 transcriptional regulator,+-,++--,Filtered_Out,0.2049367022269414,0.537810428083863,+,0.41,0.066664797,110,1,-0.00553,0.928
BSN,1.6089e-6,bassoon presynaptic cytomatrix protein,++,--++,+-,0.730545875931738,0.2051530283980526,-,0.41,0.083761104,110,1,-0.00553,0.928
PPID,2.4066e-6,peptidylprolyl isomerase D,+-,+++-,--,0.5150791307124362,0.20797508797013853,-,0.416,0.022821348,112,1,-0.00553,0.928
TCTEX1D1,6.7014e-8,Tctex1 domain containing 1,++,--++,Filtered_Out,0.20948671734175245,0.9107025618836153,+,0.419,0.14825554132623822,113,1,-0.00553,0.928
STAU1,1.335e-6,staufen double-stranded RNA binding protein 1,+-,+-++,++,0.20967708004275798,0.9437209815722598,+,0.419,0.128548783,113,1,-0.00553,0.928
RHOA,7.1031e-7,ras homolog family member A,+-,-+++,-+,0.2105359207813714,0.8378008710597977,+,0.421,0.109186645,113,1,-0.00553,0.928
BTN3A3,6.5955e-8,butyrophilin subfamily 3 member A3,--,++++,-+,0.21134220832412684,0.6922692718504211,+,0.423,0.053471551,114,1,-0.00553,0.928
HIST1H2BF,3.5839e-8,NA,-+,++++,Filtered_Out,0.21202240428167193,0.9455117757029678,+,0.424,0.24831008,114,1,-0.00553,0.928
ANKK1,5.1735e-9,ankyrin repeat and kinase domain containing 1,--,Missing_P_Values,Filtered_Out,0.7830777252692818,0.21692227473071823,-,0.434,0.43384454946143647,117,1,-0.00553,0.928
PSORS1C2,2.9773e-7,psoriasis susceptibility 1 candidate 2,--,NA,Filtered_Out,0.7813511748735884,0.21864882512641154,-,0.437,0.4372976502528231,118,1,-0.00553,0.928
PLCL1,7.7924e-7,phospholipase C like 1 (inactive),+-,++--,--,0.7728866839314343,0.22351882544958737,-,0.447,0.095847013,120,1,-0.00553,0.928
GPC5,1.3483e-7,glypican 5,++,++--,+-,0.4694609255292262,0.22392478294921775,-,0.448,0.033897566,120,1,-0.00553,0.928
GTF2IRD1,2.1525e-8,GTF2I repeat domain containing 1,--,+-++,+-,0.3248233630630995,0.223979353162673,-,0.448,0.036537339,121,1,-0.00553,0.928
ZNF165,1.9547e-12,zinc finger protein 165,-+,--++,Filtered_Out,0.2298822311398498,0.6058392456069098,+,0.46,0.118807042,124,1,-0.00553,0.928
TCF4,4.5521e-16,transcription factor 4,++,-+--,--,0.6531067162989156,0.23109430391760108,-,0.462,0.10430227,124,1,-0.00553,0.928
KLC1,2.4595e-10,kinesin light chain 1,--,++--,-+,0.23147125780901434,0.7007609889504784,+,0.463,0.053982048,125,1,-0.00553,0.928
SDK1,9.1946e-9,sidekick cell adhesion molecule 1,++,--++,Filtered_Out,0.827848882430875,0.2327499427823476,-,0.465,0.086095119,125,1,-0.00553,0.928
ZNF660,2.4714e-10,zinc finger protein 660,++,----,Filtered_Out,0.6466123295905984,0.2412184554073785,-,0.482,0.15839999,130,1,-0.00553,0.928
EP300,2.3037e-7,E1A binding protein p300,++,--++,+-,0.840953033893215,0.24388957408023404,-,0.488,0.09219387,131,1,-0.00553,0.928
ZKSCAN3,1.1575e-8,zinc finger with KRAB and SCAN domains 3,++,+-+-,Filtered_Out,0.24392905171728188,0.8605881223493386,+,0.488,0.109693971,131,1,-0.00553,0.928
