gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
ZC3H7B,2.9108e-8,zinc finger CCCH-type containing 7B,++,--++,++,0.035200567351388504,0.8908363004216808,+,0.0704,0.002809492,18.9,1,-0.0548,0.37
BCHE,2.3883e-7,butyrylcholinesterase,--,++--,-+,0.5010222746697238,0.03900209893149466,-,0.078,0.02442773794076012,21,1,-0.0548,0.37
ADCK3,1.4274e-8,NA,NA,NA,NA,0.04030359311054761,0.9596964068894525,+,0.0806,0.08060718622109522,21.7,1,-0.0548,0.37
EXT1,1.2011e-6,exostosin glycosyltransferase 1,-+,--++,++,0.04139471135028218,0.20726169257868743,+,0.0828,0.015325053,22.3,1,-0.0548,0.37
MGAT4C,1.2237e-6,MGAT4 family member C,-+,+---,--,0.8929087971492511,0.04864958758401752,-,0.0973,0.002131326,26.2,1,-0.0548,0.37
RANGAP1,3.067e-8,Ran GTPase activating protein 1,++,++++,+-,0.049247870550567355,0.9779337298588511,+,0.0985,0.026652004,26.5,1,-0.0548,0.37
ZNF501,5.3546e-7,zinc finger protein 501,--,-++-,Filtered_Out,0.9504883509933508,0.05079455125301646,-,0.102,0.064347101,27.3,1,-0.0548,0.37
PCDH9,3.5314e-10,protocadherin 9,--,-+--,-+,0.6661698532528484,0.05170791176727448,-,0.103,0.05541714,27.8,1,-0.0548,0.37
RERE,1.4299e-11,arginine-glutamic acid dipeptide repeats,++,--++,+-,0.053376830789398304,0.35531252620230075,+,0.107,0.00745309,28.7,1,-0.0548,0.37
DLST,8.8708e-10,dihydrolipoamide S-succinyltransferase,++,-++-,NA,0.05400929500513864,0.980547089043873,+,0.108,0.07645849915039334,29.1,1,-0.0548,0.37
PLCL1,7.7924e-7,phospholipase C like 1 (inactive),--,++--,--,0.9056999078295651,0.05488443548599345,-,0.11,0.07212139775697905,29.5,1,-0.0548,0.37
ZKSCAN3,1.1575e-8,zinc finger with KRAB and SCAN domains 3,+-,++++,Filtered_Out,0.05641125370170562,0.8352849261992963,+,0.113,0.064166739,30.3,1,-0.0548,0.37
STAU1,1.335e-6,staufen double-stranded RNA binding protein 1,++,++++,+-,0.056508637371524256,0.7670218968675181,+,0.113,0.004673783,30.4,1,-0.0548,0.37
PCDHA2,4.5699e-8,protocadherin alpha 2,--,-+--,Filtered_Out,0.9036943910001384,0.058027480080647204,-,0.116,0.056372446,31.2,1,-0.0548,0.37
SF3B1,1.7831e-8,splicing factor 3b subunit 1,--,+++-,++,0.060270520629276216,0.824195572615567,+,0.121,0.034139419,32.4,1,-0.0548,0.37
SOX5,3.7918e-9,SRY-box transcription factor 5,+-,----,Filtered_Out,0.9819502755439666,0.061095870586286495,-,0.122,0.140263832,32.9,1,-0.0548,0.37
HIST1H2BF,3.5839e-8,NA,-+,++++,Filtered_Out,0.0613371949900422,0.6081498063424876,+,0.123,0.01036763,33,1,-0.0548,0.37
SGCZ,9.7578e-10,sarcoglycan zeta,-+,--++,Filtered_Out,0.06344518811334873,0.7836662521536772,+,0.127,0.003670155,34.1,1,-0.0548,0.37
RABEPK,1.5581e-6,Rab9 effector protein with kelch motifs,++,-+++,--,0.06730793138895043,0.38062739485559893,+,0.135,0.0728911488986559,36.2,1,-0.0548,0.37
TMEM42,4.8697e-7,transmembrane protein 42,++,++-+,NA,0.06792691464839076,0.7925066285318729,+,0.136,0.025265131,36.5,1,-0.0548,0.37
BAG5,9.1836e-7,BAG cochaperone 5,-+,-+--,--,0.9184588493699154,0.069502568291137,-,0.139,0.018796161,37.4,1,-0.0548,0.37
CDH22,1.8821e-7,cadherin 22,++,+-++,+-,0.0739391037970018,0.5129901954461827,+,0.148,0.012128409,39.8,1,-0.0548,0.37
HARS2,1.3511e-6,"histidyl-tRNA synthetase 2, mitochondrial",++,++-+,+-,0.07608608713256504,0.7452765608337646,+,0.152,0.052556152,40.9,1,-0.0548,0.37
ETFDH,1.4397e-6,electron transfer flavoprotein dehydrogenase,+-,+++-,+-,0.07628591677758477,0.38684575697997386,+,0.153,0.007798596,41,1,-0.0548,0.37
NRD1,2.6643e-8,NA,NA,NA,NA,0.9712857391174181,0.07635478322870116,-,0.153,0.208049813,41.1,1,-0.0548,0.37
PCDHA3,1.056e-7,protocadherin alpha 3,--,++++,Filtered_Out,0.07722988858220518,0.6355667696480739,+,0.154,0.09105193,41.5,1,-0.0548,0.37
HIST1H3J,1.093e-14,NA,--,NA,Filtered_Out,0.9205823462842238,0.07941765371577626,-,0.159,0.15883530743155252,42.7,1,-0.0548,0.37
BAD,1.3523e-6,BCL2 associated agonist of cell death,-+,++-+,--,0.07983943465030911,0.21608900810142304,+,0.16,0.001132037,43,1,-0.0548,0.37
KDM3A,1.7641e-9,lysine demethylase 3A,-+,++--,NA,0.6976272276947822,0.080496203660733,-,0.161,0.005746965,43.3,1,-0.0548,0.37
ATP1A3,2.027e-6,ATPase Na+/K+ transporting subunit alpha 3,++,--++,++,0.08203553197690489,0.9160264121439955,+,0.164,0.054018165,44.1,1,-0.0548,0.37
PROX2,7.5512e-10,prospero homeobox 2,--,Missing_P_Values,NA,0.9178062429517316,0.08219375704826838,-,0.164,0.16438751409653676,44.2,1,-0.0548,0.37
ZCCHC7,4.1883e-12,zinc finger CCHC-type containing 7,+-,+-++,++,0.08389547198386403,0.959523164478326,+,0.168,0.138466948,45.1,1,-0.0548,0.37
IGSF6,1.5616e-9,immunoglobulin superfamily member 6,--,++++,Filtered_Out,0.08630237204763862,0.7546432098987907,+,0.173,0.044139254,46.4,1,-0.0548,0.37
SGIP1,1.6751e-9,SH3GL interacting endocytic adaptor 1,--,----,--,0.9919933795800373,0.08774580815535203,-,0.175,0.113537608,47.2,1,-0.0548,0.37
ASXL3,2.0589e-6,ASXL transcriptional regulator 3,--,--++,+-,0.0905787732148165,0.3398216275468709,+,0.181,0.008650411,48.7,1,-0.0548,0.37
TRAF3,3.1737e-7,TNF receptor associated factor 3,++,---+,+-,0.7739690541768551,0.09291566478961248,-,0.186,0.070537547,50,1,-0.0548,0.37
ASCC3,8.9097e-8,activating signal cointegrator 1 complex subunit 3,+-,++--,-+,0.6555134243293119,0.09325170929892397,-,0.187,0.043448221,50.2,1,-0.0548,0.37
FAM120AOS,2.4238e-6,family with sequence similarity 120A opposite strand,++,++-+,NA,0.09339506170103322,0.9621957784548587,+,0.187,0.083520232,50.2,1,-0.0548,0.37
VRK2,9.9697e-9,VRK serine/threonine kinase 2,--,++--,-+,0.3679399437980388,0.09388317111712129,-,0.188,0.027645506,50.5,1,-0.0548,0.37
KMT2A,1.2822e-7,lysine methyltransferase 2A,--,--+-,+-,0.09585676092801217,0.34779286677425486,+,0.192,0.002699813,51.6,1,-0.0548,0.37
ZSCAN9,8.2837e-13,zinc finger and SCAN domain containing 9,-+,-+++,Filtered_Out,0.10386444076471364,0.9595996352334515,+,0.208,0.16857646,55.9,1,-0.0548,0.37
ZNF322,3.7203e-7,zinc finger protein 322,-+,-+-+,++,0.10438670362870432,0.9020264413761163,+,0.209,0.051821349,56.2,1,-0.0548,0.37
DENND1A,1.5351e-14,DENN domain containing 1A,++,--++,--,0.4551749541027942,0.10543408735946726,-,0.211,0.023716386,56.7,1,-0.0548,0.37
POGZ,3.1579e-7,pogo transposable element derived with ZNF domain,--,-++-,-+,0.9575894045373101,0.10910112225418507,-,0.218,0.084222097,58.7,1,-0.0548,0.37
BAZ2B,1.3215e-7,bromodomain adjacent to zinc finger domain 2B,--,+++-,-+,0.8820333228419281,0.1124021984328845,-,0.225,0.09888873,60.5,1,-0.0548,0.37
KIAA1143,4.9967e-7,KIAA1143,--,++-+,-+,0.5523158147530273,0.11247213751702353,-,0.225,0.025684644,60.5,1,-0.0548,0.37
PQLC2L,7.0543e-9,NA,++,-+--,Filtered_Out,0.6011251073809465,0.11353328493314611,-,0.227,0.016788057,61.1,1,-0.0548,0.37
BTN1A1,7.3965e-9,butyrophilin subfamily 1 member A1,+-,NA,Filtered_Out,0.8846776529918681,0.11532234700813195,-,0.231,0.2306446940162639,62,1,-0.0548,0.37
TMX2,1.4874e-7,thioredoxin related transmembrane protein 2,++,++--,NA,0.11620472528750234,0.8555842289484235,+,0.232,0.035077353,62.5,1,-0.0548,0.37
PRR16,1.185e-6,proline rich 16,++,-+--,Filtered_Out,0.11778959402192825,0.5473019369566625,+,0.236,0.05698053103305234,63.4,1,-0.0548,0.37
HSPA1A,8.134e-8,heat shock protein family A (Hsp70) member 1A,--,-+--,--,0.9747280335788804,0.1178860901896887,-,0.236,0.092695021,63.4,1,-0.0548,0.37
CDH9,9.6964e-7,cadherin 9,-+,+-++,+-,0.11828631429730058,0.8086447058496462,+,0.237,0.028128689,63.6,1,-0.0548,0.37
KLC1,2.4595e-10,kinesin light chain 1,++,++-+,--,0.12284005191887713,0.4266886102444677,+,0.246,0.07765263367967024,66.1,1,-0.0548,0.37
ZFHX4,5.2705e-9,zinc finger homeobox 4,--,-+--,++,0.8327820478507703,0.12359390349592257,-,0.247,0.107804599,66.5,1,-0.0548,0.37
PMFBP1,3.6451e-7,polyamine modulated factor 1 binding protein 1,+-,+++-,Filtered_Out,0.7058823550153762,0.12499675217076998,-,0.25,0.09543819605805057,67.2,1,-0.0548,0.37
EPHB2,1.0438e-6,EPH receptor B2,-+,---+,+-,0.9294880919360063,0.12831400672274246,-,0.257,0.039052528,69,1,-0.0548,0.37
OR12D3,1.202e-9,olfactory receptor family 12 subfamily D member 3,-+,NA,Filtered_Out,0.12921023072006715,0.8707897692799329,+,0.258,0.2584204614401343,69.5,1,-0.0548,0.37
KYNU,2.379e-6,kynureninase,+-,-+++,Filtered_Out,0.13012407973635884,0.6711871228423164,+,0.26,0.067972359,70,1,-0.0548,0.37
CHMP3,4.004e-7,charged multivesicular body protein 3,++,++++,--,0.13360550772500943,0.5085277136803121,+,0.267,0.059323219,71.9,1,-0.0548,0.37
HIST1H2AL,3.4904e-11,NA,++,NA,NA,0.13425253966300696,0.865747460336993,+,0.269,0.2685050793260139,72.2,1,-0.0548,0.37
EYS,1.3196e-6,eyes shut homolog,+-,+-++,NA,0.1358972003421101,0.6506728259107868,+,0.272,0.07698382,73.1,1,-0.0548,0.37
FAM120A,3.6663e-8,family with sequence similarity 120A,--,--++,+-,0.6383271280049176,0.13651497593420747,-,0.273,0.080966386,73.4,1,-0.0548,0.37
FANCL,4.5809e-7,FA complementation group L,--,++--,--,0.835144739279492,0.1367786514356257,-,0.274,0.105504612,73.6,1,-0.0548,0.37
ZKSCAN8,2.0086e-13,zinc finger with KRAB and SCAN domains 8,--,++--,Filtered_Out,0.768808084397127,0.13811404914364633,-,0.276,0.101713938,74.3,1,-0.0548,0.37
RFWD2,7.0007e-9,NA,NA,NA,NA,0.13881454668739396,0.9597805132390322,+,0.278,0.259254213,74.7,1,-0.0548,0.37
SORBS3,4.4593e-8,sorbin and SH3 domain containing 3,+-,--++,+-,0.1393668432906529,0.8106914790781464,+,0.279,0.018096816,75,1,-0.0548,0.37
MAP9,7.1456e-7,microtubule associated protein 9,++,+---,-+,0.6919358747511308,0.1398106558586027,-,0.28,0.010768352,75.2,1,-0.0548,0.37
SOX6,4.167e-7,SRY-box transcription factor 6,--,+++-,Filtered_Out,0.8284320606598677,0.14149400999603126,-,0.283,0.068488391,76.1,1,-0.0548,0.37
GRIK5,2.0552e-7,glutamate ionotropic receptor kainate type subunit 5,++,--++,++,0.14527971186668537,0.628191659150953,+,0.291,0.076827027,78.2,1,-0.0548,0.37
BTN2A1,6.6923e-12,butyrophilin subfamily 2 member A1,-+,-+--,-+,0.8696472375194946,0.14528411169166341,-,0.291,0.008905346,78.2,1,-0.0548,0.37
TRMT10C,1.0772e-7,"tRNA methyltransferase 10C, mitochondrial RNase P subunit",-+,++-+,+-,0.15180920188101818,0.870671661452964,+,0.304,0.017959925,81.7,1,-0.0548,0.37
PTPRS,2.2969e-6,protein tyrosine phosphatase receptor type S,--,--++,--,0.968541341261633,0.15245276750421893,-,0.305,0.146154213,82,1,-0.0548,0.37
TOPAZ1,3.5999e-7,testis and ovary specific PAZ domain containing 1,-+,++--,NA,0.15333145298777218,0.893028575773047,+,0.307,0.101384327,82.5,1,-0.0548,0.37
RHOA,7.1031e-7,ras homolog family member A,-+,-++-,++,0.15385773948705533,0.8869361359240076,+,0.308,0.027552715,82.8,1,-0.0548,0.37
BTN3A3,6.5955e-8,butyrophilin subfamily 3 member A3,++,+++-,++,0.15771798137106693,0.9395415152445605,+,0.315,0.053471551,84.9,1,-0.0548,0.37
HSPE1-MOB4,2.2874e-7,HSPE1-MOB4 readthrough,++,NA,NA,0.15857725913752505,0.8414227408624749,+,0.317,0.3171545182750501,85.3,1,-0.0548,0.37
NOX4,1.1568e-6,NADPH oxidase 4,+-,++++,Filtered_Out,0.15917614136969993,0.8088576641780548,+,0.318,0.072276382,85.6,1,-0.0548,0.37
AREL1,3.0386e-8,apoptosis resistant E3 ubiquitin protein ligase 1,++,----,-+,0.40011917475297126,0.1612253020505091,-,0.322,0.072541244,86.7,1,-0.0548,0.37
RBFOX1,6.0939e-17,RNA binding fox-1 homolog 1,++,--++,+-,0.16318035559157723,0.4286905355286495,+,0.326,0.04557397,87.8,1,-0.0548,0.37
ZHX3,2.344e-7,zinc fingers and homeoboxes 3,++,----,-+,0.8528274553053591,0.16626315219453283,-,0.333,0.11068477,89.4,1,-0.0548,0.37
ZKSCAN4,7.5101e-14,zinc finger with KRAB and SCAN domains 4,--,++++,++,0.16691585230384157,0.7344269721574705,+,0.334,0.056904125,89.8,1,-0.0548,0.37
PAX6,1.6677e-9,paired box 6,++,++--,--,0.6195077400921603,0.1707244861636823,-,0.341,0.052480524,91.8,1,-0.0548,0.37
HIST1H2BL,3.5412e-12,NA,+-,++++,NA,0.17635734263967434,0.8966151516204115,+,0.353,0.05860949,94.9,1,-0.0548,0.37
YLPM1,3.52e-10,YLP motif containing 1,--,--+-,NA,0.897375686914107,0.17640996470206738,-,0.353,0.19028724104122863,94.9,1,-0.0548,0.37
PRR34,5.588e-8,PRR34 long non-coding RNA,--,++++,Filtered_Out,0.176449215899875,0.5996788330194515,+,0.353,0.031395216,94.9,1,-0.0548,0.37
PSEN2,2.6771e-6,presenilin 2,++,++++,+-,0.17689291258933204,0.9111127819824977,+,0.354,0.18857706,95.2,1,-0.0548,0.37
TENM2,2.767e-14,teneurin transmembrane protein 2,+-,--++,+-,0.8705932091626822,0.17829769302004178,-,0.357,0.102256648,95.9,1,-0.0548,0.37
CTTNBP2,1.261e-7,cortactin binding protein 2,--,++--,++,0.3664313047325856,0.17886102932684797,-,0.358,0.052893520764315326,96.2,1,-0.0548,0.37
KIF15,3.6765e-8,kinesin family member 15,+-,++++,Filtered_Out,0.18027113712491719,0.8606525224563947,+,0.361,0.141769699,97,1,-0.0548,0.37
MR1,6.2536e-8,"major histocompatibility complex, class I-related",++,++--,--,0.3053864349734876,0.18174972379748586,-,0.363,0.074107196,97.8,1,-0.0548,0.37
CRB1,2.4995e-7,crumbs cell polarity complex component 1,+-,++--,++,0.18181530241986701,0.6489137341115748,+,0.364,0.14114897,97.8,1,-0.0548,0.37
FADS1,1.2518e-7,fatty acid desaturase 1,+-,++--,-+,0.5483924058949804,0.18753105875661097,-,0.375,0.071401741,101,1,-0.0548,0.37
TCF4,4.5521e-16,transcription factor 4,+-,---+,++,0.18787436668571972,0.5564162540010626,+,0.376,0.039427715,101,1,-0.0548,0.37
ZSCAN31,1.8159e-10,zinc finger and SCAN domain containing 31,--,+--+,++,0.18847230522186956,0.686901475033104,+,0.377,0.077669288,101,1,-0.0548,0.37
ZNF660,2.4714e-10,zinc finger protein 660,+-,----,Filtered_Out,0.9152189281187855,0.18959831735744456,-,0.379,0.274270236,102,1,-0.0548,0.37
TCAIM,1.3974e-7,"T cell activation inhibitor, mitochondrial",-+,-++-,--,0.8632312554802082,0.18985227551573083,-,0.38,0.059828325,102,1,-0.0548,0.37
ZDHHC21,7.4997e-9,zinc finger DHHC-type palmitoyltransferase 21,++,----,-+,0.7375792745909887,0.1948729399374418,-,0.39,0.126820714,105,1,-0.0548,0.37
INPP4B,3.7112e-7,inositol polyphosphate-4-phosphatase type II B,-+,--+-,-+,0.8086340251949033,0.19906743970294893,-,0.398,0.05572147,107,1,-0.0548,0.37
GINM1,2.537e-6,glycoprotein integral membrane 1,--,+++-,++,0.20025218062310862,0.2906353537611963,+,0.401,0.050885112,108,1,-0.0548,0.37
FCF1,4.3278e-8,FCF1 rRNA-processing protein,--,++++,Filtered_Out,0.20191776984654045,0.5699863528340208,+,0.404,0.050312127,109,1,-0.0548,0.37
CABP1,1.014e-8,calcium binding protein 1,++,--++,+-,0.20210120198442272,0.8989519334768731,+,0.404,0.031571787,109,1,-0.0548,0.37
PCNP,2.3346e-7,PEST proteolytic signal containing nuclear protein,-+,+---,-+,0.8425558434185896,0.2021321476306493,-,0.404,0.042241479,109,1,-0.0548,0.37
HIST1H2BN,6.9e-17,NA,--,--++,Filtered_Out,0.20336890067999683,0.3811391128294994,+,0.407,0.005129735,109,1,-0.0548,0.37
BTN3A2,3.9579e-13,butyrophilin subfamily 3 member A2,+-,++--,--,0.9210583461595924,0.21113499958156406,-,0.422,0.20871422,114,1,-0.0548,0.37
MYBPC3,1.3929e-6,myosin binding protein C3,-+,NA,++,0.2171235588144761,0.8786582354536292,+,0.434,0.247887828,117,1,-0.0548,0.37
RPS6KL1,1.0121e-7,ribosomal protein S6 kinase like 1,++,--++,-+,0.21998869068866472,0.759743744597056,+,0.44,0.008210583,118,1,-0.0548,0.37
OTX2,8.9134e-7,orthodenticle homeobox 2,--,Missing_P_Values,Filtered_Out,0.7774519832458548,0.2225480167541451,-,0.445,0.4450960335082902,120,1,-0.0548,0.37
CACNA1E,2.8558e-11,calcium voltage-gated channel subunit alpha1 E,--,----,+-,0.9306115347484922,0.2299276950047158,-,0.46,0.166588483,124,1,-0.0548,0.37
RAB3B,1.6111e-6,"RAB3B, member RAS oncogene family",--,++--,++,0.7326090451486437,0.23019841297552238,-,0.46,0.142566721,124,1,-0.0548,0.37
MEF2C,1.5763e-12,myocyte enhancer factor 2C,++,+-++,+-,0.23232596221104185,0.7673787787784279,+,0.465,0.082265069,125,1,-0.0548,0.37
ZNF35,4.6635e-7,zinc finger protein 35,--,-++-,--,0.8786012799576816,0.23320752658977073,-,0.466,0.204700281,125,1,-0.0548,0.37
LRFN5,2.0372e-12,leucine rich repeat and fibronectin type III domain containing 5,++,--+-,++,0.2341438174546839,0.4449371495003659,+,0.468,0.101891042,126,1,-0.0548,0.37
B3GALTL,5.6953e-12,NA,NA,NA,NA,0.23524235198168075,0.7640592316817523,+,0.47,0.225683521,127,1,-0.0548,0.37
HIST1H2BO,9.6505e-8,NA,--,NA,Filtered_Out,0.7621150511666922,0.2378849488333078,-,0.476,0.4757698976666156,128,1,-0.0548,0.37
SLC17A3,1.6689e-7,solute carrier family 17 member 3,--,NA,Filtered_Out,0.759473791351245,0.240526208648755,-,0.481,0.48105241729751,129,1,-0.0548,0.37
USP3,2.4852e-6,ubiquitin specific peptidase 3,--,++--,-+,0.5601529191040326,0.2432045782854425,-,0.486,0.012310163,131,1,-0.0548,0.37
PHF2,2.3153e-6,PHD finger protein 2,--,-+++,+-,0.2455828218978839,0.5936696885020513,+,0.491,0.043558052,132,1,-0.0548,0.37
PCLO,6.5683e-13,piccolo presynaptic cytomatrix protein,--,---+,NA,0.8972812090084875,0.24805717986777917,-,0.496,0.3094604946899414,133,1,-0.0548,0.37
HIST1H4L,6.1718e-11,NA,-+,NA,Filtered_Out,0.2511237809368194,0.7488762190631806,+,0.502,0.5022475618736388,135,1,-0.0548,0.37
ABT1,1.1641e-7,activator of basal transcription 1,++,-+-+,++,0.2513332759230178,0.968526294150142,+,0.503,0.185794692,135,1,-0.0548,0.37
EP300,2.3037e-7,E1A binding protein p300,--,--+-,-+,0.621813049354298,0.2554989246183694,-,0.511,0.127139232,137,1,-0.0548,0.37
TRMT61A,3.682e-9,tRNA methyltransferase 61A,++,++-+,NA,0.25615324658958427,0.7915462072644566,+,0.512,0.093896153,138,1,-0.0548,0.37
CDK14,2.9335e-7,cyclin dependent kinase 14,++,+--+,+-,0.25691261871438137,0.7914742008660254,+,0.514,0.169556681,138,1,-0.0548,0.37
CHD6,1.3778e-10,chromodomain helicase DNA binding protein 6,--,++++,++,0.25750047259590736,0.6128396980596833,+,0.515,0.206579592,139,1,-0.0548,0.37
ESR2,2.6731e-9,estrogen receptor 2,+-,+++-,Filtered_Out,0.2603508037764971,0.6250160808751473,+,0.521,0.058910126,140,1,-0.0548,0.37
CNTN5,3.6605e-7,contactin 5,-+,+-++,Filtered_Out,0.26919310975014654,0.7393673378166303,+,0.538,0.155386279,145,1,-0.0548,0.37
RBMS3,7.3116e-7,RNA binding motif single stranded interacting protein 3,--,+-+-,Filtered_Out,0.6645770160561342,0.26962187079053873,-,0.539,0.06172529,145,1,-0.0548,0.37
CTNNA3,1.6889e-10,catenin alpha 3,--,-+--,Filtered_Out,0.6351036155781047,0.27129837084173436,-,0.543,0.064947203,146,1,-0.0548,0.37
PPID,2.4066e-6,peptidylprolyl isomerase D,-+,++++,-+,0.2724610227022382,0.7404952169663488,+,0.545,0.195098876,147,1,-0.0548,0.37
SLC30A9,2.6189e-7,solute carrier family 30 member 9,-+,++-+,+-,0.2734946600860014,0.8389338563831756,+,0.547,0.172861517,147,1,-0.0548,0.37
PSORS1C1,1.7445e-8,psoriasis susceptibility 1 candidate 1,+-,Missing_P_Values,Filtered_Out,0.7225913698914113,0.27740863010858874,-,0.555,0.5548172602171775,149,1,-0.0548,0.37
