gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
BAG5,9.1836e-7,BAG cochaperone 5,+-,-+--,--,0.9899197536237868,0.012647788820451408,-,0.0253,0.018796161,6.8,1,0.0583,0.341
VRK2,9.9697e-9,VRK serine/threonine kinase 2,--,++--,-+,0.4985528728206832,0.01319609059318792,-,0.0264,0.026045818596663467,7.1,1,0.0583,0.341
YLPM1,3.52e-10,YLP motif containing 1,+-,--+-,NA,0.8859147079892773,0.01396119643046812,-,0.0279,0.001039362,7.51,1,0.0583,0.341
CDH13,1.5938e-11,cadherin 13,++,--+-,+-,0.762309987464049,0.018632388779204,-,0.0373,0.00394136,10,1,0.0583,0.341
HS6ST3,1.6614e-8,heparan sulfate 6-O-sulfotransferase 3,++,-+++,--,0.26195683220383603,0.02128287176766386,-,0.0426,4.72472e-4,11.5,1,0.0583,0.341
ERBB4,1.2937e-13,erb-b2 receptor tyrosine kinase 4,++,++++,++,0.023731224385118162,0.9996821852158441,+,0.0475,0.13902238412839296,12.8,1,0.0583,0.341
MYRF,1.6847e-8,myelin regulatory factor,+-,-+--,-+,0.44629692218212,0.02394639505563197,-,0.0479,0.006945037,12.9,1,0.0583,0.341
PCNP,2.3346e-7,PEST proteolytic signal containing nuclear protein,++,++-+,-+,0.025797428893009032,0.5045464382829611,+,0.0516,0.023876479,13.9,1,0.0583,0.341
PQLC2L,7.0543e-9,NA,+-,----,Filtered_Out,0.851403758803066,0.027671049981217187,-,0.0553,0.016788057,14.9,1,0.0583,0.341
HIST1H1B,9.9717e-14,NA,+-,NA,Filtered_Out,0.9692760398083585,0.030723960191641534,-,0.0614,0.06144792038328307,16.5,1,0.0583,0.341
MED19,1.7536e-7,mediator complex subunit 19,--,++++,-+,0.03127497708427411,0.873359159490225,+,0.0625,0.010293157,16.8,1,0.0583,0.341
SOX5,3.7918e-9,SRY-box transcription factor 5,++,----,Filtered_Out,0.8691669568683889,0.03241032942763394,-,0.0648,0.077126588,17.4,1,0.0583,0.341
ETFDH,1.4397e-6,electron transfer flavoprotein dehydrogenase,++,+++-,+-,0.03270338949759283,0.4955172329775596,+,0.0654,0.007798596,17.6,1,0.0583,0.341
SF3B1,1.7831e-8,splicing factor 3b subunit 1,++,+++-,++,0.03336863801346558,0.9627853667374274,+,0.0667,0.034139419,18,1,0.0583,0.341
RBMS3,7.3116e-7,RNA binding motif single stranded interacting protein 3,++,++++,Filtered_Out,0.037470979381993313,0.990599658502903,+,0.0749,0.184531274,20.2,1,0.0583,0.341
ASXL3,2.0589e-6,ASXL transcriptional regulator 3,++,--++,+-,0.03991232763312673,0.40520752448474917,+,0.0798,0.008215908,21.5,1,0.0583,0.341
ZCCHC7,4.1883e-12,zinc finger CCHC-type containing 7,+-,+-++,++,0.0405459347764489,0.9955144365273016,+,0.0811,0.138466948,21.8,1,0.0583,0.341
HSPA1A,8.134e-8,heat shock protein family A (Hsp70) member 1A,--,----,--,0.9857030024981333,0.04056111883202535,-,0.0811,0.052021844,21.8,1,0.0583,0.341
CDH9,9.6964e-7,cadherin 9,++,+-++,+-,0.04139786468213914,0.9690749094045266,+,0.0828,0.028128689,22.3,1,0.0583,0.341
BTN1A1,7.3965e-9,butyrophilin subfamily 1 member A1,++,NA,Filtered_Out,0.04151480470214189,0.9584851952978581,+,0.083,0.08302960940428378,22.3,1,0.0583,0.341
FAM172A,7.7452e-10,family with sequence similarity 172 member A,++,+++-,NA,0.04206637610611561,0.9877180161550877,+,0.0841,0.094309045,22.6,1,0.0583,0.341
BEND4,1.2982e-7,BEN domain containing 4,++,----,NA,0.7610200934988389,0.04226815778879848,-,0.0845,0.04380202,22.7,1,0.0583,0.341
EPHB2,1.0438e-6,EPH receptor B2,--,----,+-,0.992470314622498,0.044430933545987684,-,0.0889,0.039052528,23.9,1,0.0583,0.341
CTNNA3,1.6889e-10,catenin alpha 3,--,-+--,Filtered_Out,0.9603956248054109,0.04605227944685541,-,0.0921,0.086233022,24.8,1,0.0583,0.341
HIST1H3I,6.378e-10,NA,++,NA,Filtered_Out,0.04609924190470913,0.9539007580952908,+,0.0922,0.09219848380941827,24.8,1,0.0583,0.341
TMEM106B,1.2176e-12,transmembrane protein 106B,++,++--,-+,0.05045425955533742,0.4376285080683854,+,0.101,0.004060218,27.1,1,0.0583,0.341
C7orf72,8.2601e-7,NA,NA,NA,NA,0.9481396549203759,0.051860345079624115,-,0.104,0.10372069015924823,27.9,1,0.0583,0.341
KMT2A,1.2822e-7,lysine methyltransferase 2A,++,--+-,+-,0.05280570947017636,0.46911525536605597,+,0.106,0.002699813,28.4,1,0.0583,0.341
SLC30A9,2.6189e-7,solute carrier family 30 member 9,++,++--,+-,0.052866607526036564,0.9103301725009147,+,0.106,0.02130154,28.4,1,0.0583,0.341
RHOA,7.1031e-7,ras homolog family member A,+-,-+++,++,0.05400853127092663,0.9512604588294631,+,0.108,0.027552715,29.1,1,0.0583,0.341
C1QTNF7,2.6076e-6,C1q and TNF related 7,--,--++,Filtered_Out,0.8178084756339066,0.054268243607376386,-,0.109,0.049122759809276224,29.2,1,0.0583,0.341
DENND1A,1.5351e-14,DENN domain containing 1A,-+,--++,--,0.7214506390637886,0.05564591621542929,-,0.111,0.023716386,29.9,1,0.0583,0.341
ZDHHC5,3.4657e-8,zinc finger DHHC-type palmitoyltransferase 5,+-,----,+-,0.9426500078988267,0.05714646771596362,-,0.114,0.142066444,30.7,1,0.0583,0.341
HLA-B,4.3342e-11,"major histocompatibility complex, class I, B",--,++++,++,0.05936872221410092,0.8880856448539858,+,0.119,0.141990918,31.9,1,0.0583,0.341
PCDHA4,3.5744e-7,protocadherin alpha 4,++,+++-,NA,0.061816191413861875,0.8966549437784526,+,0.124,0.013924381,33.3,1,0.0583,0.341
ASTN2,2.1867e-11,astrotactin 2,+-,----,-+,0.9041453509338779,0.06344112777976847,-,0.127,0.021753736,34.1,1,0.0583,0.341
TMEM42,4.8697e-7,transmembrane protein 42,--,++-+,NA,0.06501689409703801,0.818348900587735,+,0.13,0.024523215,35,1,0.0583,0.341
AREL1,3.0386e-8,apoptosis resistant E3 ubiquitin protein ligase 1,++,----,-+,0.6803587292610762,0.06604886342934942,-,0.132,0.072541244,35.5,1,0.0583,0.341
ACTL8,6.0564e-7,actin like 8,--,NA,Filtered_Out,0.9334720453419412,0.06652795465805884,-,0.133,0.1330559093161177,35.8,1,0.0583,0.341
ANKS1B,1.5029e-6,ankyrin repeat and sterile alpha motif domain containing 1B,++,--++,-+,0.0689554545406323,0.5911325802527267,+,0.138,0.03551685141941831,37.1,1,0.0583,0.341
CNTNAP5,3.889e-9,contactin associated protein family member 5,++,-+++,Filtered_Out,0.06927438126763327,0.9418732188259208,+,0.139,0.046032215,37.3,1,0.0583,0.341
STAU1,1.335e-6,staufen double-stranded RNA binding protein 1,+-,+-++,+-,0.07044227814399953,0.7240133596397275,+,0.141,0.004673783,37.9,1,0.0583,0.341
MARCH10,2.7587e-7,NA,+-,+-++,NA,0.18368193534838187,0.07105804223125521,-,0.142,0.017448756,38.2,1,0.0583,0.341
RABEPK,1.5581e-6,Rab9 effector protein with kelch motifs,--,-+++,--,0.8420753497466523,0.07191521991382957,-,0.144,0.083292603,38.7,1,0.0583,0.341
TCF4,4.5521e-16,transcription factor 4,++,-+--,++,0.07311729409614094,0.7442183124009576,+,0.146,0.039427715,39.3,1,0.0583,0.341
CRB1,2.4995e-7,crumbs cell polarity complex component 1,++,++--,++,0.0734478495712295,0.9584304016903672,+,0.147,0.14114897,39.5,1,0.0583,0.341
SGCZ,9.7578e-10,sarcoglycan zeta,++,--++,Filtered_Out,0.07406017790673278,0.5663245434788002,+,0.148,0.003670155,39.8,1,0.0583,0.341
NRD1,2.6643e-8,NA,NA,NA,NA,0.9712857391174181,0.07635478322870116,-,0.153,0.208049813,41.1,1,0.0583,0.341
PCDHA1,5.4415e-8,protocadherin alpha 1,--,----,NA,0.9720028384432496,0.07893437702466738,-,0.158,0.09718751,42.5,1,0.0583,0.341
ZSCAN12,8.579e-11,zinc finger and SCAN domain containing 12,+-,-+++,Filtered_Out,0.0798958162544957,0.922471795770575,+,0.16,0.01969796,43,1,0.0583,0.341
RAB27B,1.3862e-9,"RAB27B, member RAS oncogene family",++,++++,Filtered_Out,0.08557656294634959,0.9850631732259949,+,0.171,0.194865137,46,1,0.0583,0.341
MANEA,1.8836e-6,mannosidase endo-alpha,++,++--,-+,0.08854690989391657,0.1823454361427781,+,0.177,0.001451269,47.6,1,0.0583,0.341
PRR34,5.588e-8,PRR34 long non-coding RNA,--,+-+-,Filtered_Out,0.8898189987276995,0.08965715553230061,-,0.179,0.0553089745945413,48.2,1,0.0583,0.341
DRD2,5.3507e-14,dopamine receptor D2,-+,--+-,NA,0.8850045708623404,0.09022071466288961,-,0.18,0.01596144,48.5,1,0.0583,0.341
ZNF536,1.6243e-6,zinc finger protein 536,--,-+--,-+,0.6854383997530978,0.0904547590541372,-,0.181,0.033369476,48.7,1,0.0583,0.341
OLFM4,1.6990999999999999e-12,olfactomedin 4,++,++++,Filtered_Out,0.09140338843147565,0.9591427596751452,+,0.183,0.068422169,49.2,1,0.0583,0.341
EXT1,1.2011e-6,exostosin glycosyltransferase 1,++,--++,++,0.12559139418839718,0.09153771239427545,-,0.183,0.010276231,49.2,1,0.0583,0.341
TYR,6.9688e-9,tyrosinase,-+,NA,Filtered_Out,0.09311391517678157,0.9068860848232184,+,0.186,0.18622783035356313,50.1,1,0.0583,0.341
EYS,1.3196e-6,eyes shut homolog,++,+-++,NA,0.09410102145315337,0.7417082065282097,+,0.188,0.063425252,50.6,1,0.0583,0.341
TRAF3,3.1737e-7,TNF receptor associated factor 3,-+,---+,+-,0.8500039202028126,0.09528879651645245,-,0.191,0.070537547,51.3,1,0.0583,0.341
MICB,2.6156e-7,MHC class I polypeptide-related sequence B,--,++++,Filtered_Out,0.09555048031378603,0.9058255263882724,+,0.191,0.082106921,51.4,1,0.0583,0.341
MEGF11,1.7823e-10,multiple EGF like domains 11,++,++++,Filtered_Out,0.09769911541479936,0.9805270926240257,+,0.195,0.281680907,52.6,1,0.0583,0.341
CHD6,1.3778e-10,chromodomain helicase DNA binding protein 6,++,++++,++,0.10045980788841745,0.9635702926436283,+,0.201,0.206579592,54,1,0.0583,0.341
CCS,2.3011e-6,copper chaperone for superoxide dismutase,--,--++,++,0.10270829613539048,0.6679171466654158,+,0.205,0.014563279,55.3,1,0.0583,0.341
PCDHA7,2.2519e-6,protocadherin alpha 7,++,-+--,NA,0.10313091463873626,0.4173007531307688,+,0.206,0.045500336,55.5,1,0.0583,0.341
RERE,1.4299e-11,arginine-glutamic acid dipeptide repeats,++,--++,+-,0.10389299637739062,0.1485871327449224,+,0.208,0.00745309,55.9,1,0.0583,0.341
HIST1H2BN,6.9e-17,NA,--,--++,Filtered_Out,0.48253366131582354,0.10790019089673822,-,0.216,0.006573579,58.1,1,0.0583,0.341
OR12D3,1.202e-9,olfactory receptor family 12 subfamily D member 3,++,NA,Filtered_Out,0.10924114091868715,0.8907588590813129,+,0.218,0.2184822818373743,58.8,1,0.0583,0.341
NICN1,5.9884e-7,nicolin 1,--,+-++,--,0.9575046554528039,0.10962117084463126,-,0.219,0.06256078913085429,59,1,0.0583,0.341
ZHX3,2.344e-7,zinc fingers and homeoboxes 3,++,----,-+,0.8578805970509182,0.10997604145109914,-,0.22,0.11068477,59.2,1,0.0583,0.341
POGZ,3.1579e-7,pogo transposable element derived with ZNF domain,++,--+-,-+,0.8093584410135952,0.11478388622826807,-,0.23,0.032245022,61.8,1,0.0583,0.341
PCDHA3,1.056e-7,protocadherin alpha 3,++,+++-,Filtered_Out,0.11618923990335972,0.7016402686693222,+,0.232,0.067578583,62.5,1,0.0583,0.341
KDM3A,1.7641e-9,lysine demethylase 3A,+-,++--,NA,0.7357102324487457,0.11667920235839659,-,0.233,0.040987472,62.8,1,0.0583,0.341
SGIP1,1.6751e-9,SH3GL interacting endocytic adaptor 1,++,----,--,0.8186921983147538,0.12494121961182214,-,0.25,0.113537608,67.2,1,0.0583,0.341
TRMT10C,1.0772e-7,"tRNA methyltransferase 10C, mitochondrial RNase P subunit",--,++--,+-,0.12506374902916295,0.838318199590298,+,0.25,0.017959925,67.3,1,0.0583,0.341
ZNF184,3.3378e-8,zinc finger protein 184,+-,--+-,+-,0.8114330850946655,0.1258383840863998,-,0.252,0.031178017,67.7,1,0.0583,0.341
CELF2,7.5152e-8,CUGBP Elav-like family member 2,++,----,+-,0.35261767011559514,0.12771926864415625,-,0.255,0.035818179,68.7,1,0.0583,0.341
BAD,1.3523e-6,BCL2 associated agonist of cell death,--,++-+,--,0.2376462126826859,0.13007778593410355,-,0.26,0.007651586,70,1,0.0583,0.341
RTN1,1.7109e-8,reticulon 1,++,++-+,--,0.13366540711637567,0.4607271053353607,+,0.267,0.063983887,71.9,1,0.0583,0.341
ZNF638,1.8282e-7,zinc finger protein 638,+-,+++-,NA,0.6967963361957873,0.13387350277417026,-,0.268,0.011210283,72,1,0.0583,0.341
CAMKK2,1.8833e-6,calcium/calmodulin dependent protein kinase kinase 2,+-,-+++,+-,0.13476620579886736,0.4340769662923188,+,0.27,0.013698221,72.5,1,0.0583,0.341
CKB,1.7557e-8,creatine kinase B,--,++++,--,0.13745594255165056,0.26924188455028353,+,0.275,0.004117161,74,1,0.0583,0.341
GINM1,2.537e-6,glycoprotein integral membrane 1,+-,+++-,++,0.13879030108466697,0.9313602706208917,+,0.278,0.050885112,74.7,1,0.0583,0.341
PTPRS,2.2969e-6,protein tyrosine phosphatase receptor type S,+-,--++,--,0.973698237015263,0.14017187345469348,-,0.28,0.143634825,75.4,1,0.0583,0.341
ZNF322,3.7203e-7,zinc finger protein 322,++,---+,++,0.14067750950886557,0.938313188333305,+,0.281,0.063465169,75.7,1,0.0583,0.341
ARHGEF25,1.902e-6,Rho guanine nucleotide exchange factor 25,-+,+-++,NA,0.14069703813700393,0.7558620570328681,+,0.281,0.07013719,75.7,1,0.0583,0.341
PCDH9,3.5314e-10,protocadherin 9,++,-+--,-+,0.3659626594067099,0.14119489943571417,-,0.282,0.050420538,76,1,0.0583,0.341
BTN3A2,3.9579e-13,butyrophilin subfamily 3 member A2,--,+---,--,0.9934206364135395,0.1465087438518262,-,0.293,0.2436324940890718,78.8,1,0.0583,0.341
PLCL1,7.7924e-7,phospholipase C like 1 (inactive),+-,++--,--,0.7950220917096797,0.14721167666483392,-,0.294,0.095847013,79.2,1,0.0583,0.341
RFTN2,5.4058e-7,raftlin family member 2,--,++--,-+,0.736009894139537,0.15205742610301404,-,0.304,0.102018836,81.8,1,0.0583,0.341
SORBS3,4.4593e-8,sorbin and SH3 domain containing 3,--,--++,+-,0.25558405580108445,0.15321291821101019,-,0.306,0.018096816,82.4,1,0.0583,0.341
TMEM67,3.3829e-7,transmembrane protein 67,-+,++++,Filtered_Out,0.15546433742259658,0.9600431983625496,+,0.311,0.273909536,83.6,1,0.0583,0.341
ATP1A3,2.027e-6,ATPase Na+/K+ transporting subunit alpha 3,-+,--++,++,0.15666792188839748,0.63923579834047,+,0.313,0.054018165,84.3,1,0.0583,0.341
HARS2,1.3511e-6,"histidyl-tRNA synthetase 2, mitochondrial",++,++-+,+-,0.16259338028920658,0.7335850415993835,+,0.325,0.088221866,87.5,1,0.0583,0.341
FNIP2,7.2185e-7,folliculin interacting protein 2,++,-+--,NA,0.16440589921634052,0.8045503552611712,+,0.329,0.14901850256176566,88.5,1,0.0583,0.341
ZKSCAN4,7.5101e-14,zinc finger with KRAB and SCAN domains 4,++,+++-,++,0.164525755373669,0.8839727123448202,+,0.329,0.054440379,88.5,1,0.0583,0.341
ZSCAN9,8.2837e-13,zinc finger and SCAN domain containing 9,++,-+++,Filtered_Out,0.16573252896485666,0.9599458098665806,+,0.331,0.16857646,89.2,1,0.0583,0.341
MR1,6.2536e-8,"major histocompatibility complex, class I-related",++,++--,--,0.16696073304013234,0.33876319639169933,+,0.334,0.074107196,89.8,1,0.0583,0.341
TOPAZ1,3.5999e-7,testis and ovary specific PAZ domain containing 1,++,++--,NA,0.16739135845012887,0.9264058202734308,+,0.335,0.172927235,90.1,1,0.0583,0.341
ESR2,2.6731e-9,estrogen receptor 2,++,+-+-,Filtered_Out,0.17231688097129408,0.8554829637714366,+,0.345,0.058910126,92.7,1,0.0583,0.341
METTL9,1.7424e-10,methyltransferase like 9,++,+++-,--,0.17487811528130234,0.802281050018237,+,0.35,0.058011389,94.1,1,0.0583,0.341
TRMT61A,3.682e-9,tRNA methyltransferase 61A,--,++-+,NA,0.1749480125518666,0.2699325445837723,+,0.35,0.022484129,94.1,1,0.0583,0.341
FAM120A,3.6663e-8,family with sequence similarity 120A,-+,--+-,+-,0.5991762890989113,0.17554582715729053,-,0.351,0.080966386,94.4,1,0.0583,0.341
MEF2C,1.5763e-12,myocyte enhancer factor 2C,++,++++,+-,0.17843154807705136,0.8337449177726316,+,0.357,0.202914777,96,1,0.0583,0.341
MAP9,7.1456e-7,microtubule associated protein 9,++,++--,-+,0.40015964373485435,0.17878821146211757,-,0.358,0.010768352,96.2,1,0.0583,0.341
LST1,5.4242e-9,leukocyte specific transcript 1,--,+-++,--,0.3935195469035234,0.17973970877395906,-,0.359,0.093721537,96.7,1,0.0583,0.341
PAX6,1.6677e-9,paired box 6,++,+---,--,0.8782196514639377,0.18550518197189272,-,0.371,0.052480524,99.8,1,0.0583,0.341
SEMA6D,4.0971e-9,semaphorin 6D,+-,-+--,+-,0.2795760859151101,0.18705086436358143,-,0.374,0.017508427,101,1,0.0583,0.341
ASCC3,8.9097e-8,activating signal cointegrator 1 complex subunit 3,++,++--,-+,0.188727698768163,0.49370601097642786,+,0.377,0.043448221,102,1,0.0583,0.341
ZKSCAN8,2.0086e-13,zinc finger with KRAB and SCAN domains 8,++,++--,Filtered_Out,0.7672935270640475,0.19077009929926708,-,0.382,0.054975062,103,1,0.0583,0.341
LTBP3,8.1362e-7,latent transforming growth factor beta binding protein 3,--,--++,+-,0.3994416804076366,0.1921171965443686,-,0.384,0.027174725,103,1,0.0583,0.341
FAM120AOS,2.4238e-6,family with sequence similarity 120A opposite strand,+-,++-+,NA,0.19386786986662397,0.6190294052728528,+,0.388,0.036167336,104,1,0.0583,0.341
CSMD1,3.3077e-7,CUB and Sushi multiple domains 1,++,-+++,+-,0.19463190641026484,0.8941358836709284,+,0.389,0.148812003,105,1,0.0583,0.341
INPP4B,3.7112e-7,inositol polyphosphate-4-phosphatase type II B,++,-+++,-+,0.19897662977806038,0.6933498857794805,+,0.398,0.040038563,107,1,0.0583,0.341
GRIK5,2.0552e-7,glutamate ionotropic receptor kainate type subunit 5,-+,--++,++,0.19962684045073703,0.7240763776667682,+,0.399,0.079227715,107,1,0.0583,0.341
PROX2,7.5512e-10,prospero homeobox 2,-+,Missing_P_Values,NA,0.2000483808313276,0.7999516191686724,+,0.4,0.4000967616626552,108,1,0.0583,0.341
HIST1H4L,6.1718e-11,NA,--,NA,Filtered_Out,0.7998988883354186,0.2001011116645814,-,0.4,0.4002022233291628,108,1,0.0583,0.341
ZSCAN31,1.8159e-10,zinc finger and SCAN domain containing 31,+-,++--,++,0.2012633949292172,0.6427104314571067,+,0.403,0.077669288,108,1,0.0583,0.341
KIAA1143,4.9967e-7,KIAA1143,+-,++-+,-+,0.20149914097137153,0.21038571308732273,+,0.403,0.007041498,108,1,0.0583,0.341
CDH22,1.8821e-7,cadherin 22,--,+-++,+-,0.48019518309996706,0.20306338029905457,-,0.406,0.050854052,109,1,0.0583,0.341
MIER1,2.6167e-6,MIER1 transcriptional regulator,+-,++--,Filtered_Out,0.2049367022269414,0.537810428083863,+,0.41,0.066664797,110,1,0.0583,0.341
BTN3A3,6.5955e-8,butyrophilin subfamily 3 member A3,--,++++,++,0.206678877638185,0.7362022923262439,+,0.413,0.053471551,111,1,0.0583,0.341
TCTEX1D1,6.7014e-8,Tctex1 domain containing 1,++,--++,Filtered_Out,0.20948671734175245,0.9107025618836153,+,0.419,0.14825554132623822,113,1,0.0583,0.341
RBFOX1,6.0939e-17,RNA binding fox-1 homolog 1,++,--++,+-,0.21038983733011452,0.3594977427085893,+,0.421,0.04557397,113,1,0.0583,0.341
TMEM161B,4.7697e-14,transmembrane protein 161B,++,++--,+-,0.21051686709340015,0.9129156837254635,+,0.421,0.20087433863917525,113,1,0.0583,0.341
LRP1B,2.7253e-9,LDL receptor related protein 1B,++,++--,-+,0.21174941540050202,0.8056883902166277,+,0.423,0.077533801,114,1,0.0583,0.341
HIST1H2BF,3.5839e-8,NA,-+,++++,Filtered_Out,0.21202240428167193,0.9455117757029678,+,0.424,0.24831008,114,1,0.0583,0.341
RFWD2,7.0007e-9,NA,NA,NA,NA,0.2130284617001625,0.8950999692242019,+,0.426,0.259254213,115,1,0.0583,0.341
AP3B1,3.1457e-7,adaptor related protein complex 3 subunit beta 1,+-,++--,--,0.7275901677183007,0.2146288392700744,-,0.429,0.150480596,115,1,0.0583,0.341
ANKK1,5.1735e-9,ankyrin repeat and kinase domain containing 1,--,Missing_P_Values,Filtered_Out,0.7830777252692818,0.21692227473071823,-,0.434,0.43384454946143647,117,1,0.0583,0.341
PSORS1C2,2.9773e-7,psoriasis susceptibility 1 candidate 2,--,NA,Filtered_Out,0.7813511748735884,0.21864882512641154,-,0.437,0.4372976502528231,118,1,0.0583,0.341
GPC5,1.3483e-7,glypican 5,++,++--,++,0.21943062079989767,0.8635299555000393,+,0.439,0.075431735,118,1,0.0583,0.341
ZC3H7B,2.9108e-8,zinc finger CCCH-type containing 7B,-+,--++,++,0.22013643741193784,0.7823959308634414,+,0.44,0.079294009,118,1,0.0583,0.341
BTN2A1,6.6923e-12,butyrophilin subfamily 2 member A1,--,----,-+,0.9811725149706358,0.22081355238611747,-,0.442,0.3087500798138158,119,1,0.0583,0.341
FADS1,1.2518e-7,fatty acid desaturase 1,+-,++--,-+,0.5265853433831185,0.2292726789828226,-,0.459,0.071401741,123,1,0.0583,0.341
ZNF165,1.9547e-12,zinc finger protein 165,-+,--++,Filtered_Out,0.2298822311398498,0.6058392456069098,+,0.46,0.118807042,124,1,0.0583,0.341
SDK1,9.1946e-9,sidekick cell adhesion molecule 1,++,--++,Filtered_Out,0.827848882430875,0.2327499427823476,-,0.465,0.086095119,125,1,0.0583,0.341
ACVR1B,5.281e-7,activin A receptor type 1B,++,----,++,0.23404779671959358,0.901389094855565,+,0.468,0.216505337,126,1,0.0583,0.341
B3GALTL,5.6953e-12,NA,NA,NA,NA,0.23524235198168075,0.7640592316817523,+,0.47,0.225683521,127,1,0.0583,0.341
ZDHHC21,7.4997e-9,zinc finger DHHC-type palmitoyltransferase 21,++,-+--,-+,0.23666597393017708,0.42811904587245647,+,0.473,0.039439474,127,1,0.0583,0.341
ZNF660,2.4714e-10,zinc finger protein 660,++,----,Filtered_Out,0.6466123295905984,0.2412184554073785,-,0.482,0.15839999,130,1,0.0583,0.341
TCAIM,1.3974e-7,"T cell activation inhibitor, mitochondrial",++,-+++,--,0.24196850635350117,0.5678096138988734,+,0.484,0.081741808,130,1,0.0583,0.341
ZKSCAN3,1.1575e-8,zinc finger with KRAB and SCAN domains 3,++,+-+-,Filtered_Out,0.24392905171728188,0.8605881223493386,+,0.488,0.109693971,131,1,0.0583,0.341
CDK14,2.9335e-7,cyclin dependent kinase 14,++,++-+,+-,0.24410263564351525,0.7893355420709797,+,0.488,0.100094103,131,1,0.0583,0.341
ZNF197,2.2773e-10,zinc finger protein 197,++,----,Filtered_Out,0.4567677362565623,0.2448219146927448,-,0.49,0.18087823,132,1,0.0583,0.341
ZFHX4,5.2705e-9,zinc finger homeobox 4,--,----,++,0.8008425440213789,0.24649455179214275,-,0.493,0.16495365,133,1,0.0583,0.341
NOX4,1.1568e-6,NADPH oxidase 4,+-,++++,Filtered_Out,0.24785300393171933,0.5612087124770312,+,0.496,0.058301884,133,1,0.0583,0.341
FH,1.4717e-6,fumarate hydratase,+-,++++,-+,0.24909958480275526,0.8552230939922227,+,0.498,0.08509982,134,1,0.0583,0.341
PCDHA2,4.5699e-8,protocadherin alpha 2,++,-+--,Filtered_Out,0.2499811605396022,0.3864412987239359,+,0.5,0.063020627,134,1,0.0583,0.341
OR2B2,2.7942e-12,olfactory receptor family 2 subfamily B member 2,+-,NA,Filtered_Out,0.7497556353116195,0.2502443646883805,-,0.5,0.500488729376761,135,1,0.0583,0.341
IGSF6,1.5616e-9,immunoglobulin superfamily member 6,-+,++++,Filtered_Out,0.2504404321334056,0.9373064387504663,+,0.501,0.311404458,135,1,0.0583,0.341
PRSS16,6.4148e-9,serine protease 16,+-,Missing_P_Values,Filtered_Out,0.7452683259224636,0.2547316740775364,-,0.509,0.5094633481550728,137,1,0.0583,0.341
KLC1,2.4595e-10,kinesin light chain 1,--,++--,--,0.4142056503654859,0.25655973456996084,-,0.513,0.053982048,138,1,0.0583,0.341
HIST1H2BL,3.5412e-12,NA,++,++++,NA,0.2601190643843892,0.9484838546959582,+,0.52,0.330496324,140,1,0.0583,0.341
GRM5,6.2138e-17,glutamate metabotropic receptor 5,++,-+--,Filtered_Out,0.2632120241938022,0.8294481588746023,+,0.526,0.25222552000559373,142,1,0.0583,0.341
