gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
ARHGEF25,1.902e-6,Rho guanine nucleotide exchange factor 25,++,--++,NA,0.0027616893153364986,0.8332595471880095,+,0.00552,0.00242952,1.49,1,-0.0457,0.455
YLPM1,3.52e-10,YLP motif containing 1,--,----,NA,0.9933149943433166,0.0028681933825694898,-,0.00574,0.001039362,1.54,1,-0.0457,0.455
TOP1,1.6562e-6,DNA topoisomerase I,--,----,--,0.9464837920230964,0.0032935325194770704,-,0.00659,0.047453352,1.77,1,-0.0457,0.455
MYRF,1.6847e-8,myelin regulatory factor,--,++--,--,0.8773698847391896,0.0038121804245772337,-,0.00762,0.025741386,2.05,1,-0.0457,0.455
SPRY2,8.2557e-7,sprouty RTK signaling antagonist 2,+-,----,+-,0.9623936260831332,0.004024621165722396,-,0.00805,0.00653533,2.17,1,-0.0457,0.455
CTTNBP2,1.261e-7,cortactin binding protein 2,--,-+--,-+,0.7628775362354561,0.005858108528408437,-,0.0117,0.040096248,3.15,1,-0.0457,0.455
OLFM4,1.6990999999999999e-12,olfactomedin 4,++,+-++,Filtered_Out,0.0061998284405612,0.9953826667236435,+,0.0124,0.04493066573233237,3.34,1,-0.0457,0.455
CELF2,7.5152e-8,CUGBP Elav-like family member 2,++,----,--,0.9446311327676833,0.006943101782704155,-,0.0139,0.016642978,3.74,1,-0.0457,0.455
NRD1,2.6643e-8,NA,NA,NA,NA,0.9922888122866595,0.007037866414905284,-,0.0141,0.015242509,3.79,1,-0.0457,0.455
MGAT4C,1.2237e-6,MGAT4 family member C,-+,+---,--,0.9381387572188468,0.007669709558382168,-,0.0153,0.002131326,4.13,1,-0.0457,0.455
POGZ,3.1579e-7,pogo transposable element derived with ZNF domain,--,-+--,-+,0.9835389850563044,0.0079993412203676,-,0.016,0.023772846,4.3,1,-0.0457,0.455
METTL9,1.7424e-10,methyltransferase like 9,++,++-+,++,0.008807991347762426,0.9982749066419712,+,0.0176,0.023636704,4.74,1,-0.0457,0.455
RTN1,1.7109e-8,reticulon 1,++,+-++,++,0.011474744738470257,0.9993347571358808,+,0.0229,0.063983887,6.17,1,-0.0457,0.455
CDH13,1.5938e-11,cadherin 13,-+,---+,+-,0.5064435747850653,0.011646428255679795,-,0.0233,0.00394136,6.27,1,-0.0457,0.455
FAM120AOS,2.4238e-6,family with sequence similarity 120A opposite strand,++,++++,NA,0.011840694607641093,0.9905795290268589,+,0.0237,0.036167336,6.37,1,-0.0457,0.455
PAX6,1.6677e-9,paired box 6,++,-+--,--,0.6559473908707811,0.01235734180547281,-,0.0247,0.002175936,6.65,1,-0.0457,0.455
ITPR3,1.551e-6,"inositol 1,4,5-trisphosphate receptor type 3",+-,+-++,Filtered_Out,0.013048339635264167,0.960580658012801,+,0.0261,0.02156003,7.02,1,-0.0457,0.455
HLA-B,4.3342e-11,"major histocompatibility complex, class I, B",++,++++,--,0.013548106405457018,0.13039549775291417,+,0.0271,0.005617603,7.29,1,-0.0457,0.455
SERPING1,2.4511e-6,serpin family G member 1,++,--++,++,0.014859372845031473,0.9013179924918452,+,0.0297,0.004084704530120423,7.99,1,-0.0457,0.455
C11orf31,5.1084e-7,NA,NA,NA,NA,0.8748826094517018,0.015121518220488106,-,0.0302,0.023441292,8.14,1,-0.0457,0.455
LST1,5.4242e-9,leukocyte specific transcript 1,--,-+++,-+,0.015292486944020942,0.03242519267554241,+,0.0306,0.003058614,8.23,1,-0.0457,0.455
CRB1,2.4995e-7,crumbs cell polarity complex component 1,+-,++--,+-,0.7095779262021477,0.015522282636650321,-,0.031,9.89607e-4,8.35,1,-0.0457,0.455
TMEM42,4.8697e-7,transmembrane protein 42,++,++++,NA,0.016307733078380644,0.870479568767587,+,0.0326,0.024523215,8.77,1,-0.0457,0.455
OR2B2,2.7942e-12,olfactory receptor family 2 subfamily B member 2,++,NA,Filtered_Out,0.016804803053684415,0.9831951969463155,+,0.0336,0.03360960610736883,9.04,1,-0.0457,0.455
ZFHX4,5.2705e-9,zinc finger homeobox 4,--,-+--,-+,0.6646965976677687,0.017440017217160868,-,0.0349,0.025295412,9.38,1,-0.0457,0.455
HLA-DQB1,2.3306e-7,"major histocompatibility complex, class II, DQ beta 1",--,-+--,NA,0.9937024435819413,0.017568512772131648,-,0.0351,0.04883371533595394,9.45,1,-0.0457,0.455
RFTN2,5.4058e-7,raftlin family member 2,--,++--,-+,0.5116223052145322,0.01813733770805494,-,0.0363,0.03639445856167979,9.76,1,-0.0457,0.455
C3orf84,2.5336e-7,chromosome 3 open reading frame 84,++,NA,NA,0.018326179304374246,0.9816738206956257,+,0.0367,0.03665235860874849,9.86,1,-0.0457,0.455
RABEPK,1.5581e-6,Rab9 effector protein with kelch motifs,++,++++,--,0.020239528508394215,0.48215052436125905,+,0.0405,0.0728911488986559,10.9,1,-0.0457,0.455
SOX5,3.7918e-9,SRY-box transcription factor 5,+-,----,Filtered_Out,0.9829805145687306,0.020566462183618173,-,0.0411,0.077126588,11.1,1,-0.0457,0.455
PTPRS,2.2969e-6,protein tyrosine phosphatase receptor type S,--,--++,--,0.9752381887730872,0.021752524756931707,-,0.0435,0.066284551,11.7,1,-0.0457,0.455
TRMT61A,3.682e-9,tRNA methyltransferase 61A,++,++++,NA,0.02296201434464772,0.8407526507929819,+,0.0459,0.022484129,12.4,1,-0.0457,0.455
CHMP3,4.004e-7,charged multivesicular body protein 3,++,++++,++,0.023245025526555056,0.995352728896238,+,0.0465,0.059323219,12.5,1,-0.0457,0.455
USP3,2.4852e-6,ubiquitin specific peptidase 3,--,++--,--,0.8332994268196972,0.023771899523087198,-,0.0475,0.012310163,12.8,1,-0.0457,0.455
PRSS16,6.4148e-9,serine protease 16,++,Missing_P_Values,Filtered_Out,0.024250990784289425,0.9757490092157105,+,0.0485,0.04850198156857885,13,1,-0.0457,0.455
KIAA1143,4.9967e-7,KIAA1143,--,++++,-+,0.02444479030254531,0.346659158382488,+,0.0489,0.007041498,13.2,1,-0.0457,0.455
ZNF536,1.6243e-6,zinc finger protein 536,--,++--,-+,0.5764279100505267,0.025319540371254844,-,0.0506,0.012601684717793113,13.6,1,-0.0457,0.455
TMX2,1.4874e-7,thioredoxin related transmembrane protein 2,++,++--,NA,0.027003096011224977,0.9275844740153817,+,0.054,0.035077353,14.5,1,-0.0457,0.455
KLC1,2.4595e-10,kinesin light chain 1,++,++-+,-+,0.029468974723528104,0.9621752130210931,+,0.0589,0.053982048,15.9,1,-0.0457,0.455
ZNF501,5.3546e-7,zinc finger protein 501,--,-+--,Filtered_Out,0.9841878835587373,0.03255884654083441,-,0.0651,0.064347101,17.5,1,-0.0457,0.455
KDM3A,1.7641e-9,lysine demethylase 3A,-+,++--,NA,0.49117064712439984,0.03325193410085443,-,0.0665,0.005746965,17.9,1,-0.0457,0.455
ZKSCAN4,7.5101e-14,zinc finger with KRAB and SCAN domains 4,--,++-+,-+,0.03380743822818406,0.5422989295203114,+,0.0676,0.019839794,18.2,1,-0.0457,0.455
ACVR1B,5.281e-7,activin A receptor type 1B,++,---+,+-,0.03419848962637173,0.6390412648529702,+,0.0684,0.016928378850805628,18.4,1,-0.0457,0.455
VPS41,1.9375e-6,VPS41 subunit of HOPS complex,-+,+--+,++,0.03551180210108146,0.7086119027890267,+,0.071,0.009832116,19.1,1,-0.0457,0.455
LTBP3,8.1362e-7,latent transforming growth factor beta binding protein 3,--,--+-,--,0.9330471086006277,0.03697907526782629,-,0.074,0.027174725,19.9,1,-0.0457,0.455
ZNF165,1.9547e-12,zinc finger protein 165,-+,-+++,Filtered_Out,0.038337714289044325,0.9738693384774052,+,0.0767,0.058737725,20.6,1,-0.0457,0.455
ZSCAN12,8.579e-11,zinc finger and SCAN domain containing 12,-+,++++,Filtered_Out,0.038752710401631335,0.8942915745505451,+,0.0775,0.01969796,20.8,1,-0.0457,0.455
ADCK3,1.4274e-8,NA,NA,NA,NA,0.04030359311054761,0.9596964068894525,+,0.0806,0.08060718622109522,21.7,1,-0.0457,0.455
ASXL3,2.0589e-6,ASXL transcriptional regulator 3,--,--++,+-,0.5709768356791336,0.04205704938756456,-,0.0841,0.008215908,22.6,1,-0.0457,0.455
MED19,1.7536e-7,mediator complex subunit 19,++,+-++,+-,0.04376870355377858,0.5797715329377263,+,0.0875,0.010293157,23.5,1,-0.0457,0.455
CAMKK2,1.8833e-6,calcium/calmodulin dependent protein kinase kinase 2,++,+-++,+-,0.04576697629887876,0.6533952922588352,+,0.0915,0.036785527,24.6,1,-0.0457,0.455
GPC5,1.3483e-7,glypican 5,+-,++--,+-,0.9130242334622878,0.046454534221646145,-,0.0929,0.026207921,25,1,-0.0457,0.455
FADS1,1.2518e-7,fatty acid desaturase 1,+-,++--,--,0.9503689592931155,0.04687344602432063,-,0.0937,0.08903169,25.2,1,-0.0457,0.455
DRD2,5.3507e-14,dopamine receptor D2,++,-+--,NA,0.5767497442956374,0.04790762270663475,-,0.0958,0.01596144,25.8,1,-0.0457,0.455
HIST1H2BN,6.9e-17,NA,--,--++,Filtered_Out,0.04811144307022571,0.08264902724722721,+,0.0962,0.005129735,25.9,1,-0.0457,0.455
PPP6C,1.0969e-6,protein phosphatase 6 catalytic subunit,++,++--,--,0.7119168215118068,0.04989787310307576,-,0.0998,0.005052903,26.8,1,-0.0457,0.455
HSPA1A,8.134e-8,heat shock protein family A (Hsp70) member 1A,--,-+--,-+,0.9828736893853245,0.0506446816385096,-,0.101,0.052021844,27.2,1,-0.0457,0.455
BCHE,2.3883e-7,butyrylcholinesterase,--,++--,++,0.2982877400994924,0.053904665715770204,-,0.108,0.02442773794076012,29,1,-0.0457,0.455
NOX4,1.1568e-6,NADPH oxidase 4,+-,++++,Filtered_Out,0.056147537576659363,0.8128577774308309,+,0.112,0.058301884,30.2,1,-0.0457,0.455
HIST1H2BF,3.5839e-8,NA,-+,++++,Filtered_Out,0.05867269567795482,0.6038924518753451,+,0.117,0.01036763,31.6,1,-0.0457,0.455
PMFBP1,3.6451e-7,polyamine modulated factor 1 binding protein 1,+-,-+--,Filtered_Out,0.9889671011618991,0.05868602966797142,-,0.117,0.09543819605805057,31.6,1,-0.0457,0.455
PLCL1,7.7924e-7,phospholipase C like 1 (inactive),--,++--,--,0.7151965921665537,0.0606136844170988,-,0.121,0.07212139775697905,32.6,1,-0.0457,0.455
RHOBTB1,1.5668e-6,Rho related BTB domain containing 1,-+,++-+,--,0.5067922204326332,0.06209516209054189,-,0.124,0.003864981,33.4,1,-0.0457,0.455
PCDH9,3.5314e-10,protocadherin 9,--,++--,++,0.0632708543386317,0.13973812578746478,+,0.127,0.03246236,34,1,-0.0457,0.455
NEGR1,3.5506e-15,neuronal growth regulator 1,++,+--+,++,0.06847469065696149,0.8158130246654789,+,0.137,0.101887054,36.8,1,-0.0457,0.455
KYNU,2.379e-6,kynureninase,+-,++-+,Filtered_Out,0.06985425849055792,0.6646911809238074,+,0.14,0.067972359,37.6,1,-0.0457,0.455
ZMAT2,2.4426e-6,zinc finger matrin-type 2,++,++++,+-,0.07032170054167824,0.8411836549117269,+,0.141,0.024694837,37.8,1,-0.0457,0.455
ZHX3,2.344e-7,zinc fingers and homeoboxes 3,++,----,--,0.9562727249820641,0.07102190807056018,-,0.142,0.11256056,38.2,1,-0.0457,0.455
TCF4,4.5521e-16,transcription factor 4,+-,+--+,--,0.9706046271554549,0.07222907140601188,-,0.144,0.10430227,38.9,1,-0.0457,0.455
MIER1,2.6167e-6,MIER1 transcriptional regulator,--,++--,Filtered_Out,0.7523725153559064,0.0741042133577244,-,0.148,0.024035521,39.9,1,-0.0457,0.455
MARK3,2.6768e-7,microtubule affinity regulating kinase 3,++,-+--,--,0.7877244727372545,0.07557025521343594,-,0.151,0.034033973,40.7,1,-0.0457,0.455
ZKSCAN8,2.0086e-13,zinc finger with KRAB and SCAN domains 8,--,++--,Filtered_Out,0.7487765154261204,0.07663031243302648,-,0.153,0.054975062,41.2,1,-0.0457,0.455
PSEN2,2.6771e-6,presenilin 2,++,++++,+-,0.07847270146073441,0.8447651814069217,+,0.157,0.094128904,42.2,1,-0.0457,0.455
INPP4B,3.7112e-7,inositol polyphosphate-4-phosphatase type II B,-+,+-+-,+-,0.622243113876948,0.07900624323448942,-,0.158,0.030551685,42.5,1,-0.0457,0.455
HIST1H3J,1.093e-14,NA,--,NA,Filtered_Out,0.9205823462842238,0.07941765371577626,-,0.159,0.15883530743155252,42.7,1,-0.0457,0.455
SEMA6D,4.0971e-9,semaphorin 6D,-+,++--,-+,0.16748682008720422,0.08100894758843008,-,0.162,0.00427009,43.6,1,-0.0457,0.455
EXT1,1.2011e-6,exostosin glycosyltransferase 1,-+,--++,+-,0.18698119939071672,0.08174634513195339,-,0.163,0.010276231,44,1,-0.0457,0.455
PROX2,7.5512e-10,prospero homeobox 2,--,Missing_P_Values,NA,0.9178062429517316,0.08219375704826838,-,0.164,0.16438751409653676,44.2,1,-0.0457,0.455
RBFOX1,6.0939e-17,RNA binding fox-1 homolog 1,++,--++,+-,0.0829286160965302,0.8021346596531054,+,0.166,0.039337266,44.6,1,-0.0457,0.455
VRK2,9.9697e-9,VRK serine/threonine kinase 2,--,++--,-+,0.4086868574880175,0.0836296156267128,-,0.167,0.034989513,45,1,-0.0457,0.455
EMILIN3,3.3685e-9,elastin microfibril interfacer 3,++,--++,+-,0.0836895434069499,0.9716746844496844,+,0.167,0.045639419,45,1,-0.0457,0.455
BTN2A1,6.6923e-12,butyrophilin subfamily 2 member A1,-+,-+--,+-,0.8749146328748103,0.08573277448362636,-,0.171,0.008905346,46.1,1,-0.0457,0.455
EP300,2.3037e-7,E1A binding protein p300,--,--+-,+-,0.9646625801166472,0.08724765558888137,-,0.174,0.09219387,46.9,1,-0.0457,0.455
KMT2A,1.2822e-7,lysine methyltransferase 2A,--,----,+-,0.8808162883881462,0.08942525888496307,-,0.179,0.07725664,48.1,1,-0.0457,0.455
FAM120A,3.6663e-8,family with sequence similarity 120A,--,---+,++,0.09030787876224367,0.36898388332868964,+,0.181,0.049594007,48.6,1,-0.0457,0.455
ASCC3,8.9097e-8,activating signal cointegrator 1 complex subunit 3,+-,++--,++,0.09294958240178307,0.4263225842843776,+,0.186,0.032353184,50,1,-0.0457,0.455
FH,1.4717e-6,fumarate hydratase,++,++++,+-,0.0939800492707579,0.8832485814402917,+,0.188,0.08509982,50.6,1,-0.0457,0.455
HIST1H2BL,3.5412e-12,NA,+-,++++,NA,0.09724810723273757,0.9106835304138925,+,0.194,0.05860949,52.3,1,-0.0457,0.455
IGSF6,1.5616e-9,immunoglobulin superfamily member 6,--,++++,Filtered_Out,0.09790707922632305,0.753775588692847,+,0.196,0.044139254,52.7,1,-0.0457,0.455
SLC4A9,2.6577e-6,solute carrier family 4 member 9,--,++--,Filtered_Out,0.5112324191703735,0.0989815241625305,-,0.198,0.06535725101593545,53.3,1,-0.0457,0.455
ZNF445,3.5346e-10,zinc finger protein 445,+-,-+--,++,0.4121314762727945,0.09939137323519667,-,0.199,0.031563494,53.5,1,-0.0457,0.455
PRR16,1.185e-6,proline rich 16,++,++--,Filtered_Out,0.10719304945145201,0.6807740401155379,+,0.214,0.05698053103305234,57.7,1,-0.0457,0.455
SOX6,4.167e-7,SRY-box transcription factor 6,--,++--,Filtered_Out,0.9315867370993873,0.10951771397603757,-,0.219,0.068488391,58.9,1,-0.0457,0.455
HARS2,1.3511e-6,"histidyl-tRNA synthetase 2, mitochondrial",++,++++,+-,0.11078603039815324,0.9554243957332516,+,0.222,0.052556152,59.6,1,-0.0457,0.455
DLST,8.8708e-10,dihydrolipoamide S-succinyltransferase,++,-+--,NA,0.11381510143363319,0.6814732293869524,+,0.228,0.07645849915039334,61.2,1,-0.0457,0.455
BTN1A1,7.3965e-9,butyrophilin subfamily 1 member A1,+-,NA,Filtered_Out,0.8846776529918681,0.11532234700813195,-,0.231,0.2306446940162639,62,1,-0.0457,0.455
SLC30A9,2.6189e-7,solute carrier family 30 member 9,-+,++-+,+-,0.11766231349257948,0.9429567141715478,+,0.235,0.02130154,63.3,1,-0.0457,0.455
MEF2C,1.5763e-12,myocyte enhancer factor 2C,++,+-++,+-,0.12095510351006714,0.9164793231470076,+,0.242,0.082265069,65.1,1,-0.0457,0.455
B3GALTL,5.6953e-12,NA,NA,NA,NA,0.9426950018760105,0.12255474686188218,-,0.245,0.229519101,65.9,1,-0.0457,0.455
PCDHA3,1.056e-7,protocadherin alpha 3,--,++-+,Filtered_Out,0.1251974337783388,0.5844875388053545,+,0.25,0.067578583,67.4,1,-0.0457,0.455
CABP1,1.014e-8,calcium binding protein 1,++,+-++,+-,0.12545726589310663,0.8839893627884479,+,0.251,0.031571787,67.5,1,-0.0457,0.455
PCLO,6.5683e-13,piccolo presynaptic cytomatrix protein,--,--++,NA,0.8782929295732946,0.12599747180994747,-,0.252,0.06406793,67.8,1,-0.0457,0.455
BEND4,1.2982e-7,BEN domain containing 4,-+,----,NA,0.6101059501831289,0.12621952648384863,-,0.252,0.04380202,67.9,1,-0.0457,0.455
CHD6,1.3778e-10,chromodomain helicase DNA binding protein 6,--,++++,+-,0.1266260427975191,0.4898944196774501,+,0.253,0.01774485,68.1,1,-0.0457,0.455
OR12D3,1.202e-9,olfactory receptor family 12 subfamily D member 3,-+,NA,Filtered_Out,0.12921023072006715,0.8707897692799329,+,0.258,0.2584204614401343,69.5,1,-0.0457,0.455
RAB3B,1.6111e-6,"RAB3B, member RAS oncogene family",--,-+--,+-,0.965646111420678,0.1337245283846387,-,0.267,0.15635721,71.9,1,-0.0457,0.455
HIST1H2AL,3.4904e-11,NA,++,NA,NA,0.13425253966300696,0.865747460336993,+,0.269,0.2685050793260139,72.2,1,-0.0457,0.455
STAU1,1.335e-6,staufen double-stranded RNA binding protein 1,++,-+++,++,0.13539168781016764,0.9705675802611385,+,0.271,0.128548783,72.8,1,-0.0457,0.455
RPS6KL1,1.0121e-7,ribosomal protein S6 kinase like 1,++,--++,--,0.13832705690421207,0.1521622074088916,+,0.277,0.008210583,74.4,1,-0.0457,0.455
SGIP1,1.6751e-9,SH3GL interacting endocytic adaptor 1,--,----,+-,0.9704630446634634,0.13899904733276075,-,0.278,0.203023294,74.8,1,-0.0457,0.455
ZSCAN9,8.2837e-13,zinc finger and SCAN domain containing 9,-+,++++,Filtered_Out,0.1394000642996962,0.9612251050166689,+,0.279,0.20438227,75,1,-0.0457,0.455
PCNP,2.3346e-7,PEST proteolytic signal containing nuclear protein,-+,+-+-,--,0.33160158106081405,0.13972969955824122,-,0.279,0.023876479,75.2,1,-0.0457,0.455
TRAF3,3.1737e-7,TNF receptor associated factor 3,++,--++,--,0.9538273002728521,0.14002060310654954,-,0.28,0.120537548,75.3,1,-0.0457,0.455
RANGAP1,3.067e-8,Ran GTPase activating protein 1,++,-+-+,+-,0.14046860943563622,0.40592483048846917,+,0.281,0.026652004,75.6,1,-0.0457,0.455
CSMD1,3.3077e-7,CUB and Sushi multiple domains 1,-+,+-++,--,0.679298632848941,0.14783667702347034,-,0.296,0.048293727,79.5,1,-0.0457,0.455
AP3B1,3.1457e-7,adaptor related protein complex 3 subunit beta 1,--,++--,-+,0.3778052009374089,0.14881793269548002,-,0.298,0.028254588,80.1,1,-0.0457,0.455
ETFDH,1.4397e-6,electron transfer flavoprotein dehydrogenase,+-,++--,-+,0.150193633170491,0.8774947749066415,+,0.3,0.043701404,80.8,1,-0.0457,0.455
MR1,6.2536e-8,"major histocompatibility complex, class I-related",++,++--,-+,0.15088978663536703,0.5526216444868468,+,0.302,0.079773764,81.2,1,-0.0457,0.455
CDH22,1.8821e-7,cadherin 22,++,--++,+-,0.1513724159433587,0.17746472207802852,+,0.303,0.012128409,81.4,1,-0.0457,0.455
TAOK3,1.4896e-8,TAO kinase 3,--,--+-,+-,0.975633113833102,0.15193193934778587,-,0.304,0.242065464,81.7,1,-0.0457,0.455
TCAIM,1.3974e-7,"T cell activation inhibitor, mitochondrial",-+,+++-,++,0.15836336020160444,0.7531494553452243,+,0.317,0.059828325,85.2,1,-0.0457,0.455
HSPE1-MOB4,2.2874e-7,HSPE1-MOB4 readthrough,++,NA,NA,0.15857725913752505,0.8414227408624749,+,0.317,0.3171545182750501,85.3,1,-0.0457,0.455
CDK14,2.9335e-7,cyclin dependent kinase 14,++,+-++,--,0.1615217533181269,0.6987325322251726,+,0.323,0.100094103,86.9,1,-0.0457,0.455
EYS,1.3196e-6,eyes shut homolog,+-,--++,NA,0.17121084959087032,0.2803557321330658,+,0.342,0.063425252,92.1,1,-0.0457,0.455
ZNF197,2.2773e-10,zinc finger protein 197,--,-+--,Filtered_Out,0.8490220890909022,0.17197568709049843,-,0.344,0.18087823,92.5,1,-0.0457,0.455
RERE,1.4299e-11,arginine-glutamic acid dipeptide repeats,++,--++,++,0.27741382786006497,0.17317314841031803,-,0.346,0.018068631,93.2,1,-0.0457,0.455
FADS2,1.9429e-8,fatty acid desaturase 2,+-,-+--,--,0.8164188083647321,0.1772457356849017,-,0.354,0.098074813,95.4,1,-0.0457,0.455
MARCH10,2.7587e-7,NA,+-,-++-,NA,0.3781786887001894,0.17746828231907857,-,0.355,0.017448756,95.5,1,-0.0457,0.455
BSN,1.6089e-6,bassoon presynaptic cytomatrix protein,++,--++,+-,0.37796254642706817,0.1778910981369311,-,0.356,0.022926033,95.7,1,-0.0457,0.455
PCDHA4,3.5744e-7,protocadherin alpha 4,+-,++--,NA,0.1826620566640953,0.667995484298393,+,0.365,0.013924381,98.3,1,-0.0457,0.455
MAP9,7.1456e-7,microtubule associated protein 9,++,+---,++,0.1832547093362078,0.8674541595084619,+,0.367,0.138382138,98.6,1,-0.0457,0.455
RHOA,7.1031e-7,ras homolog family member A,-+,+++-,-+,0.18353409894525408,0.8102997831516051,+,0.367,0.109186645,98.7,1,-0.0457,0.455
GINM1,2.537e-6,glycoprotein integral membrane 1,--,++--,-+,0.37846323026859774,0.18371165044962912,-,0.367,0.048364513,98.8,1,-0.0457,0.455
ZNF660,2.4714e-10,zinc finger protein 660,+-,----,Filtered_Out,0.9105457095616549,0.1838094853554392,-,0.368,0.15839999,98.9,1,-0.0457,0.455
MICB,2.6156e-7,MHC class I polypeptide-related sequence B,--,+-+-,Filtered_Out,0.18841176436853507,0.9036931045680516,+,0.377,0.082106921,101,1,-0.0457,0.455
TOPAZ1,3.5999e-7,testis and ovary specific PAZ domain containing 1,-+,++--,NA,0.19152689960763902,0.8632435684426085,+,0.383,0.101384327,103,1,-0.0457,0.455
SORCS3,2.2733e-19,sortilin related VPS10 domain containing receptor 3,-+,-+--,--,0.9640085201361421,0.19538410578386672,-,0.391,0.060374167,105,1,-0.0457,0.455
PQLC2L,7.0543e-9,NA,++,-+--,Filtered_Out,0.6262916958928192,0.19780320129823079,-,0.396,0.108975993,106,1,-0.0457,0.455
MYBPC3,1.3929e-6,myosin binding protein C3,-+,NA,++,0.19828822079083433,0.8658540340710942,+,0.397,0.140194476,107,1,-0.0457,0.455
GTF2IRD1,2.1525e-8,GTF2I repeat domain containing 1,--,--++,+-,0.7159151298637003,0.20248092696892234,-,0.405,0.055660393,109,1,-0.0457,0.455
FANCL,4.5809e-7,FA complementation group L,--,++--,-+,0.6601714232749549,0.20477715057360849,-,0.41,0.101785342,110,1,-0.0457,0.455
AREL1,3.0386e-8,apoptosis resistant E3 ubiquitin protein ligase 1,++,----,+-,0.5985137465300768,0.2105034039443313,-,0.421,0.089227554,113,1,-0.0457,0.455
CDH9,9.6964e-7,cadherin 9,-+,--++,++,0.21400696343734144,0.8673825644978679,+,0.428,0.085973372,115,1,-0.0457,0.455
PHF2,2.3153e-6,PHD finger protein 2,--,-+++,+-,0.21765982267949088,0.32938366362743604,+,0.435,0.014930993,117,1,-0.0457,0.455
ASTN2,2.1867e-11,astrotactin 2,+-,-+-+,++,0.21999158682378486,0.4478763742795561,+,0.44,0.021753736,118,1,-0.0457,0.455
TMEM258,5.5471e-7,transmembrane protein 258,--,++++,--,0.21999223372691115,0.5419637534868427,+,0.44,0.147605065,118,1,-0.0457,0.455
OTX2,8.9134e-7,orthodenticle homeobox 2,--,Missing_P_Values,Filtered_Out,0.7774519832458548,0.2225480167541451,-,0.445,0.4450960335082902,120,1,-0.0457,0.455
SF3B1,1.7831e-8,splicing factor 3b subunit 1,--,++--,-+,0.22753378062314433,0.3866118098507057,+,0.455,0.093465901,122,1,-0.0457,0.455
DENND1A,1.5351e-14,DENN domain containing 1A,++,--++,+-,0.2283201026739276,0.49071069834319564,+,0.457,0.0941763,123,1,-0.0457,0.455
PGBD1,5.9534e-14,piggyBac transposable element derived 1,+-,++--,-+,0.22991468657536351,0.5711784864684131,+,0.46,0.026048315,124,1,-0.0457,0.455
DCDC1,7.4612e-9,doublecortin domain containing 1,+-,++--,Filtered_Out,0.2334174713122205,0.7121690987719725,+,0.467,0.026863188,126,1,-0.0457,0.455
DCDC5,2.4868e-9,NA,NA,NA,NA,0.2334174713122205,0.7121690987719725,+,0.467,0.026863188,126,1,-0.0457,0.455
