gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_genome_percentile_rank,meta_meta_lower_in_MDD_genome_percentile_rank,meta_direction,meta_empirical_p,minp,Spearman_corr,Spearman_p,Corrected_meta_empirical_p,Bonferroni_meta_empirical_p,DE_Prior_Rank,brain_region,region_location,slim_region_location,Updated_Gene_Names,cns_cell_type_taxon,cns_cell_type_taxon_zscore,cell_type_taxon,cell_type_taxon_zscore
C3orf84,2.53e-07,chromosome 3 open reading frame 84,++-+-+,Not_Available,Not_Available,0.0387862194843714,0.940908053844399,+,0.0776,0.0366523586087485,0.0229,0.708,20.9,1,Not_Available,subcuneiform nucleus,subcuneiform nucleus <  midbrain reticular formation  <  midbrain tegmentum  <  mesencephalon  < gray matter,subcuneiform nucleus < midbrain reticular formation,C3orf84,Telencephalon projecting inhibitory neurons,4.07045432829706,Telencephalon projecting inhibitory neurons,4.45555292702574
ARHGEF25,1.9e-06,Rho guanine nucleotide exchange factor 25,++-+++,+----+++++--,Not_Available,0.0393515789601602,0.893441388433193,+,0.0787,0.00242952,0.0229,0.708,21.2,1,0.292,VI paravermis,VI paravermis <  VI  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VI paravermis <  VI  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,ARHGEF25,Telencephalon projecting excitatory neurons,3.01383272171116,Peripheral sensory neurofilament neurons,2.86825843392875
ACVR1B,5.28e-07,activin A receptor type 1B,++++-+,---+----++++,+++++---,0.0393779408670426,0.811816878877049,+,0.0788,0.0169283788508056,0.0229,0.708,21.2,1,0.523,CA3 field,CA3 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA3 field <  hippocampal formation  < limbic lobe,ACVR1B,Cholinergic and monoaminergic neurons,3.24965263686334,Cholinergic and monoaminergic neurons,3.23201938751616
HARS,2.1e-07,histidyl-tRNA synthetase,++-+--,+-+---++++++,++++-++-,0.0407539706490937,0.830604902828337,+,0.0815,0.005687828,0.0229,0.708,21.9,1,0.113,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,HARS,Cholinergic and monoaminergic neurons,3.1938081342907,Sympathetic noradrenergic neurons,3.50987465853632
MR1,6.25e-08,"major histocompatibility complex, class I-related",++++++,++++-+------,---+-+++,0.0428584988649015,0.479441020724482,+,0.0857,0.03727316,0.0229,0.708,23.1,1,0.814,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,MR1,Choroid epithelial cells,3.60550676538055,Choroid epithelial cells,3.9352029346417
ZNF165,1.95e-12,zinc finger protein 165,-+-+++,--+---++++++,Filtered_Out,0.0432908459867166,0.852225973491906,+,0.0866,0.058737725,0.0229,0.708,23.3,1,0.958,dentate nucleus,dentate nucleus <  cerebellar nuclei  <  cerebellum  <  metencephalon  < gray matter,dentate nucleus < cerebellar nuclei,ZNF165,Not_Available,Not_Available,Not_Available,Not_Available
UBE2M,8.89e-07,ubiquitin conjugating enzyme E2 M,++-++-,-+----++++++,+----+-+,0.0433880845749192,0.735153820133279,+,0.0868,4.9052e-05,0.0229,0.708,23.3,1,Not_Available,parolfactory gyri,parolfactory gyri <  frontal lobe  <  cerebral cortex  <  telencephalon  < gray matter,parolfactory gyri < frontal lobe,UBE2M,Cholinergic and monoaminergic neurons,3.22987670847492,Peripheral sensory neurofilament neurons,3.17743122694966
KMT2A,1.28e-07,lysine methyltransferase 2A,--+--+,----+-+---++,++++--+-,0.0449553366990477,0.593098824425421,+,0.0899,0.001785206,0.0229,0.708,24.2,1,0.42,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,KMT2A,Cholinergic and monoaminergic neurons,3.78730180389794,Cholinergic and monoaminergic neurons,3.17745070473879
OR2B2,2.79e-12,olfactory receptor family 2 subfamily B member 2,+++++-,Not_Available,Filtered_Out,0.0458019621263974,0.761521788729181,+,0.0916,0.0336096061073688,0.0229,0.708,24.6,1,0.0751,hypoglossal nucleus,hypoglossal nucleus <  myelencephalon  < gray matter,hypoglossal nucleus <  myelencephalon  < gray matter,OR2B2,Hindbrain neurons,5.57048499058233,Hindbrain neurons,6.08486984459331
CTNND1,7.75e-08,catenin delta 1,-++--+,----+-+-+--+,--+--+--,0.803434505145071,0.0507221470740282,-,0.101,0.001687079,0.0229,0.708,27.3,1,Not_Available,central glial substance,central glial substance <  myelencephalon  < gray matter,central glial substance <  myelencephalon  < gray matter,CTNND1,Pericytes,3.14436050159554,Peripheral sensory non-peptidergic neurons,3.04181193393998
SLC4A9,2.66e-06,solute carrier family 4 member 9,----+-,-++-++---+++,Filtered_Out,0.62708190549896,0.0525998441444979,-,0.105,0.020928616,0.0229,0.708,28.3,1,0.393,principal sensory nucleus of trigeminal nerve,principal sensory nucleus of trigeminal nerve <  trigeminal nuclei  <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,principal sensory nucleus of trigeminal nerve <  trigeminal nuclei  < pontine tegmentum,SLC4A9,Hindbrain neurons,4.39906864973554,Hindbrain neurons,4.77984052043041
MYRF,1.68e-08,myelin regulatory factor,--+-+-,-+++++---+++,--+-+-++,0.328477244020929,0.0528815480242614,-,0.106,0.006945037,0.0229,0.708,28.5,1,0.801,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,MYRF,Oligodendrocytes,5.5090002866212,Oligodendrocytes,6.01454099812577
ZDHHC21,7.5e-09,zinc finger DHHC-type containing 21,++++-+,-+---+------,----++--,0.765763126170223,0.052916292925289,-,0.106,0.014756273,0.0229,0.708,28.5,1,0.752,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,ZDHHC21,Hindbrain neurons,3.49567526804951,Peripheral sensory neurofilament neurons,2.82392946322424
ZNF536,1.62e-06,zinc finger protein 536,----+-,-+++++---+++,--+-++-+,0.486521876931263,0.054948837482986,-,0.11,0.0126016847177931,0.0229,0.708,29.6,1,0.527,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,ZNF536,Telencephalon inhibitory interneurons,2.76402611732913,Telencephalon inhibitory interneurons,2.84477685813301
HSPA1A,8.13e-08,heat shock protein family A (Hsp70) member 1A,------,--+-++------,--+--+-+,0.998499665032219,0.0564258076689497,-,0.113,0.052021844,0.0229,0.708,30.4,1,0.983,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,HSPA1A,Enteric glia,5.25706923807914,Enteric glia,5.18641512450258
NOX4,1.16e-06,NADPH oxidase 4,+-+-+-,+++++++++-++,Filtered_Out,0.0594252936881641,0.874763238381305,+,0.119,0.015699898,0.0229,0.708,32,1,0.906,abducens nucleus,abducens nucleus <  pontine tegmentum  <  pons  <  metencephalon  < gray matter,abducens nucleus < pontine tegmentum,NOX4,Spinal cord inhibitory neurons,3.06461486056945,Enteric neurons,4.55638009065575
TMEM106B,1.22e-12,transmembrane protein 106B,--+--+,++++++------,--+-+-++,0.402150849595938,0.0599870460652586,-,0.12,0.000216239,0.0229,0.708,32.3,1,0.857,reticular nucleus of thalamus,reticular nucleus of thalamus <  ventral thalamus  <  thalamus  <  diencephalon  < gray matter,reticular nucleus of thalamus < ventral thalamus,TMEM106B,Cholinergic and monoaminergic neurons,3.25405600017945,Cholinergic and monoaminergic neurons,3.26841697346521
SEMA6D,4.1e-09,semaphorin 6D,--++--,-++-+-----++,+-++-++-,0.35224135233624,0.060159609683579,-,0.12,0.00427009,0.0229,0.708,32.4,1,0.981,substantia nigra pars compacta,substantia nigra pars compacta <  substantia nigra  <  midbrain tegmentum  <  mesencephalon  < gray matter,substantia nigra pars compacta < substantia nigra,SEMA6D,Hindbrain neurons,2.92414767067453,Sympathetic cholinergic neurons,3.0507872490882
SCYL1,6.11e-08,SCY1 like pseudokinase 1,+++++-,++++--++++-+,-+-+--+-,0.0617628604447654,0.597975328779512,+,0.124,0.001734011,0.0229,0.708,33.2,1,0.207,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,SCYL1,Hindbrain neurons,3.09359475213099,Sympathetic cholinergic neurons,2.96996663171946
ZKSCAN8,2.01e-13,zinc finger with KRAB and SCAN domains 8,-++--+,+++-++-----+,Filtered_Out,0.865206062587651,0.0647255117960433,-,0.129,0.01659268,0.0229,0.708,34.8,1,0.45,globus pallidus external segment,globus pallidus external segment <  globus pallidus  <  basal ganglia  <  cerebral nuclei  <  telencephalon  < gray matter,globus pallidus external segment <  globus pallidus  < basal ganglia,ZKSCAN8,Hindbrain neurons,4.01943544922757,Hindbrain neurons,4.10962598131774
SGIP1,1.68e-09,SH3 domain GRB2 like endophilin interacting protein 1,-++--+,-----+------,-+----++,0.964966460417211,0.0675937180445807,-,0.135,0.009448596,0.0229,0.708,36.4,1,0.823,CA4 field,CA4 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA4 field <  hippocampal formation  < limbic lobe,SGIP1,Cholinergic and monoaminergic neurons,2.60562290254158,Enteric neurons,3.3600428279968
ZDHHC5,3.47e-08,zinc finger DHHC-type containing 5,++++--,--------+-++,++------,0.990295768086391,0.0698526188361838,-,0.14,0.064776592,0.0229,0.708,37.6,1,0.262,dorsal lateral geniculate nucleus,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,dorsal lateral geniculate nucleus <  dorsal lateral geneiculate nucleus  < dorsal thalamus,ZDHHC5,Cholinergic and monoaminergic neurons,2.98579648907917,Sympathetic cholinergic neurons,3.2110028692152
BTN2A1,6.69e-12,butyrophilin subfamily 2 member A1,-+-+--,--+-++----+-,-+--+--+,0.986736957836543,0.0746528658698619,-,0.149,0.007663015,0.0229,0.708,40.2,1,0.42,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,BTN2A1,Not_Available,Not_Available,Not_Available,Not_Available
INPP4B,3.71e-07,inositol polyphosphate-4-phosphatase type II B,-+++-+,-+----++---+,-+--+---,0.980866928647051,0.0754818478725695,-,0.151,0.030551685,0.0229,0.708,40.6,1,0.888,basal nucleus of meynert,basal nucleus of meynert <  substantia innominata  <  basal forebrain  <  cerebral nuclei  <  telencephalon  < gray matter,basal nucleus of meynert <  substantia innominata  < basal forebrain,INPP4B,Cholinergic and monoaminergic neurons,2.85253423089451,Cholinergic and monoaminergic neurons,3.10686119920757
POGZ,3.16e-07,pogo transposable element derived with ZNF domain,--+--+,--+-+-+---++,--++++--,0.46942500590261,0.0762275283970527,-,0.152,0.000341011,0.0229,0.708,41,1,0.0413,corpus callosum,corpus callosum <  telencephalic commissures  <  telencephalic white matter  < white matter,corpus callosum < telencephalic commissures,POGZ,Cholinergic and monoaminergic neurons,2.69090360960431,Enteric neurons,2.55794199138711
PROX2,7.55e-10,prospero homeobox 2,-----+,Missing_P_Values,Not_Available,0.71840063883185,0.0784280173397217,-,0.157,0.125643406900807,0.0229,0.708,42.2,1,0.148,globose nucleus,globose nucleus <  cerebellar nuclei  <  cerebellum  <  metencephalon  < gray matter,globose nucleus < cerebellar nuclei,PROX2,Olfactory ensheathing cells,4.22036091305781,Olfactory ensheathing cells,4.28919804920121
ZNF501,5.35e-07,zinc finger protein 501,-++---,--+---+---++,Filtered_Out,0.986668166892651,0.0797983909318857,-,0.16,0.064347101,0.0229,0.708,42.9,1,0.179,VIIIB lateral hemisphere,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  <  cerebellar cortex  <  cerebellum  <  metencephalon  < gray matter,VIIIB lateral hemisphere <  VIIIB  <  Posterior Lobe  <  cerebellar hemispheres  < cerebellar cortex,ZNF501,Not_Available,Not_Available,Not_Available,Not_Available
EXT1,1.2e-06,exostosin glycosyltransferase 1,--++-+,----+-+++---,+++++--+,0.29971829740512,0.083306214342623,-,0.167,0.010276231,0.0229,0.708,44.8,1,0.81,CA1 field,CA1 field <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,CA1 field <  hippocampal formation  < limbic lobe,EXT1,Ependymal cells,3.73397788580322,Ependymal cells,3.69044701771994
CELF2,7.52e-08,CUGBP Elav-like family member 2,++++-+,------------,+--+--+-,0.749926076326035,0.0842862438183457,-,0.169,0.016642978,0.0229,0.708,45.3,1,0.948,lateral group of nuclei ventral division,lateral group of nuclei ventral division <  lateral group of nuclei  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,lateral group of nuclei ventral division <  lateral group of nuclei  < dorsal thalamus,CELF2,Telencephalon projecting excitatory neurons,3.19408551876449,Telencephalon projecting excitatory neurons,3.45968749332584
BCHE,2.39e-07,butyrylcholinesterase,------,++++++----+-,-+--++++,0.703191330499273,0.0845809299292943,-,0.169,0.0244277379407601,0.0229,0.708,45.5,1,0.992,lateral group of nuclei dorsal division,lateral group of nuclei dorsal division <  lateral group of nuclei  <  dorsal thalamus  <  thalamus  <  diencephalon  < gray matter,lateral group of nuclei dorsal division <  lateral group of nuclei  < dorsal thalamus,BCHE,Cholinergic and monoaminergic neurons,3.65495392504729,Enteric neurons,4.87376600228417
LRFN5,2.04e-12,leucine rich repeat and fibronectin type III domain containing 5,++++-+,------+-----,++-++---,0.639426092802576,0.0863672610593017,-,0.173,0.006606209,0.0229,0.708,46.5,1,0.77,dentate gyrus,dentate gyrus <  hippocampal formation  <  limbic lobe  <  cerebral cortex  <  telencephalon  < gray matter,dentate gyrus <  hippocampal formation  < limbic lobe,LRFN5,Di- and mesencephalon excitatory neurons,2.2127027690198,Peripheral sensory non-peptidergic neurons,2.43755385014259
